,n,range,value
46,10,"(-0.000964, 0.333]",0.42212719991393177
47,10,"(-0.000964, 0.333]",0.3927244862898131
48,10,"(-0.000964, 0.333]",0.03448875458587489
49,10,"(-0.000964, 0.333]",0.0431898091656737
50,10,"(-0.000964, 0.333]",0.008832671390734416
51,10,"(-0.000964, 0.333]",0.0027540782970752013
52,10,"(-0.000964, 0.333]",0.0027540782970752013
53,10,"(0.665, 0.998]",0.3083370009532379
54,10,"(0.665, 0.998]",0.42225780859939865
55,10,"(0.333, 0.665]",0.3582948048196365
56,10,"(0.665, 0.998]",0.1833626823461411
57,10,"(-0.000964, 0.333]",0.2807642213183996
58,10,"(-0.000964, 0.333]",0.2049326928453524
59,10,"(-0.000964, 0.333]",0.1068040010465349
60,10,"(-0.000964, 0.333]",0.10672671357921054
61,10,"(0.665, 0.998]",0.002678134328551215
62,10,"(0.665, 0.998]",0.07506212689795784
63,10,"(0.665, 0.998]",0.13628282476148154
64,10,"(-0.000964, 0.333]",0.27347458203644304
65,10,"(-0.000964, 0.333]",0.22142550025828361
66,10,"(-0.000964, 0.333]",0.07041358290273879
67,10,"(-0.000964, 0.333]",0.00823839799350161
68,10,"(-0.000964, 0.333]",0.00823839799350161
69,10,"(0.333, 0.665]",0.2494444375933463
70,10,"(0.333, 0.665]",0.5298789437780288
71,10,"(-0.000964, 0.333]",0.31304710154031923
72,10,"(-0.000964, 0.333]",0.10044034585459777
73,10,"(-0.000964, 0.333]",0.3103378028559424
74,10,"(-0.000964, 0.333]",0.3313192136564774
75,10,"(-0.000964, 0.333]",0.33152434683180143
76,10,"(-0.000964, 0.333]",0.3179418972527612
77,10,"(-0.000964, 0.333]",0.27215992561709346
78,10,"(-0.000964, 0.333]",0.24647947252537725
79,10,"(-0.000964, 0.333]",0.20280466771132866
80,10,"(-0.000964, 0.333]",0.21375304824347574
81,10,"(-0.000964, 0.333]",0.2561109974882869
82,10,"(-0.000964, 0.333]",0.2766736903954233
83,10,"(-0.000964, 0.333]",0.26362109627585406
84,10,"(-0.000964, 0.333]",0.26294260095754246
85,10,"(0.665, 0.998]",0.0005646332939410208
86,10,"(0.665, 0.998]",0.4432661351442023
87,10,"(0.665, 0.998]",0.42414495407740377
88,10,"(0.665, 0.998]",0.3369237222437536
89,10,"(0.333, 0.665]",0.2435273672814843
90,10,"(-0.000964, 0.333]",0.05551082025009682
91,10,"(-0.000964, 0.333]",0.16827791166692094
92,10,"(-0.000964, 0.333]",0.16827791166692063
93,10,"(0.665, 0.998]",0.04867129827897279
94,10,"(0.665, 0.998]",0.16783218430502025
95,10,"(0.333, 0.665]",0.10390741403951463
96,10,"(-0.000964, 0.333]",0.26081186472818135
97,10,"(-0.000964, 0.333]",0.21004031139055504
98,10,"(-0.000964, 0.333]",0.2570998043024087
99,10,"(-0.000964, 0.333]",0.23789342467197694
100,10,"(-0.000964, 0.333]",0.23789342467197694
101,10,"(0.333, 0.665]",0.050415855715892445
102,10,"(0.333, 0.665]",0.33969291811088126
103,10,"(-0.000964, 0.333]",0.10835314456733512
104,10,"(0.333, 0.665]",0.20384884760867183
105,10,"(-0.000964, 0.333]",0.08770511144503815
106,10,"(-0.000964, 0.333]",0.0
107,10,"(-0.000964, 0.333]",0.061042627424532495
108,10,"(-0.000964, 0.333]",0.012015467109051778
109,10,"(0.333, 0.665]",0.22085155512988325
110,10,"(-0.000964, 0.333]",0.21586819751363437
111,10,"(-0.000964, 0.333]",0.21572606800566643
112,10,"(-0.000964, 0.333]",0.21051988823797352
113,10,"(-0.000964, 0.333]",0.05931622557652023
114,10,"(-0.000964, 0.333]",0.059182826173452614
115,10,"(-0.000964, 0.333]",0.059182826173452614
116,10,"(-0.000964, 0.333]",0.05918282617345294
117,10,"(0.665, 0.998]",0.2981893041973643
118,10,"(0.665, 0.998]",0.07560536738325657
119,10,"(-0.000964, 0.333]",0.14637319391000783
120,10,"(-0.000964, 0.333]",0.36219570244418814
121,10,"(-0.000964, 0.333]",0.2665630303378991
122,10,"(-0.000964, 0.333]",0.3017565544922633
123,10,"(-0.000964, 0.333]",0.4231385770533717
124,10,"(-0.000964, 0.333]",0.4424150035812644
125,10,"(0.333, 0.665]",0.20833619358778968
126,10,"(-0.000964, 0.333]",0.1663207284647129
127,10,"(-0.000964, 0.333]",0.06580539567441027
128,10,"(-0.000964, 0.333]",0.06485316737476395
129,10,"(-0.000964, 0.333]",0.07054572311647157
130,10,"(-0.000964, 0.333]",0.0614911361482253
131,10,"(-0.000964, 0.333]",0.048135425837051216
132,10,"(-0.000964, 0.333]",0.045302423847776906
133,10,"(0.333, 0.665]",0.0011774685577741791
134,10,"(0.333, 0.665]",0.18714983898426948
135,10,"(0.333, 0.665]",0.14481901811057088
136,10,"(0.333, 0.665]",0.02687979133186958
137,10,"(0.333, 0.665]",0.022704486930625423
138,10,"(0.333, 0.665]",0.017137390708378216
139,10,"(0.333, 0.665]",0.08635100087619658
140,10,"(-0.000964, 0.333]",0.0321546653340986
141,10,"(0.665, 0.998]",0.26338817302787043
142,10,"(0.665, 0.998]",0.2648154732800228
143,10,"(0.665, 0.998]",0.26852168117578534
144,10,"(0.665, 0.998]",0.2352116430093859
145,10,"(0.665, 0.998]",0.11945264405673948
146,10,"(-0.000964, 0.333]",0.17095648398416655
147,10,"(-0.000964, 0.333]",0.055046528654082216
148,10,"(-0.000964, 0.333]",0.05504652865408261
149,10,"(-0.000964, 0.333]",0.36911321265201846
150,10,"(-0.000964, 0.333]",0.29533775890062386
151,10,"(-0.000964, 0.333]",0.2420165609120233
152,10,"(0.333, 0.665]",0.3050556014326384
153,10,"(-0.000964, 0.333]",0.11052820570816413
154,10,"(-0.000964, 0.333]",0.13135273935210148
155,10,"(-0.000964, 0.333]",0.15986412348004583
156,10,"(-0.000964, 0.333]",0.1652587703846768
157,10,"(0.333, 0.665]",0.03673761195677328
158,10,"(0.333, 0.665]",0.30822691066951835
159,10,"(0.333, 0.665]",0.23665414544881555
160,10,"(-0.000964, 0.333]",0.20111036734346657
161,10,"(-0.000964, 0.333]",0.05548480905959873
162,10,"(-0.000964, 0.333]",0.250098142850166
163,10,"(-0.000964, 0.333]",0.168284745940984
164,10,"(-0.000964, 0.333]",0.22177240386083125
165,10,"(0.665, 0.998]",0.0510158674761292
166,10,"(0.665, 0.998]",0.004716129799547904
167,10,"(0.665, 0.998]",0.007013619575668479
168,10,"(0.665, 0.998]",0.2686408846215776
169,10,"(-0.000964, 0.333]",0.04215054277493787
170,10,"(-0.000964, 0.333]",0.04380352645183501
171,10,"(-0.000964, 0.333]",0.062918524894684
172,10,"(-0.000964, 0.333]",0.10837113369102519
173,10,"(0.665, 0.998]",0.21196338379521582
174,10,"(0.333, 0.665]",0.06151534994381793
175,10,"(-0.000964, 0.333]",0.3562840621144852
176,10,"(-0.000964, 0.333]",0.2008018287295198
177,10,"(-0.000964, 0.333]",0.2054250148691039
178,10,"(-0.000964, 0.333]",0.22151856995105934
179,10,"(-0.000964, 0.333]",0.2562852856439644
180,10,"(-0.000964, 0.333]",0.26013499891311936
181,10,"(0.665, 0.998]",0.5501941735230039
182,10,"(0.665, 0.998]",0.34515293723932056
183,10,"(0.665, 0.998]",0.19167604560556428
184,10,"(0.665, 0.998]",0.21269115153586313
185,10,"(-0.000964, 0.333]",0.26170136190346494
186,10,"(-0.000964, 0.333]",0.03525195951587192
187,10,"(-0.000964, 0.333]",0.016374877436400707
188,10,"(-0.000964, 0.333]",0.01662381493684431
189,10,"(-0.000964, 0.333]",0.16661779109218133
190,10,"(-0.000964, 0.333]",0.18973782171998924
191,10,"(-0.000964, 0.333]",0.2882577255151431
192,10,"(-0.000964, 0.333]",0.10787761416204616
193,10,"(-0.000964, 0.333]",0.10261653621221052
194,10,"(-0.000964, 0.333]",0.11737946511441799
195,10,"(-0.000964, 0.333]",0.11620751305578055
196,10,"(-0.000964, 0.333]",0.11320354575317206
197,10,"(0.665, 0.998]",0.20392989889130847
198,10,"(0.333, 0.665]",0.2640463571028425
199,10,"(-0.000964, 0.333]",0.2337540315475941
200,10,"(-0.000964, 0.333]",0.002677658864679892
201,10,"(-0.000964, 0.333]",0.0
202,10,"(-0.000964, 0.333]",0.0
203,10,"(-0.000964, 0.333]",0.0
204,10,"(-0.000964, 0.333]",0.0
205,10,"(0.333, 0.665]",0.4190686805154107
206,10,"(0.333, 0.665]",0.40359221139104917
207,10,"(0.333, 0.665]",0.48070019846688283
208,10,"(-0.000964, 0.333]",0.11387951243752427
209,10,"(-0.000964, 0.333]",0.07906873548972095
210,10,"(-0.000964, 0.333]",0.03278320630027729
211,10,"(-0.000964, 0.333]",0.009576420836839293
212,10,"(-0.000964, 0.333]",0.014265577721552835
213,10,"(0.665, 0.998]",0.3711884357662991
214,10,"(0.665, 0.998]",0.3521897412984585
215,10,"(0.665, 0.998]",0.5940832936265207
216,10,"(0.333, 0.665]",0.089556589890687
217,10,"(-0.000964, 0.333]",0.006085743985948457
218,10,"(-0.000964, 0.333]",0.007601503561717876
219,10,"(-0.000964, 0.333]",0.0
220,10,"(-0.000964, 0.333]",0.0
221,10,"(0.333, 0.665]",0.07164328851075966
222,10,"(0.333, 0.665]",0.07041109297280426
223,10,"(0.333, 0.665]",0.07787902405269462
224,10,"(0.333, 0.665]",0.0773983100135333
225,10,"(0.333, 0.665]",0.11169278984542728
226,10,"(0.333, 0.665]",0.11085952239896571
227,10,"(0.333, 0.665]",0.11805311136731443
228,10,"(0.333, 0.665]",0.12111179426762698
229,10,"(0.333, 0.665]",0.026091066650556424
230,10,"(0.333, 0.665]",0.33105217129264725
231,10,"(-0.000964, 0.333]",0.23741061943079556
232,10,"(-0.000964, 0.333]",0.14338483826327558
233,10,"(-0.000964, 0.333]",0.3924657213747915
234,10,"(-0.000964, 0.333]",0.4353824329560133
235,10,"(-0.000964, 0.333]",0.45896900594389406
236,10,"(-0.000964, 0.333]",0.5055868555983597
237,10,"(0.665, 0.998]",0.11399769870730292
238,10,"(0.333, 0.665]",0.04483056469219025
239,10,"(0.333, 0.665]",0.1530966322147696
240,10,"(0.333, 0.665]",0.08245471497350813
241,10,"(0.333, 0.665]",0.20899140901569116
242,10,"(0.333, 0.665]",0.14027062900165121
243,10,"(0.333, 0.665]",0.11812390013226513
244,10,"(-0.000964, 0.333]",0.07199846995081037
245,10,"(0.665, 0.998]",0.32587614849162416
246,10,"(0.665, 0.998]",0.307377428342585
247,10,"(0.333, 0.665]",0.17402741561032917
248,10,"(0.665, 0.998]",0.044958795177705235
249,10,"(0.333, 0.665]",0.2611775914614593
250,10,"(0.333, 0.665]",0.1344217340671475
251,10,"(-0.000964, 0.333]",0.16713554084993215
252,10,"(-0.000964, 0.333]",0.08758009898601367
253,10,"(0.665, 0.998]",0.5690479269157511
254,10,"(0.333, 0.665]",0.4470169370546382
255,10,"(0.333, 0.665]",0.39683642740502445
256,10,"(0.333, 0.665]",0.29428811341004424
257,10,"(0.333, 0.665]",0.15492766333281088
258,10,"(0.333, 0.665]",0.15731520897295737
259,10,"(0.333, 0.665]",0.15155146862855556
260,10,"(0.333, 0.665]",0.15155146862855556
261,10,"(-0.000964, 0.333]",0.3861433078622776
262,10,"(-0.000964, 0.333]",0.1619706551321088
263,10,"(-0.000964, 0.333]",0.5158123279300713
264,10,"(-0.000964, 0.333]",0.09519431187011919
265,10,"(-0.000964, 0.333]",0.05698000115118047
266,10,"(-0.000964, 0.333]",0.014274474835653113
267,10,"(-0.000964, 0.333]",0.013055097188351523
268,10,"(-0.000964, 0.333]",0.02030542809396044
269,10,"(0.333, 0.665]",0.3063388172538954
270,10,"(0.333, 0.665]",0.17755858905501498
271,10,"(0.333, 0.665]",0.04729998441198276
272,10,"(0.333, 0.665]",0.19031826062563192
273,10,"(0.333, 0.665]",0.18970325578369368
274,10,"(0.333, 0.665]",0.16433543474339615
275,10,"(0.333, 0.665]",0.039942881711411
276,10,"(-0.000964, 0.333]",0.04224577044621498
277,10,"(-0.000964, 0.333]",0.2622759120676185
278,10,"(-0.000964, 0.333]",0.19876900211709722
279,10,"(-0.000964, 0.333]",0.06938253389689206
280,10,"(-0.000964, 0.333]",0.11514781813527175
281,10,"(-0.000964, 0.333]",0.3454972536296484
282,10,"(-0.000964, 0.333]",0.1354988807065993
283,10,"(-0.000964, 0.333]",0.13043828885307576
284,10,"(-0.000964, 0.333]",0.15126660411609996
285,10,"(0.665, 0.998]",0.25429236135484107
286,10,"(0.665, 0.998]",0.25699872623557757
287,10,"(0.333, 0.665]",0.22515544960972025
288,10,"(0.333, 0.665]",0.127350745472715
289,10,"(-0.000964, 0.333]",0.36924154768333967
290,10,"(-0.000964, 0.333]",0.2724572614724959
291,10,"(-0.000964, 0.333]",0.29030056134661925
292,10,"(-0.000964, 0.333]",0.2773354519136558
293,10,"(0.665, 0.998]",0.43950986139672904
294,10,"(0.333, 0.665]",0.012710062253313706
295,10,"(-0.000964, 0.333]",0.13798523752446643
296,10,"(-0.000964, 0.333]",0.05128867646230334
297,10,"(-0.000964, 0.333]",0.0633322567111662
298,10,"(-0.000964, 0.333]",0.25228034593021276
299,10,"(-0.000964, 0.333]",0.20584920218362476
300,10,"(-0.000964, 0.333]",0.3768514301302784
301,10,"(0.333, 0.665]",0.271672630104134
302,10,"(0.333, 0.665]",0.25412214161522406
303,10,"(0.333, 0.665]",0.24789582288244566
304,10,"(-0.000964, 0.333]",0.21309384958287786
305,10,"(-0.000964, 0.333]",0.007870614988334596
306,10,"(-0.000964, 0.333]",0.15566392189532371
307,10,"(-0.000964, 0.333]",0.0
308,10,"(-0.000964, 0.333]",0.0
309,10,"(0.333, 0.665]",0.12512996053425443
310,10,"(0.665, 0.998]",0.19831836241769824
311,10,"(0.665, 0.998]",0.1885892489451558
312,10,"(0.333, 0.665]",0.0888789626476211
313,10,"(0.333, 0.665]",0.18926712194058015
314,10,"(-0.000964, 0.333]",0.0
315,10,"(-0.000964, 0.333]",0.0
316,10,"(-0.000964, 0.333]",0.0037928075042741364
317,10,"(-0.000964, 0.333]",0.2350910356537802
318,10,"(-0.000964, 0.333]",0.009871055747630732
319,10,"(-0.000964, 0.333]",0.07081361237727121
320,10,"(-0.000964, 0.333]",0.33803452643867565
321,10,"(-0.000964, 0.333]",0.00175282298158666
322,10,"(-0.000964, 0.333]",0.2174452380925528
323,10,"(-0.000964, 0.333]",0.6930155823910615
324,10,"(-0.000964, 0.333]",0.13064591465323105
325,10,"(-0.000964, 0.333]",0.36763483642818445
326,10,"(-0.000964, 0.333]",0.19885027670008798
327,10,"(-0.000964, 0.333]",0.022738950165000202
328,10,"(-0.000964, 0.333]",0.04194035413368934
329,10,"(-0.000964, 0.333]",0.15302956861815786
330,10,"(-0.000964, 0.333]",0.11457224140860234
331,10,"(-0.000964, 0.333]",0.1622206794254929
332,10,"(-0.000964, 0.333]",0.12903811317644448
333,10,"(-0.000964, 0.333]",0.052609026494714536
334,10,"(-0.000964, 0.333]",0.07359624305754163
335,10,"(-0.000964, 0.333]",0.163966064491198
336,10,"(-0.000964, 0.333]",0.10620839223471094
337,10,"(-0.000964, 0.333]",0.26658420610703215
338,10,"(-0.000964, 0.333]",0.0
339,10,"(-0.000964, 0.333]",0.004514135082467569
340,10,"(-0.000964, 0.333]",0.29390419657557615
341,10,"(0.333, 0.665]",0.008451299905881232
342,10,"(-0.000964, 0.333]",0.09662946183375944
343,10,"(-0.000964, 0.333]",0.04358951142450185
344,10,"(-0.000964, 0.333]",0.07831779077537192
345,10,"(0.333, 0.665]",0.11951643473584123
346,10,"(-0.000964, 0.333]",0.14698429847943922
347,10,"(-0.000964, 0.333]",0.1704530439534037
348,10,"(-0.000964, 0.333]",0.5858586765475803
349,10,"(-0.000964, 0.333]",0.1957711313166869
350,10,"(-0.000964, 0.333]",0.16467635498287622
351,10,"(-0.000964, 0.333]",0.22413045528128803
352,10,"(-0.000964, 0.333]",0.0006771414952879922
353,10,"(-0.000964, 0.333]",0.22035862477869164
354,10,"(-0.000964, 0.333]",0.09411885251395152
355,20,"(0.333, 0.665]",0.16837117628581785
356,20,"(-0.000964, 0.333]",0.23245527735584615
357,20,"(0.665, 0.998]",0.10760098572288469
358,20,"(0.665, 0.998]",0.0008801391432896557
359,20,"(0.665, 0.998]",0.495674627934758
360,20,"(0.665, 0.998]",0.35435996763168753
361,20,"(0.333, 0.665]",0.3727966255485922
362,20,"(0.333, 0.665]",0.0
363,20,"(0.333, 0.665]",0.13962012209318792
364,20,"(0.665, 0.998]",0.05852191136076787
365,20,"(0.665, 0.998]",0.10327465959720185
366,20,"(0.665, 0.998]",0.11307807620736292
367,20,"(0.665, 0.998]",0.31477017705900334
368,20,"(0.665, 0.998]",0.0
369,20,"(0.333, 0.665]",0.26941022969404027
370,20,"(0.333, 0.665]",0.1426875827094964
371,20,"(0.665, 0.998]",0.00019729014379613958
372,20,"(0.665, 0.998]",0.03146144857645758
373,20,"(0.333, 0.665]",0.43270665376057327
374,20,"(0.665, 0.998]",0.051468598470742866
375,20,"(0.665, 0.998]",0.25644863259387385
376,20,"(0.665, 0.998]",0.4242995088590795
377,20,"(0.665, 0.998]",0.4698906253008073
378,20,"(0.333, 0.665]",0.29224588804538076
379,20,"(0.333, 0.665]",0.4092865853814047
380,20,"(0.665, 0.998]",0.0873058117910859
381,20,"(0.665, 0.998]",0.495674627934758
382,20,"(0.333, 0.665]",0.3727966255485922
383,20,"(0.665, 0.998]",0.22225009904416837
384,20,"(0.665, 0.998]",0.3036587548606845
385,20,"(0.333, 0.665]",0.29224588804538076
386,20,"(0.333, 0.665]",0.0009582706220552776
387,20,"(0.333, 0.665]",0.0
388,20,"(0.665, 0.998]",0.0038838957419488197
389,20,"(0.665, 0.998]",0.00140527092807531
390,20,"(0.665, 0.998]",0.5698730256717661
391,20,"(0.333, 0.665]",0.0
392,20,"(0.665, 0.998]",0.111258254191796
393,20,"(0.665, 0.998]",0.1392525838206716
394,20,"(0.333, 0.665]",0.13765173041465822
395,20,"(0.665, 0.998]",0.12033988112567512
396,20,"(0.333, 0.665]",0.09660012047741715
397,20,"(0.665, 0.998]",0.4255042786729764
398,20,"(0.665, 0.998]",0.3313133496885835
399,20,"(0.333, 0.665]",0.1405351842363279
400,20,"(-0.000964, 0.333]",0.061246933095818155
401,20,"(-0.000964, 0.333]",0.13702699560361506
402,20,"(-0.000964, 0.333]",0.1925793933389344
403,20,"(-0.000964, 0.333]",0.010941101099199645
404,20,"(-0.000964, 0.333]",0.0431898091656737
405,20,"(-0.000964, 0.333]",0.008832671390734416
406,20,"(-0.000964, 0.333]",0.0027540782970752013
407,20,"(-0.000964, 0.333]",0.0027540782970752013
408,20,"(0.665, 0.998]",0.15193353943291615
409,20,"(0.665, 0.998]",0.22726160506848653
410,20,"(0.333, 0.665]",0.0
411,20,"(0.665, 0.998]",0.005211105092893723
412,20,"(-0.000964, 0.333]",0.0
413,20,"(-0.000964, 0.333]",0.048408909528922246
414,20,"(-0.000964, 0.333]",0.07020008963598408
415,20,"(-0.000964, 0.333]",0.06510350089928954
416,20,"(0.665, 0.998]",0.002678134328551215
417,20,"(0.665, 0.998]",0.07506212689795784
418,20,"(0.665, 0.998]",0.13628282476148154
419,20,"(-0.000964, 0.333]",0.16445648474226077
420,20,"(-0.000964, 0.333]",0.2190478542781546
421,20,"(-0.000964, 0.333]",0.05906945286149455
422,20,"(-0.000964, 0.333]",0.0001548327534048508
423,20,"(-0.000964, 0.333]",0.0001548327534048508
424,20,"(0.333, 0.665]",0.2494444375933463
425,20,"(0.333, 0.665]",0.41614747712345934
426,20,"(-0.000964, 0.333]",0.26513194130333734
427,20,"(-0.000964, 0.333]",0.06663478622530206
428,20,"(-0.000964, 0.333]",0.26512329335102847
429,20,"(-0.000964, 0.333]",0.14252097640844344
430,20,"(-0.000964, 0.333]",0.15018355695010968
431,20,"(-0.000964, 0.333]",0.16075714624409634
432,20,"(-0.000964, 0.333]",0.00014527846116660966
433,20,"(-0.000964, 0.333]",0.02345044199539626
434,20,"(-0.000964, 0.333]",0.20280466771132866
435,20,"(-0.000964, 0.333]",0.21375304824347574
436,20,"(-0.000964, 0.333]",0.2561109974882869
437,20,"(-0.000964, 0.333]",0.2766736903954233
438,20,"(-0.000964, 0.333]",0.26362109627585406
439,20,"(-0.000964, 0.333]",0.26294260095754246
440,20,"(0.665, 0.998]",0.0005646332939410208
441,20,"(0.665, 0.998]",0.4176629680728574
442,20,"(0.665, 0.998]",0.12578392803645846
443,20,"(0.665, 0.998]",0.10904428997083875
444,20,"(0.333, 0.665]",0.0
445,20,"(-0.000964, 0.333]",0.0
446,20,"(-0.000964, 0.333]",0.07551471421105767
447,20,"(-0.000964, 0.333]",0.07551471421105686
448,20,"(0.665, 0.998]",0.047889957877006784
449,20,"(0.665, 0.998]",0.11501150859955987
450,20,"(0.333, 0.665]",0.04892241925383604
451,20,"(-0.000964, 0.333]",0.011434857477720111
452,20,"(-0.000964, 0.333]",0.038967774116958794
453,20,"(-0.000964, 0.333]",0.0036855196403722703
454,20,"(-0.000964, 0.333]",0.13912926660425617
455,20,"(-0.000964, 0.333]",0.13912926660425617
456,20,"(0.333, 0.665]",0.030267059981688237
457,20,"(0.333, 0.665]",0.33969291811088126
458,20,"(-0.000964, 0.333]",0.059062618965381494
459,20,"(0.333, 0.665]",0.20319329664270394
460,20,"(-0.000964, 0.333]",0.08770511144503815
461,20,"(-0.000964, 0.333]",0.0
462,20,"(-0.000964, 0.333]",0.061042627424532495
463,20,"(-0.000964, 0.333]",0.012015467109051778
464,20,"(0.333, 0.665]",0.17907041732802773
465,20,"(-0.000964, 0.333]",0.19813435910918603
466,20,"(-0.000964, 0.333]",0.21572606800566643
467,20,"(-0.000964, 0.333]",0.2084793894521938
468,20,"(-0.000964, 0.333]",0.03305501203951818
469,20,"(-0.000964, 0.333]",0.02936072408563091
470,20,"(-0.000964, 0.333]",0.029360724085631167
471,20,"(-0.000964, 0.333]",0.029360724085631503
472,20,"(0.665, 0.998]",0.298165832048656
473,20,"(0.665, 0.998]",0.07560536738325657
474,20,"(-0.000964, 0.333]",0.019937574904268084
475,20,"(-0.000964, 0.333]",0.006976307990601459
476,20,"(-0.000964, 0.333]",0.1773620355584017
477,20,"(-0.000964, 0.333]",0.18278481871397412
478,20,"(-0.000964, 0.333]",0.2435192427462762
479,20,"(-0.000964, 0.333]",0.22255882514804315
480,20,"(0.333, 0.665]",0.1330445317923178
481,20,"(-0.000964, 0.333]",0.02565983518750001
482,20,"(-0.000964, 0.333]",0.06580539567441027
483,20,"(-0.000964, 0.333]",0.06485316737476395
484,20,"(-0.000964, 0.333]",0.07054572311647157
485,20,"(-0.000964, 0.333]",0.0614911361482253
486,20,"(-0.000964, 0.333]",0.048135425837051216
487,20,"(-0.000964, 0.333]",0.045302423847776906
488,20,"(0.333, 0.665]",0.0011774685577741791
489,20,"(0.333, 0.665]",0.18408214264568393
490,20,"(0.333, 0.665]",0.14481626227465277
491,20,"(0.333, 0.665]",0.0015937036435212477
492,20,"(0.333, 0.665]",0.022704486930625423
493,20,"(0.333, 0.665]",0.017137390708378216
494,20,"(0.333, 0.665]",0.05489882863865262
495,20,"(-0.000964, 0.333]",0.014797334652160227
496,20,"(0.665, 0.998]",0.07945720648166682
497,20,"(0.665, 0.998]",0.06360704633906955
498,20,"(0.665, 0.998]",0.09215450435780126
499,20,"(0.665, 0.998]",0.07440159589772066
500,20,"(0.665, 0.998]",0.048855439127593915
501,20,"(-0.000964, 0.333]",0.1551113891354925
502,20,"(-0.000964, 0.333]",0.039257414476046096
503,20,"(-0.000964, 0.333]",0.03925741447604548
504,20,"(-0.000964, 0.333]",0.36911163505292727
505,20,"(-0.000964, 0.333]",0.29480649142458343
506,20,"(-0.000964, 0.333]",0.03026626909769633
507,20,"(0.333, 0.665]",0.13857457749648402
508,20,"(-0.000964, 0.333]",0.02011768466425785
509,20,"(-0.000964, 0.333]",0.00974659398154889
510,20,"(-0.000964, 0.333]",0.009100438594254329
511,20,"(-0.000964, 0.333]",0.008230919083266793
512,20,"(0.333, 0.665]",0.03673761195677328
513,20,"(0.333, 0.665]",0.30822691066951835
514,20,"(0.333, 0.665]",0.23665414544881555
515,20,"(-0.000964, 0.333]",0.19136970713828003
516,20,"(-0.000964, 0.333]",0.05548480905959873
517,20,"(-0.000964, 0.333]",0.01697404667884803
518,20,"(-0.000964, 0.333]",0.020635624997151016
519,20,"(-0.000964, 0.333]",0.0013255703725352595
520,20,"(0.665, 0.998]",0.02011031923309151
521,20,"(0.665, 0.998]",0.004716129799547904
522,20,"(0.665, 0.998]",0.0019156629246756603
523,20,"(0.665, 0.998]",0.2686408846215776
524,20,"(-0.000964, 0.333]",0.04215054277493787
525,20,"(-0.000964, 0.333]",0.04380352645183501
526,20,"(-0.000964, 0.333]",0.062918524894684
527,20,"(-0.000964, 0.333]",0.10837113369102519
528,20,"(0.665, 0.998]",0.21196338379521582
529,20,"(0.333, 0.665]",0.035968310657829745
530,20,"(-0.000964, 0.333]",0.15818963433829836
531,20,"(-0.000964, 0.333]",0.12504208306883274
532,20,"(-0.000964, 0.333]",0.1584315239596358
533,20,"(-0.000964, 0.333]",0.17217262225980864
534,20,"(-0.000964, 0.333]",0.16324910846765484
535,20,"(-0.000964, 0.333]",0.17007082154053327
536,20,"(0.665, 0.998]",0.3828761399017711
537,20,"(0.665, 0.998]",0.34515293723932056
538,20,"(0.665, 0.998]",0.19167604560556428
539,20,"(0.665, 0.998]",0.21269115153586313
