,treewidth,variable,value,n
160,2.0,error_r_10,0.021770408662303318,10
161,,error_r_10,0.10971391770327582,10
162,,error_r_10,0.07269287560479766,10
163,,error_r_10,0.12429217384563244,10
164,,error_r_10,0.14128129086215388,10
165,,error_r_10,0.053000525045677746,10
166,,error_r_10,0.17082207253279558,10
167,,error_r_10,0.21275414364209252,10
168,,error_r_10,0.1999646558304061,10
169,2.0,error_r_10,0.0,10
170,2.0,error_r_10,0.007011215602508415,10
171,2.0,error_r_10,1.741417795231643e-08,10
172,2.0,error_r_10,0.0012359894057143593,10
173,2.0,error_r_10,0.053100587519140034,10
174,2.0,error_r_10,0.053100587519140034,10
175,2.0,error_r_10,0.052594447148612805,10
176,2.0,error_r_10,0.052594447148612805,10
177,3.0,error_r_10,0.12514354843009387,10
178,3.0,error_r_10,0.05684297631632947,10
179,3.0,error_r_10,0.06837269038563236,10
180,3.0,error_r_10,0.08001029519560582,10
181,3.0,error_r_10,0.0175502184274641,10
182,3.0,error_r_10,0.0874587977554234,10
183,3.0,error_r_10,0.007897465320038344,10
184,3.0,error_r_10,0.011459469954757006,10
185,2.0,error_r_10,0.2770248334379306,10
186,2.0,error_r_10,0.15973831368749047,10
187,2.0,error_r_10,0.03572393888784169,10
188,2.0,error_r_10,0.10917036530169001,10
189,2.0,error_r_10,0.1522006953442532,10
190,2.0,error_r_10,0.020433667972645408,10
191,2.0,error_r_10,7.967526310606681e-05,10
192,2.0,error_r_10,7.967526311007904e-05,10
193,2.0,error_r_10,0.37156248745433257,10
194,2.0,error_r_10,0.092448485503755,10
195,2.0,error_r_10,0.03865802491248265,10
196,2.0,error_r_10,0.12663199444556722,10
197,2.0,error_r_10,0.3015961222900664,10
198,2.0,error_r_10,0.010840337394734553,10
199,2.0,error_r_10,0.038736398704923306,10
200,2.0,error_r_10,0.038758786100826365,10
201,3.0,error_r_10,0.19273018073551923,10
202,3.0,error_r_10,0.04158429776343331,10
203,3.0,error_r_10,0.12172328254602743,10
204,3.0,error_r_10,0.14822813454690945,10
205,3.0,error_r_10,0.21362922998640343,10
206,3.0,error_r_10,0.1777742150695808,10
207,3.0,error_r_10,0.05718278812762949,10
208,3.0,error_r_10,0.056911452765646756,10
209,3.0,error_r_10,0.0042508874171061205,10
210,3.0,error_r_10,0.09109561593900496,10
211,3.0,error_r_10,0.21817980909033666,10
212,3.0,error_r_10,0.15366914248445507,10
213,3.0,error_r_10,0.08201061008509805,10
214,3.0,error_r_10,0.05556253580822467,10
215,3.0,error_r_10,0.04916946828434167,10
216,3.0,error_r_10,0.04752390891230528,10
217,2.0,error_r_10,0.5312943726258739,10
218,2.0,error_r_10,0.5750392355247432,10
219,2.0,error_r_10,0.06654179095572132,10
220,2.0,error_r_10,0.13302800689610497,10
221,2.0,error_r_10,0.13302800689610497,10
222,2.0,error_r_10,0.13302800689610497,10
223,2.0,error_r_10,0.11956362095386316,10
224,2.0,error_r_10,0.11956362095386326,10
225,3.0,error_r_10,0.5124696130950003,10
226,3.0,error_r_10,0.5616591804856426,10
227,3.0,error_r_10,0.047410768830601906,10
228,3.0,error_r_10,0.6340979381571052,10
229,3.0,error_r_10,0.6422018904743643,10
230,3.0,error_r_10,0.6422018904743643,10
231,3.0,error_r_10,0.09728028815162615,10
232,3.0,error_r_10,0.0974089501077178,10
233,3.0,error_r_10,0.055781916097875285,10
234,2.0,error_r_10,0.0026139402860318353,10
235,2.0,error_r_10,0.4625876151760746,10
236,3.0,error_r_10,0.0035474879365771424,10
237,2.0,error_r_10,0.12857008946406423,10
238,2.0,error_r_10,0.0357751840461085,10
239,2.0,error_r_10,0.004492556745236135,10
240,2.0,error_r_10,0.13797783527715932,10
241,3.0,error_r_10,0.48471317238379935,10
242,2.0,error_r_10,0.08424186967457475,10
243,3.0,error_r_10,0.033632078817244074,10
244,2.0,error_r_10,0.0012622954469279396,10
245,2.0,error_r_10,0.11510003053486781,10
246,2.0,error_r_10,0.017705201235119487,10
247,2.0,error_r_10,0.0,10
248,2.0,error_r_10,0.18802539655758502,10
249,2.0,error_r_10,0.1277595346761357,10
250,3.0,error_r_10,0.17590447647363766,10
251,3.0,error_r_10,0.0,10
252,3.0,error_r_10,0.029043340198165138,10
253,2.0,error_r_10,0.060730772785358926,10
254,,error_r_10,0.10648172704833599,10
255,2.0,error_r_10,0.06501047060854749,10
256,2.0,error_r_10,0.17568530781281747,10
257,3.0,error_r_10,0.024652334209724326,10
258,2.0,error_r_10,0.2517001252111764,10
259,2.0,error_r_10,0.004759827947643525,10
260,2.0,error_r_10,0.3374900336519987,10
261,3.0,error_r_10,0.03901584340856651,10
262,3.0,error_r_10,0.09192905744727664,10
263,2.0,error_r_10,0.20057057444484805,10
264,3.0,error_r_10,0.5755404123550508,10
265,2.0,error_r_10,0.00037039063958155575,10
266,2.0,error_r_10,0.23211554845722696,10
267,3.0,error_r_20,4.9592118339486053e-05,20
268,2.0,error_r_20,0.0005544834838380053,20
269,2.0,error_r_20,0.05353110868380581,20
270,3.0,error_r_20,0.00011444155227547581,20
271,2.0,error_r_20,0.001913365044326933,20
272,2.0,error_r_20,0.002346344986861704,20
273,2.0,error_r_20,0.19981607839710186,20
274,2.0,error_r_20,0.34479117163882433,20
275,3.0,error_r_20,0.13162101412298366,20
276,2.0,error_r_20,0.0400891098205253,20
277,2.0,error_r_20,0.006888834663900477,20
278,2.0,error_r_20,0.03835731664089893,20
279,3.0,error_r_20,0.0,20
280,2.0,error_r_20,0.11992007227715991,20
281,2.0,error_r_20,0.030322733561903938,20
282,2.0,error_r_20,7.624955094839351e-06,20
283,2.0,error_r_20,0.322664886575638,20
284,2.0,error_r_20,0.0011057372803063427,20
285,,error_r_20,0.16269568168139723,20
286,2.0,error_r_20,0.034524973389140394,20
287,2.0,error_r_20,0.0,20
288,3.0,error_r_20,0.00896357571384557,20
289,3.0,error_r_20,0.014788575022627199,20
290,3.0,error_r_20,0.07773702611281423,20
291,2.0,error_r_20,0.0008421754262554347,20
292,,error_r_20,0.1976980691266014,20
293,2.0,error_r_20,0.011296194877622696,20
294,2.0,error_r_20,0.00016520199145083324,20
295,2.0,error_r_20,0.02542049798138764,20
296,3.0,error_r_20,0.05027625120744869,20
297,2.0,error_r_20,0.0033829748050838663,20
298,2.0,error_r_20,0.09920859178343666,20
299,2.0,error_r_20,0.27228081807783305,20
300,3.0,error_r_20,0.01229065977423899,20
301,3.0,error_r_20,0.0015322104469234516,20
302,2.0,error_r_20,0.030400610211153378,20
303,3.0,error_r_20,0.21742244700635108,20
304,2.0,error_r_20,0.19713590504109924,20
305,2.0,error_r_20,0.45563514083202056,20
306,3.0,error_r_20,0.033632271609354794,20
307,2.0,error_r_20,0.03024263651852661,20
308,2.0,error_r_20,0.04309894814355219,20
309,2.0,error_r_20,7.04593069714135e-05,20
310,2.0,error_r_20,0.0,20
311,2.0,error_r_20,0.01687063425768374,20
312,2.0,error_r_20,0.14789097193212833,20
313,2.0,error_r_20,0.0,20
314,2.0,error_r_20,0.0,20
315,2.0,error_r_20,0.00032982205132999956,20
316,3.0,error_r_20,0.003638771881810729,20
317,3.0,error_r_20,0.04740034052733804,20
318,3.0,error_r_20,0.10831626765028694,20
319,3.0,error_r_20,0.04375301038545539,20
320,3.0,error_r_20,0.12075063194242418,20
321,3.0,error_r_20,0.11877149344925492,20
322,3.0,error_r_20,0.0723647753524176,20
323,3.0,error_r_20,0.06350670804562256,20
324,2.0,error_r_20,0.004908437090560844,20
325,2.0,error_r_20,0.006710434112056786,20
326,2.0,error_r_20,0.003081202534179124,20
327,2.0,error_r_20,0.017663733741224586,20
328,2.0,error_r_20,0.051150367174460566,20
329,2.0,error_r_20,0.051150367174460566,20
330,2.0,error_r_20,0.08216735527554656,20
331,2.0,error_r_20,0.12929521226693164,20
332,2.0,error_r_20,0.028723273484809297,20
333,2.0,error_r_20,0.06109811717809865,20
334,2.0,error_r_20,0.010108262474802957,20
335,2.0,error_r_20,0.03930677912012418,20
336,2.0,error_r_20,0.08029466391364856,20
337,2.0,error_r_20,0.0770662390283743,20
338,2.0,error_r_20,0.036501991080990406,20
339,2.0,error_r_20,0.036501991080990406,20
340,2.0,error_r_20,0.25770386426014175,20
341,2.0,error_r_20,0.1344354709087213,20
342,2.0,error_r_20,0.13288775145816845,20
343,2.0,error_r_20,0.0021722652844240737,20
344,2.0,error_r_20,0.0021722652844240737,20
345,2.0,error_r_20,0.004228966358038118,20
346,2.0,error_r_20,0.0005430361090335288,20
347,2.0,error_r_20,0.0005430361090335288,20
348,2.0,error_r_20,0.31108924913095504,20
349,2.0,error_r_20,0.3703682491203934,20
350,2.0,error_r_20,3.176843308193592e-09,20
351,2.0,error_r_20,0.12903557210591357,20
352,2.0,error_r_20,0.0770789480770232,20
353,2.0,error_r_20,0.03696746774304322,20
354,2.0,error_r_20,0.010339703799255084,20
355,2.0,error_r_20,0.013340089799456762,20
356,2.0,error_r_20,0.0001742820291438688,20
357,2.0,error_r_20,0.02634254542133144,20
358,2.0,error_r_20,0.0014975748379212348,20
359,2.0,error_r_20,0.05939310062530437,20
360,2.0,error_r_20,0.05939310062530437,20
361,2.0,error_r_20,0.05939310062530437,20
362,2.0,error_r_20,0.06619491649267127,20
363,2.0,error_r_20,0.06619491649267127,20
364,2.0,error_r_20,0.042813240521018,20
365,2.0,error_r_20,0.000922568713908345,20
366,2.0,error_r_20,0.010978043705979204,20
367,2.0,error_r_20,0.06754632926537453,20
368,2.0,error_r_20,0.01007394581507114,20
369,2.0,error_r_20,0.0003956078632835778,20
370,2.0,error_r_20,0.0003956078632835778,20
371,2.0,error_r_20,0.0003956078632835778,20
372,2.0,error_r_20,0.1451307330805033,20
373,2.0,error_r_20,0.04632831066299045,20
374,2.0,error_r_20,0.019548204213668215,20
375,2.0,error_r_20,0.0,20
376,2.0,error_r_20,0.01713675679509242,20
377,2.0,error_r_20,0.02412581488114927,20
378,2.0,error_r_20,0.023878681062985366,20
379,2.0,error_r_20,0.023254482996341398,20
380,2.0,error_r_20,1.21735344694561e-05,20
381,2.0,error_r_20,1.2016249228559353e-05,20
382,2.0,error_r_20,1.0330809590434993e-06,20
383,2.0,error_r_20,6.912606978943268e-05,20
384,2.0,error_r_20,0.006984332089574737,20
385,2.0,error_r_20,0.0051760507642650885,20
386,2.0,error_r_20,0.0014274369620323783,20
387,2.0,error_r_20,0.0013208227507588435,20
388,2.0,error_r_20,0.14402003275714623,20
389,2.0,error_r_20,0.0020722299545664264,20
390,2.0,error_r_20,0.0,20
391,2.0,error_r_20,0.05452324857786339,20
392,2.0,error_r_20,0.09763708944972789,20
393,2.0,error_r_20,0.02204186523817291,20
394,2.0,error_r_20,0.05432834677564408,20
395,2.0,error_r_20,0.05436601861887871,20
396,2.0,error_r_20,0.10557636588731775,20
397,2.0,error_r_20,0.09889606574789139,20
398,2.0,error_r_20,0.008294908104582695,20
399,2.0,error_r_20,0.020501270663007214,20
400,2.0,error_r_20,0.14982597784654822,20
401,2.0,error_r_20,0.15204975147835337,20
402,2.0,error_r_20,0.1592374417114315,20
403,2.0,error_r_20,0.1508418716906289,20
404,2.0,error_r_20,0.11999336825489022,20
405,2.0,error_r_20,0.07945097297398203,20
406,2.0,error_r_20,0.03597386913807142,20
407,2.0,error_r_20,0.13360539187906253,20
408,2.0,error_r_20,0.01891527284593262,20
409,2.0,error_r_20,0.01987207275810874,20
410,2.0,error_r_20,0.019683886459275993,20
411,2.0,error_r_20,0.019690418593288336,20
412,3.0,error_r_20,0.005226779656725991,20
413,3.0,error_r_20,0.41141428623925647,20
414,3.0,error_r_20,0.03865307241404464,20
415,3.0,error_r_20,0.006530564746184731,20
416,3.0,error_r_20,0.012609481195736011,20
417,3.0,error_r_20,0.0,20
418,3.0,error_r_20,0.0017996855727221406,20
419,3.0,error_r_20,0.0017963939661857318,20
420,2.0,error_r_20,0.0004188490752673669,20
421,2.0,error_r_20,0.0004188490752673669,20
422,2.0,error_r_20,0.0,20
423,2.0,error_r_20,0.0,20
424,2.0,error_r_20,0.0,20
425,2.0,error_r_20,0.010490076263428667,20
426,2.0,error_r_20,0.0059014298622852256,20
427,2.0,error_r_20,0.006911443765156896,20
428,,error_r_20,0.10834389456271545,20
429,,error_r_20,0.07269287560479766,20
430,,error_r_20,0.12429217384563244,20
431,,error_r_20,0.11301134424252854,20
432,,error_r_20,0.053000525045677746,20
433,,error_r_20,0.13766874353863026,20
434,,error_r_20,0.20664536150725202,20
435,,error_r_20,0.17175358881099684,20
436,2.0,error_r_20,0.0,20
437,2.0,error_r_20,0.007011215602508415,20
438,2.0,error_r_20,1.741417795231643e-08,20
439,2.0,error_r_20,0.0012359894057143593,20
440,2.0,error_r_20,0.053100587519140034,20
441,2.0,error_r_20,0.053100587519140034,20
442,2.0,error_r_20,0.052594447148612805,20
443,2.0,error_r_20,0.052594447148612805,20
444,3.0,error_r_20,0.12420163945538319,20
445,3.0,error_r_20,0.05470948761334982,20
446,3.0,error_r_20,0.06789959891143924,20
447,3.0,error_r_20,0.08001029519560582,20
448,3.0,error_r_20,0.006033366962616092,20
449,3.0,error_r_20,0.0026112192493130877,20
450,3.0,error_r_20,0.0063216049072168925,20
451,3.0,error_r_20,0.009248445990278433,20
452,2.0,error_r_20,0.2770248334379306,20
453,2.0,error_r_20,0.15973831368749047,20
454,2.0,error_r_20,0.03572393888784169,20
455,2.0,error_r_20,0.10917036530169001,20
456,2.0,error_r_20,0.07336286673011394,20
457,2.0,error_r_20,0.020433667972645408,20
458,2.0,error_r_20,7.967526310606681e-05,20
459,2.0,error_r_20,7.967526311007904e-05,20
460,2.0,error_r_20,0.37156248745433257,20
461,2.0,error_r_20,0.09067827249894996,20
462,2.0,error_r_20,0.01339822837114905,20
463,2.0,error_r_20,0.08996729790365468,20
464,2.0,error_r_20,0.3015961222900664,20
465,2.0,error_r_20,0.010793258088054055,20
466,2.0,error_r_20,0.03873622356096596,20
467,2.0,error_r_20,0.038758612463321226,20
468,3.0,error_r_20,0.035515087081016916,20
469,3.0,error_r_20,0.014149945670329633,20
470,3.0,error_r_20,0.03804858924302102,20
471,3.0,error_r_20,0.07488983268077197,20
472,3.0,error_r_20,0.1796198620666176,20
473,3.0,error_r_20,0.16750546811692926,20
474,3.0,error_r_20,0.016404991340523898,20
475,3.0,error_r_20,0.0165463177541226,20
476,3.0,error_r_20,0.0042508874171061205,20
477,3.0,error_r_20,0.09109561593900496,20
478,3.0,error_r_20,0.17774647624984702,20
479,3.0,error_r_20,0.1182598742288013,20
480,3.0,error_r_20,0.07075710580710068,20
481,3.0,error_r_20,0.05556253580822467,20
482,3.0,error_r_20,0.04916946828434167,20
483,3.0,error_r_20,0.04752390891230528,20
484,2.0,error_r_20,0.024332725320583243,20
485,2.0,error_r_20,0.019536080388477498,20
486,2.0,error_r_20,0.0,20
487,2.0,error_r_20,0.0,20
488,2.0,error_r_20,0.0,20
489,2.0,error_r_20,0.0,20
490,2.0,error_r_20,0.0,20
491,2.0,error_r_20,0.0,20
492,3.0,error_r_20,0.48770947618929367,20
493,3.0,error_r_20,0.5454855632138335,20
494,3.0,error_r_20,0.0017569281732108585,20
495,3.0,error_r_20,0.6340111192929014,20
496,3.0,error_r_20,0.6422018904743643,20
497,3.0,error_r_20,0.6422018904743643,20
498,3.0,error_r_20,0.09728028815162615,20
499,3.0,error_r_20,0.0974089501077178,20
500,3.0,error_r_20,0.0,20
501,2.0,error_r_20,0.0011570881611308549,20
502,2.0,error_r_20,0.07875757005242584,20
503,3.0,error_r_20,0.00046793020787261417,20
504,2.0,error_r_20,0.12857008946406423,20
505,2.0,error_r_20,0.0014494865723428734,20
506,2.0,error_r_20,0.0034224144926076707,20
507,2.0,error_r_20,0.032188835973834394,20
508,3.0,error_r_20,0.48179835067511223,20
509,2.0,error_r_20,0.08424186967457475,20
510,3.0,error_r_20,0.014705894129063547,20
511,2.0,error_r_20,0.00033732417489180705,20
512,2.0,error_r_20,0.011051863324860568,20
513,2.0,error_r_20,0.01081755786763946,20
514,2.0,error_r_20,0.0,20
515,2.0,error_r_20,0.18080222589764158,20
516,2.0,error_r_20,0.013193516082328886,20
517,3.0,error_r_20,0.17590447647363766,20
518,3.0,error_r_20,0.0,20
519,3.0,error_r_20,0.0,20
520,2.0,error_r_20,0.0,20
521,,error_r_20,0.0,20
522,2.0,error_r_20,0.06501047060854749,20
523,2.0,error_r_20,0.17568530781281747,20
524,3.0,error_r_20,0.0011448995957489996,20
525,2.0,error_r_20,0.24897780264088856,20
526,2.0,error_r_20,0.004759827947643525,20
527,2.0,error_r_20,5.7978152100778315e-05,20
528,3.0,error_r_20,0.0003438040284059403,20
529,3.0,error_r_20,0.04931684581449105,20
530,2.0,error_r_20,0.005662418450286802,20
531,3.0,error_r_20,0.16793836872726225,20
532,2.0,error_r_20,0.00037039063958155575,20
533,2.0,error_r_20,0.1750188427931397,20
534,3.0,error_r_30,4.9592118339486053e-05,30
535,2.0,error_r_30,0.0005544834838380053,30
536,2.0,error_r_30,0.0,30
537,3.0,error_r_30,0.00011444155227547581,30
538,2.0,error_r_30,0.001913365044326933,30
539,2.0,error_r_30,0.002346175234714837,30
540,2.0,error_r_30,0.19981607839710186,30
541,2.0,error_r_30,0.34479117163882433,30
542,3.0,error_r_30,0.13156184261342524,30
543,2.0,error_r_30,0.0400891098205253,30
544,2.0,error_r_30,0.0,30
545,2.0,error_r_30,0.0,30
546,3.0,error_r_30,0.0,30
547,2.0,error_r_30,0.015147258194080783,30
548,2.0,error_r_30,0.030317965433653567,30
549,2.0,error_r_30,0.0,30
550,2.0,error_r_30,0.10806795290228643,30
551,2.0,error_r_30,0.0011057372803063427,30
552,,error_r_30,0.16269568168139723,30
553,2.0,error_r_30,0.00016273353976952742,30
554,2.0,error_r_30,0.0,30
555,3.0,error_r_30,0.00896357571384557,30
556,3.0,error_r_30,0.014788575022627199,30
557,3.0,error_r_30,0.07773702611281423,30
558,2.0,error_r_30,0.0008421754262554347,30
559,,error_r_30,0.1976980691266014,30
560,2.0,error_r_30,0.011296194877622696,30
561,2.0,error_r_30,0.00016520199145083324,30
562,2.0,error_r_30,0.0254197657001091,30
563,3.0,error_r_30,0.0005074337421521149,30
564,2.0,error_r_30,0.0033829748050838663,30
565,2.0,error_r_30,0.09920859178343666,30
566,2.0,error_r_30,0.185984372488961,30
567,3.0,error_r_30,0.012108610226036827,30
568,3.0,error_r_30,0.0015322104469234516,30
569,2.0,error_r_30,0.030400610211153378,30
570,3.0,error_r_30,0.0,30
571,2.0,error_r_30,2.6781704874236456e-05,30
572,2.0,error_r_30,0.16672355497022656,30
573,3.0,error_r_30,0.0027717617594298334,30
574,2.0,error_r_30,0.03015566276058856,30
575,2.0,error_r_30,0.02568681170799784,30
576,2.0,error_r_30,0.0,30
577,2.0,error_r_30,0.0,30
578,2.0,error_r_30,0.01687063425768374,30
579,2.0,error_r_30,0.14789097193212833,30
580,2.0,error_r_30,0.0,30
581,2.0,error_r_30,0.0,30
582,2.0,error_r_30,0.00032982205132999956,30
583,3.0,error_r_30,0.003638771881810729,30
584,3.0,error_r_30,0.006326058268633573,30
585,3.0,error_r_30,0.0090238291063056,30
586,3.0,error_r_30,0.01666592965024191,30
587,3.0,error_r_30,0.11899189498731809,30
588,3.0,error_r_30,0.10919805513327835,30
589,3.0,error_r_30,0.0723647753524176,30
590,3.0,error_r_30,0.06350670804562256,30
591,2.0,error_r_30,0.004908437090560844,30
592,2.0,error_r_30,0.006710434112056786,30
593,2.0,error_r_30,0.0012637829584446342,30
594,2.0,error_r_30,0.013558254178354202,30
595,2.0,error_r_30,0.014343128312652637,30
596,2.0,error_r_30,0.014343128312652637,30
597,2.0,error_r_30,0.001848487863929694,30
598,2.0,error_r_30,0.0025181374433564463,30
599,2.0,error_r_30,0.028723258835390942,30
600,2.0,error_r_30,0.03679793075486586,30
601,2.0,error_r_30,0.010105443900528375,30
602,2.0,error_r_30,0.03499590611117109,30
603,2.0,error_r_30,0.07549461535591247,30
604,2.0,error_r_30,0.0770662390283743,30
605,2.0,error_r_30,0.036501991080990406,30
606,2.0,error_r_30,0.036501991080990406,30
607,2.0,error_r_30,0.25770386426014175,30
608,2.0,error_r_30,0.1344332949823465,30
609,2.0,error_r_30,0.13288775145816845,30
610,2.0,error_r_30,0.0021722652844240737,30
611,2.0,error_r_30,0.0021722652844240737,30
612,2.0,error_r_30,0.004228966358038118,30
613,2.0,error_r_30,0.0005430361090335288,30
