,treewidth,n,value
143,3.0,20,0.22255882514804315
144,2.0,20,0.26941022969404027
145,2.0,20,0.1330445317923178
146,2.0,20,0.02565983518750001
147,2.0,20,0.06580539567441027
148,2.0,20,0.06485316737476395
149,2.0,20,0.07054572311647157
150,2.0,20,0.0614911361482253
151,2.0,20,0.048135425837051216
152,2.0,20,0.045302423847776906
153,2.0,20,0.11992007227715991
154,2.0,20,0.042813240521018
155,2.0,20,0.000922568713908345
156,2.0,20,0.010978043705979204
157,2.0,20,0.06754632926537453
158,2.0,20,0.01007394581507114
159,2.0,20,0.0003956078632835778
160,2.0,20,0.0003956078632835778
161,2.0,20,0.0003956078632835778
162,3.0,20,0.00019729014379613958
163,3.0,20,0.0011774685577741791
164,3.0,20,0.18408214264568393
165,3.0,20,0.14481626227465277
166,3.0,20,0.0015937036435212477
167,3.0,20,0.022704486930625423
168,3.0,20,0.017137390708378216
169,3.0,20,0.05489882863865262
170,3.0,20,0.014797334652160227
171,2.0,20,0.030322733561903938
172,2.0,20,0.1451307330805033
173,2.0,20,0.04632831066299045
174,2.0,20,0.019548204213668215
175,2.0,20,0.0
176,2.0,20,0.01713675679509242
177,2.0,20,0.02412581488114927
178,2.0,20,0.023878681062985366
179,2.0,20,0.023254482996341398
180,3.0,20,0.03146144857645758
181,3.0,20,0.07945720648166682
182,3.0,20,0.06360704633906955
183,3.0,20,0.09215450435780126
184,3.0,20,0.07440159589772066
185,3.0,20,0.048855439127593915
186,3.0,20,0.1551113891354925
187,3.0,20,0.039257414476046096
188,3.0,20,0.03925741447604548
189,2.0,20,7.624955094839351e-06
190,2.0,20,1.21735344694561e-05
191,2.0,20,1.2016249228559353e-05
192,2.0,20,1.0330809590434993e-06
193,2.0,20,6.912606978943268e-05
194,2.0,20,0.006984332089574737
195,2.0,20,0.0051760507642650885
196,2.0,20,0.0014274369620323783
197,2.0,20,0.0013208227507588435
198,3.0,20,0.43270665376057327
199,3.0,20,0.36911163505292727
200,3.0,20,0.29480649142458343
201,3.0,20,0.03026626909769633
202,3.0,20,0.13857457749648402
203,3.0,20,0.02011768466425785
204,3.0,20,0.00974659398154889
205,3.0,20,0.009100438594254329
206,3.0,20,0.008230919083266793
207,2.0,20,0.322664886575638
208,2.0,20,0.14402003275714623
209,2.0,20,0.0020722299545664264
210,2.0,20,0.0
211,2.0,20,0.05452324857786339
212,2.0,20,0.09763708944972789
213,2.0,20,0.02204186523817291
214,2.0,20,0.05432834677564408
215,2.0,20,0.05436601861887871
216,3.0,20,0.051468598470742866
217,3.0,20,0.03673761195677328
218,3.0,20,0.30822691066951835
219,3.0,20,0.23665414544881555
220,3.0,20,0.19136970713828003
221,3.0,20,0.05548480905959873
222,3.0,20,0.01697404667884803
223,3.0,20,0.020635624997151016
224,3.0,20,0.0013255703725352595
225,3.0,20,0.25644863259387385
226,3.0,20,0.02011031923309151
227,3.0,20,0.004716129799547904
228,3.0,20,0.0019156629246756603
229,3.0,20,0.2686408846215776
230,3.0,20,0.04215054277493787
231,3.0,20,0.04380352645183501
232,3.0,20,0.062918524894684
233,3.0,20,0.10837113369102519
234,3.0,20,0.4242995088590795
235,3.0,20,0.21196338379521582
236,3.0,20,0.035968310657829745
237,3.0,20,0.15818963433829836
238,3.0,20,0.12504208306883274
239,3.0,20,0.1584315239596358
240,3.0,20,0.17217262225980864
241,3.0,20,0.16324910846765484
242,3.0,20,0.17007082154053327
243,2.0,20,0.4698906253008073
244,2.0,20,0.3828761399017711
245,2.0,20,0.34515293723932056
246,2.0,20,0.19167604560556428
247,2.0,20,0.21269115153586313
248,2.0,20,0.26170136190346494
249,2.0,20,0.02579227281880995
250,2.0,20,0.009584804573340964
251,2.0,20,0.009356270503496368
252,2.0,20,0.034524973389140394
253,2.0,20,0.10557636588731775
254,2.0,20,0.09889606574789139
255,2.0,20,0.008294908104582695
256,2.0,20,0.020501270663007214
257,2.0,20,0.14982597784654822
258,2.0,20,0.15204975147835337
259,2.0,20,0.1592374417114315
260,2.0,20,0.1508418716906289
261,2.0,20,0.0
262,2.0,20,0.11999336825489022
263,2.0,20,0.07945097297398203
264,2.0,20,0.03597386913807142
265,2.0,20,0.13360539187906253
266,2.0,20,0.01891527284593262
267,2.0,20,0.01987207275810874
268,2.0,20,0.019683886459275993
269,2.0,20,0.019690418593288336
270,3.0,20,0.4092865853814047
271,3.0,20,0.16661779109218133
272,3.0,20,0.06407557381453002
273,3.0,20,0.1239919558735578
274,3.0,20,0.060710846892053576
275,3.0,20,0.056317361089232666
276,3.0,20,0.05754770878571076
277,3.0,20,0.056344901162657966
278,3.0,20,0.04490249166454987
279,3.0,20,0.0873058117910859
280,3.0,20,0.20392989889130847
281,3.0,20,0.26282000395760813
282,3.0,20,0.13659170186338312
283,3.0,20,6.28950053951232e-05
284,3.0,20,0.0
285,3.0,20,0.0
286,3.0,20,0.0
287,3.0,20,0.0
288,3.0,20,0.07773702611281423
289,3.0,20,0.005226779656725991
290,3.0,20,0.41141428623925647
291,3.0,20,0.03865307241404464
292,3.0,20,0.006530564746184731
293,3.0,20,0.012609481195736011
294,3.0,20,0.0
295,3.0,20,0.0017996855727221406
296,3.0,20,0.0017963939661857318
297,3.0,20,0.22225009904416837
298,3.0,20,0.18814740085680826
299,3.0,20,0.2425728746918572
300,3.0,20,0.0
301,3.0,20,0.04264216606880175
302,3.0,20,0.06046504038289906
303,3.0,20,0.025828905171155526
304,3.0,20,0.0005575279938887935
305,3.0,20,0.014265577721552835
306,3.0,20,0.3036587548606845
307,3.0,20,0.28106987012815215
308,3.0,20,0.268061795347814
309,3.0,20,0.397185498214144
310,3.0,20,0.08660221843743733
311,3.0,20,0.006085743985948457
312,3.0,20,0.007601503561717876
313,3.0,20,0.0
314,3.0,20,0.0
315,2.0,20,0.0008421754262554347
316,2.0,20,0.0004188490752673669
317,2.0,20,0.0004188490752673669
318,2.0,20,0.0
319,2.0,20,0.0
320,2.0,20,0.0
321,2.0,20,0.010490076263428667
322,2.0,20,0.0059014298622852256
323,2.0,20,0.006911443765156896
324,3.0,20,0.0009582706220552776
325,3.0,20,0.03503130841866947
326,3.0,20,0.03470968720358275
327,3.0,20,0.04275331412168772
328,3.0,20,0.04180059169124567
329,3.0,20,0.07450169704183174
330,3.0,20,0.07147499863531052
331,3.0,20,0.080204877930614
332,3.0,20,0.08404491789198898
333,3.0,20,0.0
334,3.0,20,0.025281119721971747
335,3.0,20,0.3250336070337773
336,3.0,20,0.21233783389225677
337,3.0,20,0.0
338,3.0,20,0.0
339,3.0,20,0.0013583527184926306
340,3.0,20,0.0
341,3.0,20,0.0
342,2.0,20,0.00016520199145083324
343,2.0,20,0.0
344,2.0,20,0.007011215602508415
345,2.0,20,1.741417795231643e-08
346,2.0,20,0.0012359894057143593
347,2.0,20,0.053100587519140034
348,2.0,20,0.053100587519140034
349,2.0,20,0.052594447148612805
350,2.0,20,0.052594447148612805
351,3.0,20,0.0038838957419488197
352,3.0,20,0.11399769870730292
353,3.0,20,0.04483056469219025
354,3.0,20,0.1512777422795245
355,3.0,20,0.019312266417751165
356,3.0,20,0.12028595003898468
357,3.0,20,0.04560789662323697
358,3.0,20,0.0
359,3.0,20,0.05809612832440401
360,3.0,20,0.00140527092807531
361,3.0,20,0.21033919135826107
362,3.0,20,0.30727056593779245
363,3.0,20,0.16629600762316638
364,3.0,20,0.011522776030495199
365,3.0,20,0.09749323673195981
366,3.0,20,0.07991828294295528
367,3.0,20,0.08851709001037057
368,3.0,20,0.0324483180225459
369,3.0,20,0.05027625120744869
370,3.0,20,0.12420163945538319
371,3.0,20,0.05470948761334982
372,3.0,20,0.06789959891143924
373,3.0,20,0.08001029519560582
374,3.0,20,0.006033366962616092
375,3.0,20,0.0026112192493130877
376,3.0,20,0.0063216049072168925
377,3.0,20,0.009248445990278433
378,3.0,20,0.5698730256717661
379,3.0,20,0.4428131143919738
380,3.0,20,0.33947533368557886
381,3.0,20,0.2998387439557176
382,3.0,20,0.15106974712992927
383,3.0,20,0.14661863945348844
384,3.0,20,0.14963777313542623
385,3.0,20,0.14367971950516106
386,3.0,20,0.14367971950516126
387,2.0,20,0.09920859178343666
388,2.0,20,0.2770248334379306
389,2.0,20,0.15973831368749047
390,2.0,20,0.03572393888784169
391,2.0,20,0.10917036530169001
392,2.0,20,0.07336286673011394
393,2.0,20,0.020433667972645408
394,2.0,20,7.967526310606681e-05
395,2.0,20,7.967526311007904e-05
396,3.0,20,0.0
397,3.0,20,0.2444518477942085
398,3.0,20,0.1619706551321088
399,3.0,20,0.4699520815908223
400,3.0,20,0.0012170977158034492
401,3.0,20,0.0063068881160080695
402,3.0,20,0.013722914921574488
403,3.0,20,0.012203735911876117
404,3.0,20,0.018813550144679274
405,2.0,20,0.27228081807783305
406,2.0,20,0.37156248745433257
407,2.0,20,0.09067827249894996
408,2.0,20,0.01339822837114905
409,2.0,20,0.08996729790365468
410,2.0,20,0.3015961222900664
411,2.0,20,0.010793258088054055
412,2.0,20,0.03873622356096596
413,2.0,20,0.038758612463321226
414,3.0,20,0.111258254191796
415,3.0,20,0.20476408171921526
416,3.0,20,0.08788222067133789
417,3.0,20,0.04729998441198276
418,3.0,20,0.10549091195400723
419,3.0,20,0.1253371428467127
420,3.0,20,0.11902391613483972
421,3.0,20,0.039942881711411
422,3.0,20,0.04224577044621498
423,3.0,20,0.01229065977423899
424,3.0,20,0.035515087081016916
425,3.0,20,0.014149945670329633
426,3.0,20,0.03804858924302102
427,3.0,20,0.07488983268077197
428,3.0,20,0.1796198620666176
429,3.0,20,0.16750546811692926
430,3.0,20,0.016404991340523898
431,3.0,20,0.0165463177541226
432,3.0,20,0.13765173041465822
433,3.0,20,0.23557965601073455
434,3.0,20,0.15698167251248368
435,3.0,20,0.06608421420220555
436,3.0,20,0.11514781813527175
437,3.0,20,0.3454972536296484
438,3.0,20,0.12360913163968384
439,3.0,20,0.11941485737776572
440,3.0,20,0.15126660411609996
441,3.0,20,0.0015322104469234516
442,3.0,20,0.0042508874171061205
443,3.0,20,0.09109561593900496
444,3.0,20,0.17774647624984702
445,3.0,20,0.1182598742288013
446,3.0,20,0.07075710580710068
447,3.0,20,0.05556253580822467
448,3.0,20,0.04916946828434167
449,3.0,20,0.04752390891230528
450,3.0,20,0.12033988112567512
451,3.0,20,0.25428893465965513
452,3.0,20,0.01932671014217961
453,3.0,20,0.18758899645224383
454,3.0,20,0.08754599968128388
455,3.0,20,0.22865616497161528
456,3.0,20,0.14659236629311664
457,3.0,20,0.2050089988800291
458,3.0,20,0.21368916174846816
459,3.0,20,0.09660012047741715
460,3.0,20,0.20509644814262704
461,3.0,20,0.004266788301222171
462,3.0,20,0.09179402498890539
463,3.0,20,0.05128867646230334
464,3.0,20,0.02751394126185843
465,3.0,20,0.17874995446768807
466,3.0,20,0.17927107999099698
467,3.0,20,0.17802108501904626
468,2.0,20,0.030400610211153378
469,2.0,20,0.024332725320583243
470,2.0,20,0.019536080388477498
471,2.0,20,0.0
472,2.0,20,0.0
473,2.0,20,0.0
474,2.0,20,0.0
475,2.0,20,0.0
476,2.0,20,0.0
477,3.0,20,0.21742244700635108
478,3.0,20,0.48770947618929367
479,3.0,20,0.5454855632138335
480,3.0,20,0.0017569281732108585
481,3.0,20,0.6340111192929014
482,3.0,20,0.6422018904743643
483,3.0,20,0.6422018904743643
484,3.0,20,0.09728028815162615
485,3.0,20,0.0974089501077178
486,3.0,20,0.3313133496885835
487,3.0,20,0.13140042640959984
488,3.0,20,0.12658854019395968
489,3.0,20,0.01936132702935422
490,3.0,20,0.08338987820186756
491,3.0,20,0.007870614988334596
492,3.0,20,0.007740942603174674
493,3.0,20,0.0
494,3.0,20,0.0
495,2.0,20,0.1405351842363279
496,2.0,20,0.12498365188663078
497,2.0,20,0.19828542627743653
498,2.0,20,0.1885892489451558
499,2.0,20,0.0888789626476211
500,2.0,20,0.07304619043092184
501,2.0,20,0.0
502,2.0,20,0.0
503,2.0,20,0.0037928075042741364
504,2.0,40,0.0
505,2.0,40,0.0
506,2.0,40,0.013189363591023684
507,2.0,40,0.08854170265397425
508,2.0,40,0.0
509,2.0,40,0.0
510,2.0,40,0.0
511,2.0,40,0.0
512,2.0,40,0.0
513,2.0,40,0.0005544834838380053
514,2.0,40,0.02568681170799784
515,2.0,40,0.0
516,2.0,40,0.0
517,2.0,40,0.007107538830097353
518,2.0,40,0.14789097193212833
519,2.0,40,0.0
520,2.0,40,0.0
521,2.0,40,0.0
522,3.0,40,0.0
523,3.0,40,7.588063717061262e-05
524,3.0,40,8.617291863946096e-05
525,3.0,40,0.0
526,3.0,40,0.004458007440423721
527,3.0,40,0.0
528,3.0,40,0.029939903864204115
529,3.0,40,0.07020008963598408
530,3.0,40,0.05445436763113286
531,3.0,40,0.0008801391432896557
532,3.0,40,0.0003610376704160797
533,3.0,40,0.007169014684189137
534,3.0,40,0.0
535,3.0,40,0.01043475964838976
536,3.0,40,0.18891639242789365
537,3.0,40,0.0
538,3.0,40,0.0
539,3.0,40,0.0
540,3.0,40,0.0
541,3.0,40,0.002196991115525129
542,3.0,40,0.0031942752003269385
543,3.0,40,0.0
544,3.0,40,0.013855610911898988
545,3.0,40,0.005491984071496211
546,3.0,40,0.06221234209491165
547,3.0,40,0.07236477521989429
548,3.0,40,0.06350670804562256
549,2.0,40,0.001913365044326933
550,2.0,40,0.004908437090560844
551,2.0,40,0.006710434112056786
552,2.0,40,0.0012637829584446342
553,2.0,40,0.013558254178354202
554,2.0,40,0.0
555,2.0,40,0.0
556,2.0,40,0.001848487863929694
557,2.0,40,0.0025181374433564463
558,2.0,40,0.002346175234714837
559,2.0,40,0.028723258835390942
560,2.0,40,0.03679783723032146
561,2.0,40,0.0004494840228964503
562,2.0,40,0.0
563,2.0,40,0.0
564,2.0,40,0.0
565,2.0,40,0.0
566,2.0,40,0.0
567,3.0,40,0.35435996763168753
568,3.0,40,0.0021824717465867456
569,3.0,40,0.0008336683078541591
570,3.0,40,0.0561066851894402
571,3.0,40,0.05881118168641164
572,3.0,40,0.021566482058547696
573,3.0,40,0.12923016522125907
574,3.0,40,0.1447344747890439
575,3.0,40,0.15416185133496554
576,2.0,40,0.19981607839710186
577,2.0,40,0.2281450776623898
578,2.0,40,0.1344332949823465
579,2.0,40,0.13288775145816845
580,2.0,40,0.0021722652844240737
581,2.0,40,0.0021722652844240737
582,2.0,40,0.004228966358038118
583,2.0,40,0.0005430361090335288
584,2.0,40,0.0005430361090335288
585,2.0,40,0.34479117163789785
586,2.0,40,0.3110892490741892
587,2.0,40,0.33118917286691996
588,2.0,40,3.176843308193592e-09
589,2.0,40,0.053933843764501846
590,2.0,40,0.012793536234824637
591,2.0,40,0.03147012201918264
592,2.0,40,0.007310502515007606
593,2.0,40,0.00962142522099396
594,3.0,40,0.05852191136076787
595,3.0,40,0.0005646332939410208
596,3.0,40,0.0
597,3.0,40,0.0
598,3.0,40,0.0
599,3.0,40,0.0
600,3.0,40,0.0
601,3.0,40,0.05726644755157035
602,3.0,40,0.05726644755157038
603,3.0,40,0.01890974213027228
604,3.0,40,0.04780980521005181
605,3.0,40,0.0013520199653636279
606,3.0,40,0.048786835128462776
607,3.0,40,0.004624278014159571
608,3.0,40,0.022290695913695372
609,3.0,40,0.0036855196403722703
610,3.0,40,0.08221794090679897
611,3.0,40,0.08221794090679897
612,3.0,40,0.11307807620736292
613,3.0,40,0.024388302312185976
614,3.0,40,0.23182637884028903
615,3.0,40,0.0
616,3.0,40,0.12437492946492304
617,3.0,40,0.0391676038112243
618,3.0,40,0.0
619,3.0,40,0.05448103477259899
620,3.0,40,0.0046103083171556425
621,2.0,40,0.0898892150287128
622,2.0,40,0.12071260422246638
623,2.0,40,0.007035465615554906
624,2.0,40,0.015058055204862034
625,2.0,40,0.04263228635618028
626,2.0,40,0.0
627,2.0,40,0.0
628,2.0,40,0.0
629,2.0,40,0.0
630,2.0,40,0.040088717401260784
631,2.0,40,0.0
632,2.0,40,0.02634254542133144
633,2.0,40,0.0014975748379212348
634,2.0,40,0.05939310062530437
635,2.0,40,0.05939310062530437
636,2.0,40,0.05939310062530437
637,2.0,40,0.06619491649267127
638,2.0,40,0.06619491649267127
639,3.0,40,0.0
640,3.0,40,0.2749280176631804
641,3.0,40,0.06673959887734272
642,3.0,40,0.019937574904268084
643,3.0,40,0.0
644,3.0,40,0.14180677723597993
645,3.0,40,0.1636743405259429
646,3.0,40,0.20699391770997647
647,3.0,40,0.16877381304661587
648,2.0,40,0.0
649,2.0,40,0.003911601279317418
650,2.0,40,0.014867133186413115
651,2.0,40,0.06389992678784114
652,2.0,40,0.06140040469958101
653,2.0,40,0.06764912631712694
654,2.0,40,0.05973760469535297
655,2.0,40,0.04527620777597184
656,2.0,40,0.0421928969146753
657,2.0,40,0.0
658,2.0,40,0.0
659,2.0,40,0.00012606824472016613
660,2.0,40,0.004616192506399682
661,2.0,40,0.06754625464640243
662,2.0,40,0.0004788136489048222
663,2.0,40,0.0003956073693815725
664,2.0,40,0.0003956073693815725
665,2.0,40,0.0003956073693815725
666,3.0,40,0.0
667,3.0,40,0.0
668,3.0,40,0.1840786205450014
669,3.0,40,0.14481295429192786
670,3.0,40,0.0
671,3.0,40,0.0
672,3.0,40,0.0
673,3.0,40,0.0
674,3.0,40,0.0005352564952919201
675,2.0,40,0.030317965433653567
676,2.0,40,0.055570685960715474
677,2.0,40,0.03971031422849741
678,2.0,40,0.019548204213668215
679,2.0,40,0.0
680,2.0,40,0.015131188901799632
681,2.0,40,0.015078141236753474
682,2.0,40,0.014745972924223808
683,2.0,40,0.014652741942409618
684,3.0,40,0.0
685,3.0,40,0.0
686,3.0,40,0.010938207029659827
687,3.0,40,0.022317186736527668
688,3.0,40,0.0
689,3.0,40,0.0
690,3.0,40,0.05671541338330317
691,3.0,40,0.0031786040412743045
692,3.0,40,0.0031786040412743045
693,2.0,40,0.0
694,2.0,40,0.0
695,2.0,40,0.0
696,2.0,40,3.252653733955685e-08
697,2.0,40,1.3114119889996745e-07
698,2.0,40,0.006421465094904212
699,2.0,40,0.0018187509319565081
700,2.0,40,8.27430527305866e-09
701,2.0,40,8.361862787795291e-09
702,3.0,40,0.43270665376057327
703,3.0,40,0.2603829530989241
704,3.0,40,0.2069293909201765
705,3.0,40,0.02872224684313873
706,3.0,40,0.10766568836616405
707,3.0,40,0.02011768466425785
708,3.0,40,0.006588118495216479
709,3.0,40,0.008350876181168282
710,3.0,40,0.008230919083266793
711,2.0,40,1.8253770500461824e-07
712,2.0,40,7.25222577553383e-07
713,2.0,40,4.6584227265561565e-06
714,2.0,40,0.0
715,2.0,40,0.05452324857704476
716,2.0,40,0.0
717,2.0,40,0.02204185949543903
718,2.0,40,0.013539554304335875
719,2.0,40,0.013471944589270975
720,3.0,40,0.051468598470742866
721,3.0,40,0.03673761195677328
722,3.0,40,0.28710548847663275
723,3.0,40,0.21242848884482798
724,3.0,40,0.18329065152120017
725,3.0,40,0.05548480905959873
726,3.0,40,0.0
727,3.0,40,0.0
728,3.0,40,0.0
729,3.0,40,0.0761085262259958
730,3.0,40,0.02011031923309151
731,3.0,40,0.004716129799547904
732,3.0,40,0.0019156629246756603
733,3.0,40,0.26831358468364164
734,3.0,40,0.0
735,3.0,40,0.0
736,3.0,40,0.0
737,3.0,40,0.04056058989472555
738,3.0,40,0.0002448127652449528
739,3.0,40,0.008139607600248655
740,3.0,40,0.028073815957876634
741,3.0,40,0.15183090830072563
742,3.0,40,0.11219224342910068
743,3.0,40,0.01688212576517561
744,3.0,40,0.020973024239218905
745,3.0,40,0.024654168308581928
746,3.0,40,0.01349754739988028
747,2.0,40,0.0
748,2.0,40,0.0
749,2.0,40,0.1170024102791929
750,2.0,40,0.04228240725710715
751,2.0,40,0.18716018265807624
752,2.0,40,0.26136824093456945
753,2.0,40,0.0
754,2.0,40,0.0029552786691311944
755,2.0,40,0.0038741962794767576
756,2.0,40,0.0
757,2.0,40,0.0
758,2.0,40,0.0002982867155218904
759,2.0,40,0.0
760,2.0,40,0.0
761,2.0,40,0.0
762,2.0,40,0.003532500394654802
763,2.0,40,0.020976445143528713
764,2.0,40,0.012696941841321906
765,2.0,40,0.0
766,2.0,40,0.0
767,2.0,40,0.0
768,2.0,40,0.010912529467258153
769,2.0,40,0.0
770,2.0,40,0.01891527284593262
771,2.0,40,0.01987207275810874
772,2.0,40,0.019683886459275993
773,2.0,40,0.019690418593288336
774,3.0,40,0.00013830504101551553
775,3.0,40,0.10906679326432595
776,3.0,40,0.0038352954663751675
777,3.0,40,0.04632262638482484
778,3.0,40,0.05735371560325011
779,3.0,40,0.05290626280920457
780,3.0,40,0.04592324335478659
781,3.0,40,0.05450829831483196
782,3.0,40,0.043244987476459676
783,3.0,40,0.0861539957941273
784,3.0,40,0.1536799768733395
785,3.0,40,0.15517505170710702
786,3.0,40,0.07301313615117956
787,3.0,40,2.4229559370053496e-05
788,3.0,40,0.0
789,3.0,40,0.0
790,3.0,40,0.0
791,3.0,40,0.0
792,3.0,40,0.07773702611281423
793,3.0,40,0.005226779656725991
794,3.0,40,0.2845037555414182
795,3.0,40,0.03865307241404464
796,3.0,40,0.006530564746184731
797,3.0,40,0.012609481195736011
798,3.0,40,0.0
799,3.0,40,0.0017996855727221406
800,3.0,40,0.0017963939661857318
801,3.0,40,0.0010887884368845375
802,3.0,40,0.0
803,3.0,40,0.0
804,3.0,40,0.0
805,3.0,40,0.009260802457618848
806,3.0,40,0.05218591437167626
807,3.0,40,0.018093565182278296
808,3.0,40,0.0005575279938887935
809,3.0,40,0.0
810,3.0,40,0.2514007864982235
811,3.0,40,0.21525125240744405
812,3.0,40,0.2075794006946667
813,3.0,40,0.397185498214144
814,3.0,40,0.08645098570075224
815,3.0,40,0.006085743985948457
816,3.0,40,0.007601503561717876
817,3.0,40,0.0
818,3.0,40,0.0
819,2.0,40,0.0008421754262554347
820,2.0,40,0.0004188490752673669
821,2.0,40,0.0004188490752673669
822,2.0,40,0.0
823,2.0,40,0.0
824,2.0,40,0.0
825,2.0,40,0.0
826,2.0,40,0.0059014298622852256
827,2.0,40,0.006911443765156896
828,3.0,40,0.0009582706220552776
829,3.0,40,0.006250309000205683
830,3.0,40,0.006402186473949629
831,3.0,40,0.01317633595507765
832,3.0,40,0.012830607252443395
833,3.0,40,0.010475272251731315
834,3.0,40,0.005608454418485886
835,3.0,40,0.009183868122799248
836,3.0,40,0.01183141257563571
837,3.0,40,0.0
838,3.0,40,0.0
839,3.0,40,0.16343381310713273
840,3.0,40,0.14330844362759876
841,3.0,40,0.0
842,3.0,40,0.0
843,3.0,40,7.186999657506338e-05
844,3.0,40,0.0
845,3.0,40,0.0
846,2.0,40,0.00016520199145083324
847,2.0,40,0.0
848,2.0,40,1.1723144314092065e-05
849,2.0,40,1.741417795231643e-08
850,2.0,40,0.0006705922210474336
851,2.0,40,0.053100587519140034
852,2.0,40,0.053100587519140034
853,2.0,40,0.04992891057364245
854,2.0,40,0.04992891057364245
