id,markovian,exoTW,nEndo,nExo,exact_eval,avg_llkratio,min_llkratio,max_llkratio
set1_chain_twExo1_nEndo4_8,False,1,4,2,True,0.0,0.0,0.0
set1_chain_twExo1_nEndo4_9,False,1,4,2,True,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_0,False,1,6,3,True,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_1,False,1,6,3,False,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_10,False,1,6,3,True,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_11,False,1,6,3,False,0.9977712516411807,0.9977499853523826,0.9978173006991241
set1_chain_twExo1_nEndo6_12,False,1,6,3,False,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_13,False,1,6,3,False,0.5400227409738654,0.0,0.9232397501489293
set1_chain_twExo1_nEndo6_14,False,1,6,3,False,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_15,False,1,6,3,True,0.6728801158999647,0.0,0.9826344730390908
set1_chain_twExo1_nEndo6_16,False,1,6,3,False,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_17,False,1,6,3,True,0.24359339473924657,0.0,0.8165774475174737
set1_chain_twExo1_nEndo6_18,False,1,6,3,True,0.9988465639614036,0.9987581497276445,0.998915866794512
set1_chain_twExo1_nEndo6_19,False,1,6,3,False,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_2,False,1,6,3,True,0.9964040678455752,0.9958057964139364,0.9964866616932431
set1_chain_twExo1_nEndo6_3,False,1,6,3,False,0.0,0.0,0.0
set1_chain_twExo1_nEndo6_4,False,1,6,3,True,0.049655979950005015,0.0,0.9931195990001003
set1_chain_twExo1_nEndo6_5,False,1,6,3,False,0.9899437706947098,0.9899318209255105,0.9900280125027532
set1_chain_twExo1_nEndo6_6,False,1,6,3,False,0.9950406443159631,0.9949561500821902,0.9950450913808981
set1_chain_twExo1_nEndo6_7,False,1,6,3,True,0.9958083795005868,0.995695669348673,0.996160925984749
set1_chain_twExo1_nEndo6_8,False,1,6,3,False,0.41886790560378345,0.0,0.9110349376786666
set1_chain_twExo1_nEndo6_9,False,1,6,3,False,0.0,0.0,0.0
