,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,model_file,num_vars,num_endo_vars,max_indegree
0,12.0,3.0,([0  1  2  3  4]  [(0 2)  (1 2)  (1 3)  (0 4)]),1.2,([0  1  2  3  4]  [(0 2)  (1 2)  (4 2)  (1 3)  (2 3)  (0 4)]),2,[0 1],([2  3  4]  [(4 2)  (2 3)]),2,1.0,[2 3 4],0.6666666666666666,1000,16,2,0.9948276817936992,random_mc2_n5_mid3_d1000_05_mr098_r10_57.uai,5,3,4
0,10.666666666666666,,([0  1  2  3  4  5  6  7  8  9  10  11]  [(8 0)  (1 2)  (4 2)  (1 3)  (9 5)  (10 6)  (11 7)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11]  [(6 0)  (8 0)  (1 2)  (3 2)  (4 2)  (1 3)  (2 5)  (7 5)  (9 5)  (2 6)  (3 6)  (10 6)  (0 7)  (3 7)  (11 7)]),6,[8][1 4][9][10][11],([0  2  3  5  6  7]  [(6 0)  (3 2)  (2 5)  (7 5)  (2 6)  (3 6)  (0 7)  (3 7)]),2,,[0][2 3][5][6][7],1.3333333333333333,4500,16,2,0.9963347762772856,random_mc2_n8_mid3_d1000_05_mr098_r10_26.uai,12,6,5
0,12.8,3.0,([0  1  2  3  4  5  6  7  8  9  10  11]  [(5 0)  (4 1)  (5 2)  (9 3)  (4 6)  (10 7)  (11 8)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11]  [(5 0)  (4 1)  (5 2)  (6 2)  (2 3)  (7 3)  (9 3)  (0 6)  (4 6)  (0 7)  (2 7)  (10 7)  (1 8)  (6 8)  (11 8)]),5,[5][4][9][10][11],([0  1  2  3  6  7  8]  [(6 2)  (2 3)  (7 3)  (0 6)  (0 7)  (2 7)  (1 8)  (6 8)]),1,2.0,[0 2][1 6][3][7][8],1.1428571428571428,2000,16,1,0.9816981779658164,random_mc2_n9_mid3_d1000_05_mr098_r10_32.uai,12,7,4
0,6.5,3.0,([0  1  2  3  4  5  6  7]  [(1 0)  (5 2)  (6 3)  (7 4)]),1.0,([0  1  2  3  4  5  6  7]  [(1 0)  (0 2)  (4 2)  (5 2)  (0 3)  (6 3)  (3 4)  (7 4)]),4,[1][5][6][7],([0  2  3  4]  [(0 2)  (4 2)  (0 3)  (3 4)]),1,2.0,[0][2][3][4],1.0,1000,16,0,0.9983871094870096,random_mc2_n5_mid3_d1000_05_mr098_r10_60.uai,8,4,3
0,8.0,3.0,([0  1  2  3  4  5  6]  [(1 0)  (5 2)  (6 3)  (1 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (2 0)  (4 2)  (5 2)  (2 3)  (4 3)  (6 3)  (1 4)]),3,[1][5][6],([0  2  3  4]  [(2 0)  (4 2)  (2 3)  (4 3)]),1,2.0,[0 4][2][3],1.0,1500,16,1,0.99709020437959,random_mc2_n5_mid3_d1000_05_mr098_r10_27.uai,7,4,4
0,8.666666666666666,,([0  1  2  3  4  5  6]  [(3 0)  (4 0)  (6 1)  (3 2)  (4 5)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(3 0)  (4 0)  (2 1)  (5 1)  (6 1)  (0 2)  (3 2)  (4 5)]),3,[3 4][6],([0  1  2  5]  [(2 1)  (5 1)  (0 2)]),2,2.0,[0 2 5][1],0.75,1000,16,2,0.9916165466571296,random_mc2_n6_mid3_d1000_05_mr098_r10_86.uai,7,4,3
0,7.666666666666667,,([0  1  2  3  4  5  6  7  8  9  10  11]  [(7 0)  (8 2)  (9 3)  (1 4)  (10 5)  (11 6)]),1.0833333333333333,([0  1  2  3  4  5  6  7  8  9  10  11]  [(4 0)  (7 0)  (4 2)  (6 2)  (8 2)  (0 3)  (9 3)  (1 4)  (2 5)  (6 5)  (10 5)  (3 6)  (11 6)]),6,[7][1][8][9][10][11],([0  2  3  4  5  6]  [(4 0)  (4 2)  (6 2)  (0 3)  (2 5)  (6 5)  (3 6)]),1,,[0][4][2][3][5][6],1.1666666666666667,1000,16,0,0.9936945908797732,random_mc2_n7_mid3_d1000_05_mr098_r10_81.uai,12,6,4
0,9.0,3.0,([0  1  2  3  4]  [(0 1)  (2 3)  (2 4)]),1.2,([0  1  2  3  4]  [(0 1)  (1 3)  (2 3)  (4 3)  (1 4)  (2 4)]),2,[0][2],([1  3  4]  [(1 3)  (4 3)  (1 4)]),1,2.0,[1][3 4],1.0,2500,16,1,0.9808234082569866,random_mc2_n5_mid3_d1000_05_mr098_r10_44.uai,5,3,3
0,4.0,2.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (6 3)  (0 4)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(0 1)  (3 2)  (5 2)  (4 3)  (6 3)  (0 4)]),3,[0][5][6],([1  2  3  4]  [(3 2)  (4 3)]),1,1.0,[1 4][2][3],0.5,1000,4,1,0.9996834373230185,random_mc2_n5_mid3_d1000_05_mr098_r10_2.uai,7,4,3
0,12.4,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (4 2)  (4 3)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (0 1)  (8 1)  (0 2)  (4 2)  (0 3)  (1 3)  (4 3)  (3 5)  (9 5)  (2 6)  (3 6)  (10 6)]),5,[7][8][4][9][10],([0  1  2  3  5  6]  [(0 1)  (0 2)  (0 3)  (1 3)  (3 5)  (2 6)  (3 6)]),1,2.0,[0][1][2 3][5][6],1.1666666666666667,3000,36,1,0.9657792154085748,random_mc2_n8_mid3_d1000_05_mr098_r10_1.uai,11,6,5
0,10.666666666666666,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 0)  (9 2)  (10 3)  (11 4)  (1 5)  (12 6)  (1 7)]),1.3076923076923077,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(5 0)  (6 0)  (8 0)  (5 2)  (7 2)  (9 2)  (2 3)  (10 3)  (0 4)  (6 4)  (11 4)  (1 5)  (5 6)  (12 6)  (1 7)  (5 7)  (6 7)]),6,[8][1][9][10][11][12],([0  2  3  4  5  6  7]  [(5 0)  (6 0)  (5 2)  (7 2)  (2 3)  (0 4)  (6 4)  (5 6)  (5 7)  (6 7)]),1,2.0,[0][5 7][2][3][4][6],1.4285714285714286,1500,16,1,0.9950553217063124,random_mc2_n8_mid3_d1000_05_mr098_r10_45.uai,13,7,5
0,4.0,3.0,([0  1  2  3  4]  [(1 0)  (1 3)  (2 4)]),1.0,([0  1  2  3  4]  [(1 0)  (0 3)  (1 3)  (4 3)  (2 4)]),2,[1][2],([0  3  4]  [(0 3)  (4 3)]),1,2.0,[0 3][4],0.6666666666666666,2000,6,1,0.9892137630137195,random_mc2_n5_mid3_d1000_05_mr098_r10_34.uai,5,3,3
0,3.333333333333333,2.0,([0  1  2  3  4  5]  [(5 0)  (1 2)  (4 2)  (1 3)]),0.8333333333333334,([0  1  2  3  4  5]  [(3 0)  (5 0)  (1 2)  (4 2)  (1 3)]),3,[5][1 4],([0  2  3]  [(3 0)]),2,1.0,[0][2 3],0.3333333333333333,1000,4,2,0.9974625293209144,random_mc2_n5_mid3_d1000_05_mr098_r10_73.uai,6,3,2
0,8.0,3.0,([0  1  2  3  4  5  6  7  8]  [(5 0)  (6 1)  (7 2)  (5 3)  (8 4)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(5 0)  (0 1)  (6 1)  (0 2)  (1 2)  (7 2)  (0 3)  (4 3)  (5 3)  (0 4)  (8 4)]),4,[5][6][7][8],([0  1  2  3  4]  [(0 1)  (0 2)  (1 2)  (0 3)  (4 3)  (0 4)]),1,2.0,[0 3][1][2][4],1.2,4000,16,1,0.989970170433328,random_mc2_n6_mid3_d1000_05_mr098_r10_95.uai,9,5,5
0,10.666666666666666,3.0,([0  1  2  3  4  5  6  7]  [(5 0)  (2 1)  (2 3)  (7 4)  (5 6)]),1.25,([0  1  2  3  4  5  6  7]  [(5 0)  (0 1)  (2 1)  (3 1)  (2 3)  (1 4)  (3 4)  (7 4)  (1 6)  (5 6)]),3,[5][2][7],([0  1  3  4  6]  [(0 1)  (3 1)  (1 4)  (3 4)  (1 6)]),1,2.0,[0 6][1 3][4],1.0,1000,16,1,0.9880838623740658,random_mc2_n7_mid3_d1000_05_mr098_r10_44.uai,8,5,5
0,3.5,2.0,([0  1  2  3  4  5  6  7]  [(1 0)  (5 2)  (6 3)  (7 4)]),0.875,([0  1  2  3  4  5  6  7]  [(1 0)  (3 2)  (5 2)  (0 3)  (6 3)  (3 4)  (7 4)]),4,[1][5][6][7],([0  2  3  4]  [(3 2)  (0 3)  (3 4)]),1,1.0,[0][2][3][4],0.75,1000,4,0,0.998359511353044,random_mc2_n5_mid3_d1000_05_mr098_r10_48.uai,8,4,4
0,6.333333333333333,3.0,([0  1  2  3  4  5  6  7  8  9  10  11]  [(8 0)  (1 2)  (9 3)  (10 4)  (1 5)  (7 5)  (11 6)]),1.0833333333333333,([0  1  2  3  4  5  6  7  8  9  10  11]  [(2 0)  (3 0)  (8 0)  (1 2)  (6 3)  (9 3)  (2 4)  (10 4)  (1 5)  (2 5)  (7 5)  (2 6)  (11 6)]),6,[8][1 7][9][10][11],([0  2  3  4  5  6]  [(2 0)  (3 0)  (6 3)  (2 4)  (2 5)  (2 6)]),2,2.0,[0][2 5][3][4][6],1.0,1000,16,2,0.9962784894606148,random_mc2_n8_mid3_d1000_05_mr098_r10_39.uai,12,6,5
0,7.333333333333333,3.0,([0  1  2  3  4  5]  [(4 0)  (5 1)  (2 3)  (4 3)]),1.1666666666666667,([0  1  2  3  4  5]  [(1 0)  (3 0)  (4 0)  (3 1)  (5 1)  (2 3)  (4 3)]),3,[2 4][5],([0  1  3]  [(1 0)  (3 0)  (3 1)]),2,2.0,[0 3][1],1.0,2500,16,2,0.9967762453850546,random_mc2_n5_mid3_d1000_05_mr098_r10_81.uai,6,3,4
0,3.5,3.0,([0  1  2  3  4  5  6]  [(6 1)  (5 2)  (0 4)  (3 4)  (5 4)]),1.0,([0  1  2  3  4  5  6]  [(4 1)  (6 1)  (4 2)  (5 2)  (0 4)  (3 4)  (5 4)]),4,[0 3 5][6],([1  2  4]  [(4 1)  (4 2)]),3,1.0,[2 4][1],0.6666666666666666,1000,6,2,0.9990935349019292,random_mc2_n6_mid3_d1000_05_mr098_r10_67.uai,7,3,5
0,7.2,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (0 3)  (8 4)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(4 1)  (6 1)  (7 1)  (0 2)  (0 3)  (2 3)  (5 4)  (8 4)  (2 5)  (9 5)  (3 6)  (5 6)  (10 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(4 1)  (6 1)  (2 3)  (5 4)  (2 5)  (3 6)  (5 6)]),1,2.0,[2 3][1][4][5][6],1.1666666666666667,1000,16,1,0.9975816615508892,random_mc2_n7_mid3_d1000_05_mr098_r10_34.uai,11,6,4
0,5.333333333333333,2.0,([0  1  2  3  4  5  6]  [(1 0)  (6 2)  (1 3)  (4 5)]),1.0,([0  1  2  3  4  5  6]  [(1 0)  (3 0)  (5 2)  (6 2)  (1 3)  (2 3)  (4 5)]),3,[1][6][4],([0  2  3  5]  [(3 0)  (5 2)  (2 3)]),1,1.0,[0 3][2][5],0.75,1500,10,1,0.9906272108295772,random_mc2_n6_mid3_d1000_05_mr098_r10_17.uai,7,4,3
0,9.0,3.0,([0  1  2  3  4  5  6  7]  [(0 1)  (5 1)  (0 2)  (5 2)  (6 3)  (7 4)]),1.25,([0  1  2  3  4  5  6  7]  [(0 1)  (4 1)  (5 1)  (0 2)  (5 2)  (2 3)  (4 3)  (6 3)  (2 4)  (7 4)]),4,[0 5][6][7],([1  2  3  4]  [(4 1)  (2 3)  (4 3)  (2 4)]),2,2.0,[1 2][3][4],1.0,1000,16,2,0.9956228201096956,random_mc2_n6_mid3_d1000_05_mr098_r10_50.uai,8,4,4
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (5 2)  (6 3)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (5 2)  (2 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(3 1)  (2 3)]),1,1.0,[0 2][1][3],0.5,1000,4,1,0.9947130363662224,random_mc2_n6_mid3_d1000_05_mr098_r10_99.uai,7,4,3
0,11.6,3.0,([0  1  2  3  4  5  6  7  8  9]  [(1 0)  (5 0)  (7 0)  (5 2)  (8 3)  (9 4)  (1 6)]),1.2,([0  1  2  3  4  5  6  7  8  9]  [(1 0)  (5 0)  (7 0)  (4 2)  (5 2)  (6 2)  (2 3)  (6 3)  (8 3)  (6 4)  (9 4)  (1 6)]),5,[1 5 7][8][9],([0  2  3  4  6]  [(4 2)  (6 2)  (2 3)  (6 3)  (6 4)]),3,2.0,[0 2 6][3][4],1.0,1000,32,2,0.9859347413762236,random_mc2_n8_mid3_d1000_05_mr098_r10_49.uai,10,5,4
0,4.0,2.0,([0  1  2  3  4]  [(2 0)  (2 3)  (1 4)]),1.0,([0  1  2  3  4]  [(2 0)  (4 0)  (0 3)  (2 3)  (1 4)]),2,[2][1],([0  3  4]  [(4 0)  (0 3)]),1,1.0,[0 3][4],0.6666666666666666,1000,6,1,0.9984783880785004,random_mc2_n5_mid3_d1000_05_mr098_r10_38.uai,5,3,3
0,9.0,3.0,([0  1  2  3  4  5  6  7  8]  [(7 1)  (0 2)  (5 2)  (8 3)  (5 4)  (0 6)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 1)  (7 1)  (0 2)  (5 2)  (1 3)  (6 3)  (8 3)  (1 4)  (5 4)  (0 6)  (1 6)]),4,[0 5][7][8],([1  2  3  4  6]  [(2 1)  (1 3)  (6 3)  (1 4)  (1 6)]),2,2.0,[2 4 6][1][3],1.0,4000,16,2,0.9973217641548422,random_mc2_n7_mid3_d1000_05_mr098_r10_10.uai,9,5,5
0,4.666666666666667,2.0,([0  1  2  3  4  5  6]  [(3 0)  (3 1)  (5 2)  (6 4)]),1.0,([0  1  2  3  4  5  6]  [(2 0)  (3 0)  (3 1)  (1 2)  (5 2)  (0 4)  (6 4)]),3,[3][5][6],([0  1  2  4]  [(2 0)  (1 2)  (0 4)]),1,1.0,[0 1][2][4],0.75,1500,8,1,0.982849442027477,random_mc2_n5_mid3_d1000_05_mr098_r10_92.uai,7,4,3
0,9.5,3.0,([0  1  2  3  4  5  6  7]  [(6 0)  (2 1)  (3 1)  (2 4)  (3 4)  (7 5)]),1.25,([0  1  2  3  4  5  6  7]  [(1 0)  (4 0)  (6 0)  (2 1)  (3 1)  (2 4)  (3 4)  (1 5)  (4 5)  (7 5)]),4,[6][2 3][7],([0  1  4  5]  [(1 0)  (4 0)  (1 5)  (4 5)]),2,2.0,[0][1 4][5],1.0,1500,16,2,0.9933526909556876,random_mc2_n6_mid3_d1000_05_mr098_r10_74.uai,8,4,4
0,9.75,3.0,([0  1  2  3  4  5  6  7  8]  [(1 2)  (7 3)  (0 4)  (8 5)  (1 6)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(1 2)  (6 2)  (4 3)  (6 3)  (7 3)  (0 4)  (2 4)  (2 5)  (4 5)  (8 5)  (1 6)]),4,[0][1][7][8],([2  3  4  5  6]  [(6 2)  (4 3)  (6 3)  (2 4)  (2 5)  (4 5)]),1,2.0,[4][2 6][3][5],1.2,1000,16,1,0.997091921822098,random_mc2_n7_mid3_d1000_05_mr098_r10_2.uai,9,5,4
0,9.333333333333334,3.0,([0  1  2  3  4  5]  [(4 0)  (5 1)  (2 3)  (4 3)]),1.1666666666666667,([0  1  2  3  4  5]  [(4 0)  (0 1)  (3 1)  (5 1)  (0 3)  (2 3)  (4 3)]),3,[2 4][5],([0  1  3]  [(0 1)  (3 1)  (0 3)]),2,2.0,[0 3][1],1.0,2000,16,2,0.980461798032164,random_mc2_n5_mid3_d1000_05_mr098_r10_54.uai,6,3,4
0,24.0,3.0,([0  1  2  3  4  5  6]  [(1 0)  (4 0)  (6 2)  (4 3)  (6 5)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(1 0)  (4 0)  (5 0)  (6 2)  (0 3)  (2 3)  (4 3)  (2 5)  (6 5)]),3,[1 4][6],([0  2  3  5]  [(5 0)  (0 3)  (2 3)  (2 5)]),2,2.0,[0 3][2 5],1.0,1000,64,2,0.9916497466405592,random_mc2_n7_mid3_d1000_05_mr098_r10_91.uai,7,4,4
0,4.857142857142857,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12  13]  [(8 0)  (9 1)  (10 2)  (11 3)  (5 4)  (12 6)  (13 7)]),1.0714285714285714,([0  1  2  3  4  5  6  7  8  9  10  11  12  13]  [(6 0)  (8 0)  (2 1)  (9 1)  (4 2)  (10 2)  (4 3)  (6 3)  (11 3)  (5 4)  (2 6)  (12 6)  (1 7)  (2 7)  (13 7)]),7,[8][9][10][11][5][12][13],([0  1  2  3  4  6  7]  [(6 0)  (2 1)  (4 2)  (4 3)  (6 3)  (2 6)  (1 7)  (2 7)]),1,2.0,[0][1][2][3][4][6][7],1.1428571428571428,1000,8,0,0.995420323943988,random_mc2_n8_mid3_d1000_05_mr098_r10_12.uai,14,7,5
0,3.0,2.0,([0  1  2  3  4  5]  [(2 1)  (5 3)  (0 4)]),0.8333333333333334,([0  1  2  3  4  5]  [(2 1)  (3 1)  (4 3)  (5 3)  (0 4)]),3,[0][2][5],([1  3  4]  [(3 1)  (4 3)]),1,1.0,[4][1][3],0.6666666666666666,1000,4,0,0.9980536602766948,random_mc2_n5_mid3_d1000_05_mr098_r10_63.uai,6,3,3
0,8.666666666666666,3.0,([0  1  2  3  4  5  6]  [(2 0)  (5 1)  (6 3)  (2 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(2 0)  (3 0)  (4 1)  (5 1)  (1 3)  (4 3)  (6 3)  (2 4)]),3,[2][5][6],([0  1  3  4]  [(3 0)  (4 1)  (1 3)  (4 3)]),1,2.0,[0 4][1][3],1.0,1500,16,1,0.9867698280422128,random_mc2_n5_mid3_d1000_05_mr098_r10_24.uai,7,4,4
0,25.33333333333333,3.0,([0  1  2  3  4  5  6]  [(3 0)  (5 0)  (5 1)  (3 2)  (6 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(2 0)  (3 0)  (5 0)  (0 1)  (4 1)  (5 1)  (3 2)  (2 4)  (6 4)]),3,[3 5][6],([0  1  2  4]  [(2 0)  (0 1)  (4 1)  (2 4)]),2,2.0,[0 1 2][4],1.0,2000,64,2,0.9943800332933022,random_mc2_n6_mid3_d1000_05_mr098_r10_85.uai,7,4,4
0,12.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (6 2)  (6 3)  (9 4)  (10 5)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (4 0)  (7 0)  (3 1)  (4 1)  (8 1)  (3 2)  (4 2)  (6 2)  (6 3)  (3 4)  (9 4)  (1 5)  (4 5)  (10 5)]),5,[7][8][6][9][10],([0  1  2  3  4  5]  [(1 0)  (4 0)  (3 1)  (4 1)  (3 2)  (4 2)  (3 4)  (1 5)  (4 5)]),1,2.0,[0][1][2 3][4][5],1.5,1000,16,1,0.9842001127111132,random_mc2_n7_mid3_d1000_05_mr098_r10_28.uai,11,6,6
0,7.0,3.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (6 1)  (7 2)  (8 4)  (3 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(3 0)  (0 1)  (5 1)  (6 1)  (0 2)  (7 2)  (2 4)  (8 4)  (0 5)  (3 5)  (4 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(0 1)  (5 1)  (0 2)  (2 4)  (0 5)  (4 5)]),1,2.0,[0 5][1][2][4],1.2,1000,16,1,0.9945746100511612,random_mc2_n6_mid3_d1000_05_mr098_r10_68.uai,9,5,4
0,4.0,3.0,([0  1  2  3  4]  [(0 2)  (1 3)  (1 4)]),1.0,([0  1  2  3  4]  [(0 2)  (1 3)  (2 3)  (4 3)  (1 4)]),2,[0][1],([2  3  4]  [(2 3)  (4 3)]),1,2.0,[2][3 4],0.6666666666666666,2000,6,1,0.985654161720662,random_mc2_n5_mid3_d1000_05_mr098_r10_47.uai,5,3,3
0,8.666666666666666,3.0,([0  1  2  3  4  5]  [(5 0)  (1 2)  (3 2)  (1 4)]),1.1666666666666667,([0  1  2  3  4  5]  [(2 0)  (5 0)  (1 2)  (3 2)  (0 4)  (1 4)  (2 4)]),3,[5][1 3],([0  2  4]  [(2 0)  (0 4)  (2 4)]),2,2.0,[0][2 4],1.0,1000,20,2,0.985861127867508,random_mc2_n5_mid3_d1000_05_mr098_r10_1.uai,6,3,4
0,5.333333333333333,3.0,([0  1  2  3  4  5]  [(1 0)  (4 0)  (5 2)  (4 3)]),1.0,([0  1  2  3  4  5]  [(1 0)  (3 0)  (4 0)  (3 2)  (5 2)  (4 3)]),3,[1 4][5],([0  2  3]  [(3 0)  (3 2)]),2,1.0,[0 3][2],0.6666666666666666,1000,8,2,0.9977931831727764,random_mc2_n5_mid3_d1000_05_mr098_r10_70.uai,6,3,3
