,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,model_file,num_vars,num_endo_vars,max_indegree
0,4.75,,([0  1  2  3  4  5  6  7]  [(0 1)  (3 1)  (6 2)  (0 4)  (7 5)]),1.0,([0  1  2  3  4  5  6  7]  [(0 1)  (3 1)  (5 1)  (4 2)  (6 2)  (0 4)  (2 5)  (7 5)]),4,[0 3][6][7],([1  2  4  5]  [(5 1)  (4 2)  (2 5)]),2,1.0,[1 4][2][5],0.75,1000,8,2,0.9974815963890138,random_mc2_n6_mid3_d1000_05_mr098_r10_119.uai,8,4,3
0,12.8,,([0  1  2  3  4  5  6  7  8  9  10]  [(2 0)  (7 1)  (8 3)  (2 4)  (9 5)  (10 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(2 0)  (0 1)  (5 1)  (7 1)  (6 3)  (8 3)  (1 4)  (2 4)  (6 4)  (0 5)  (3 5)  (9 5)  (0 6)  (10 6)]),5,[2][7][8][9][10],([0  1  3  4  5  6]  [(0 1)  (5 1)  (6 3)  (1 4)  (6 4)  (0 5)  (3 5)  (0 6)]),1,,[0 4][1][3][5][6],1.3333333333333333,2000,24,1,0.984177964089718,random_mc2_n7_mid3_d1000_05_mr098_r10_124.uai,11,6,4
0,65.55555555555556,4.0,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18]  [(13 0)  (14 2)  (15 4)  (3 5)  (16 6)  (10 7)  (1 8)  (17 9)  (18 11)  (1 12)  (3 12)]),1.368421052631579,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18]  [(2 0)  (6 0)  (13 0)  (6 2)  (8 2)  (12 2)  (14 2)  (2 4)  (7 4)  (15 4)  (3 5)  (5 6)  (16 6)  (10 7)  (1 8)  (6 8)  (0 9)  (7 9)  (8 9)  (17 9)  (0 11)  (9 11)  (18 11)  (1 12)  (3 12)  (6 12)]),9,[13][1 3][14][15][16][10][17][18],([0  2  4  5  6  7  8  9  11  12]  [(2 0)  (6 0)  (6 2)  (8 2)  (12 2)  (2 4)  (7 4)  (5 6)  (6 8)  (0 9)  (7 9)  (8 9)  (0 11)  (9 11)  (6 12)]),2,3.0,[0][5 8 12][2][4][6][7][9][11],1.5,3000,256,2,0.980309353710694,random_mc2_n13_mid3_d1000_05_mr098_r10_112.uai,19,10,6
0,2.75,3.0,([0  1  2  3  4  5  6  7]  [(5 0)  (6 1)  (7 2)  (3 4)]),1.0,([0  1  2  3  4  5  6  7]  [(4 0)  (5 0)  (4 1)  (6 1)  (0 2)  (1 2)  (7 2)  (3 4)]),4,[5][6][7][3],([0  1  2  4]  [(4 0)  (4 1)  (0 2)  (1 2)]),1,2.0,[0][1][2][4],1.0,1000,4,0,0.9854401829388012,random_mc2_n5_mid3_d1000_05_mr098_r10_12.uai,8,4,3
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 1)  (0 2)  (0 3)  (6 4)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(2 1)  (5 1)  (0 2)  (0 3)  (2 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(2 1)  (2 4)]),1,1.0,[2 3][1][4],0.5,2000,4,1,0.9951830717112474,random_mc2_n5_mid3_d1000_05_mr098_r10_131.uai,7,4,3
0,3.6666666666666665,3.0,([0  1  2  3  4  5  6]  [(4 0)  (4 1)  (5 2)  (6 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (2 0)  (4 0)  (4 1)  (1 2)  (5 2)  (0 3)  (6 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (2 0)  (1 2)  (0 3)]),1,2.0,[0 1][2][3],1.0,1500,4,1,0.9978124322401096,random_mc2_n5_mid3_d1000_05_mr098_r10_4.uai,7,4,4
0,3.5,2.0,([0  1  2  3  4  5  6  7]  [(5 0)  (3 1)  (6 2)  (7 4)]),0.875,([0  1  2  3  4  5  6  7]  [(1 0)  (5 0)  (3 1)  (4 2)  (6 2)  (1 4)  (7 4)]),4,[5][3][6][7],([0  1  2  4]  [(1 0)  (4 2)  (1 4)]),1,1.0,[0][1][2][4],0.75,1000,4,0,0.9894305902251652,random_mc2_n5_mid3_d1000_05_mr098_r10_198.uai,8,4,3
0,5.0,3.0,([0  1  2  3  4  5]  [(1 2)  (0 3)  (1 4)  (0 5)]),1.0,([0  1  2  3  4  5]  [(1 2)  (4 2)  (5 2)  (0 3)  (1 4)  (0 5)]),2,[0][1],([2  3  4  5]  [(4 2)  (5 2)]),1,2.0,[3 5][2 4],0.5,2500,6,1,0.9878052044189404,random_mc2_n6_mid3_d1000_05_mr098_r10_58.uai,6,4,3
0,3.0,2.0,([0  1  2  3  4  5]  [(5 1)  (0 3)  (0 4)  (2 4)]),1.0,([0  1  2  3  4  5]  [(3 1)  (5 1)  (0 3)  (4 3)  (0 4)  (2 4)]),3,[0 2][5],([1  3  4]  [(3 1)  (4 3)]),2,1.0,[3 4][1],0.6666666666666666,1000,4,2,0.9966109249819513,random_mc2_n5_mid3_d1000_05_mr098_r10_26.uai,6,3,3
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (4 1)  (4 2)  (7 3)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (2 1)  (4 1)  (4 2)  (2 3)  (7 3)  (1 5)  (3 5)  (8 5)]),4,[6][4][7][8],([0  1  2  3  5]  [(2 0)  (5 0)  (2 1)  (2 3)  (1 5)  (3 5)]),1,3.0,[0][1 2][3][5],1.2,1000,16,1,0.9966015904828516,random_mc2_n6_mid3_d1000_05_mr098_r10_2.uai,9,5,4
0,3.5,3.0,([0  1  2  3  4  5  6  7  8]  [(6 1)  (0 2)  (7 3)  (0 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 1)  (6 1)  (0 2)  (2 3)  (4 3)  (7 3)  (0 4)  (2 4)  (3 5)  (8 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(4 1)  (2 3)  (4 3)  (2 4)  (3 5)]),1,2.0,[2 4][1][3][5],1.0,1000,4,1,0.9282146325985772,random_mc2_n6_mid3_d1000_05_mr098_r10_15.uai,9,5,4
0,5.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (3 1)  (3 2)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 0)  (3 1)  (0 2)  (1 2)  (3 2)  (1 4)  (7 4)  (4 5)  (8 5)]),4,[6][3][7][8],([0  1  2  4  5]  [(4 0)  (0 2)  (1 2)  (1 4)  (4 5)]),1,2.0,[0][1 2][4][5],1.0,1000,8,1,0.9975145744299466,random_mc2_n6_mid3_d1000_05_mr098_r10_27.uai,9,5,4
0,80.0,4.0,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14]  [(10 0)  (11 1)  (12 2)  (7 4)  (3 5)  (7 5)  (3 6)  (13 8)  (14 9)]),1.4,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14]  [(6 0)  (10 0)  (6 1)  (11 1)  (1 2)  (6 2)  (9 2)  (12 2)  (6 4)  (7 4)  (3 5)  (4 5)  (7 5)  (3 6)  (1 8)  (4 8)  (6 8)  (13 8)  (1 9)  (6 9)  (14 9)]),7,[10][11][12][3 7][13][14],([0  1  2  4  5  6  8  9]  [(6 0)  (6 1)  (1 2)  (6 2)  (9 2)  (6 4)  (4 5)  (1 8)  (4 8)  (6 8)  (1 9)  (6 9)]),2,3.0,[0][1][2][4 5 6][8][9],1.5,5000,256,2,0.9834288050598692,random_mc2_n10_mid3_d1000_05_mr098_r10_162.uai,15,8,7
0,64.33333333333333,4.0,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17]  [(4 0)  (12 1)  (13 2)  (14 5)  (15 7)  (16 8)  (6 9)  (17 10)  (3 11)  (4 11)]),1.3888888888888888,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17]  [(4 0)  (2 1)  (5 1)  (8 1)  (12 1)  (5 2)  (11 2)  (13 2)  (0 5)  (10 5)  (14 5)  (10 7)  (11 7)  (15 7)  (2 8)  (5 8)  (9 8)  (16 8)  (6 9)  (11 9)  (9 10)  (17 10)  (0 11)  (3 11)  (4 11)]),9,[3 4][12][13][14][6][15][16][17],([0  1  2  5  7  8  9  10  11]  [(2 1)  (5 1)  (8 1)  (5 2)  (11 2)  (0 5)  (10 5)  (10 7)  (11 7)  (2 8)  (5 8)  (9 8)  (11 9)  (9 10)  (0 11)]),2,3.0,[0 11][1][2][5][9][7][8][10],1.6666666666666667,1000,256,2,0.9819219169091732,random_mc2_n12_mid3_d1000_05_mr098_r10_147.uai,18,9,6
0,4.5,3.0,([0  1  2  3  4  5  6  7  8]  [(0 1)  (7 3)  (0 4)  (8 5)  (2 6)]),1.0,([0  1  2  3  4  5  6  7  8]  [(0 1)  (1 3)  (7 3)  (0 4)  (1 4)  (6 4)  (6 5)  (8 5)  (2 6)]),4,[0][2][7][8],([1  3  4  5  6]  [(1 3)  (1 4)  (6 4)  (6 5)]),1,2.0,[1 4][6][3][5],0.8,1500,8,1,0.9992457705169332,random_mc2_n7_mid3_d1000_05_mr098_r10_177.uai,9,5,3
0,36.0,3.0,([0  1  2  3  4]  [(4 1)  (0 2)  (0 3)  (4 3)]),1.4,([0  1  2  3  4]  [(4 1)  (0 2)  (1 2)  (3 2)  (0 3)  (1 3)  (4 3)]),2,[0 4],([1  2  3]  [(1 2)  (3 2)  (1 3)]),2,2.0,[1 2 3],1.0,3500,64,2,0.9836116355687156,random_mc2_n5_mid3_d1000_05_mr098_r10_200.uai,5,3,4
0,5.333333333333333,2.0,([0  1  2  3  4  5  6]  [(5 1)  (0 2)  (0 3)  (6 4)]),1.0,([0  1  2  3  4  5  6]  [(2 1)  (5 1)  (0 2)  (0 3)  (4 3)  (2 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(2 1)  (4 3)  (2 4)]),1,1.0,[2 3][1][4],0.75,2000,8,1,0.999157901617652,random_mc2_n5_mid3_d1000_05_mr098_r10_55.uai,7,4,3
0,6.0,4.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (3 1)  (6 2)  (7 4)  (8 5)]),1.3333333333333333,([0  1  2  3  4  5  6  7  8]  [(3 0)  (2 1)  (3 1)  (0 2)  (6 2)  (0 4)  (5 4)  (7 4)  (0 5)  (1 5)  (2 5)  (8 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(2 1)  (0 2)  (0 4)  (5 4)  (0 5)  (1 5)  (2 5)]),1,3.0,[0 1][2][4][5],1.4,2000,8,1,0.9837094445635914,random_mc2_n6_mid3_d1000_05_mr098_r10_91.uai,9,5,5
0,6.666666666666667,3.0,([0  1  2  3  4  5]  [(1 0)  (4 0)  (5 2)  (1 3)  (4 3)]),1.1666666666666667,([0  1  2  3  4  5]  [(1 0)  (2 0)  (4 0)  (3 2)  (5 2)  (1 3)  (4 3)]),3,[1 4][5],([0  2  3]  [(2 0)  (3 2)]),2,1.0,[0 3][2],0.6666666666666666,1000,8,2,0.9949984690808534,random_mc2_n5_mid3_d1000_05_mr098_r10_97.uai,6,3,3
0,8.666666666666666,,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(9 0)  (2 1)  (4 1)  (2 3)  (4 5)  (10 6)  (11 7)  (12 8)]),1.1538461538461535,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(1 0)  (8 0)  (9 0)  (2 1)  (3 1)  (4 1)  (2 3)  (4 5)  (7 5)  (0 6)  (10 6)  (8 7)  (11 7)  (3 8)  (12 8)]),6,[9][2 4][10][11][12],([0  1  3  5  6  7  8]  [(1 0)  (8 0)  (3 1)  (7 5)  (0 6)  (8 7)  (3 8)]),2,2.0,[0][1 3 5][6][7][8],1.0,2500,16,2,0.98643501455337,random_mc2_n9_mid3_d1000_05_mr098_r10_163.uai,13,7,4
0,5.333333333333333,3.0,([0  1  2  3  4  5]  [(5 0)  (4 1)  (3 2)  (4 2)]),1.0,([0  1  2  3  4  5]  [(1 0)  (5 0)  (4 1)  (0 2)  (3 2)  (4 2)]),3,[5][3 4],([0  1  2]  [(1 0)  (0 2)]),2,1.0,[0][1 2],0.6666666666666666,1500,8,2,0.9986507788889214,random_mc2_n5_mid3_d1000_05_mr098_r10_29.uai,6,3,3
0,6.75,,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15]  [(9 0)  (2 1)  (10 3)  (11 4)  (12 5)  (13 6)  (14 7)  (15 8)]),1.1875,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15]  [(5 0)  (8 0)  (9 0)  (2 1)  (7 3)  (8 3)  (10 3)  (1 4)  (11 4)  (4 5)  (12 5)  (7 6)  (13 6)  (1 7)  (4 7)  (14 7)  (6 8)  (7 8)  (15 8)]),8,[9][2][10][11][12][13][14][15],([0  1  3  4  5  6  7  8]  [(5 0)  (8 0)  (7 3)  (8 3)  (1 4)  (4 5)  (7 6)  (1 7)  (4 7)  (6 8)  (7 8)]),1,,[0][1][3][4][5][6][7][8],1.375,1000,16,0,0.9858267609446072,random_mc2_n9_mid3_d1000_05_mr098_r10_29.uai,16,8,6
0,8.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(6 0)  (9 1)  (4 2)  (10 3)  (6 5)  (7 8)]),1.0909090909090908,([0  1  2  3  4  5  6  7  8  9  10]  [(6 0)  (3 1)  (9 1)  (1 2)  (4 2)  (0 3)  (10 3)  (1 5)  (3 5)  (6 5)  (5 8)  (7 8)]),5,[6][9][4][10][7],([0  1  2  3  5  8]  [(3 1)  (1 2)  (0 3)  (1 5)  (3 5)  (5 8)]),1,2.0,[0 5][1][2][3][8],1.0,5000,24,1,0.9895136322179408,random_mc2_n9_mid3_d1000_05_mr098_r10_133.uai,11,6,4
0,75.0,4.0,([0  1  2  3  4  5  6  7  8]  [(4 1)  (0 2)  (4 2)  (7 3)  (8 5)  (0 6)]),1.4444444444444444,([0  1  2  3  4  5  6  7  8]  [(4 1)  (5 1)  (6 1)  (0 2)  (4 2)  (1 3)  (5 3)  (6 3)  (7 3)  (2 5)  (8 5)  (0 6)  (5 6)]),4,[0 4][7][8],([1  2  3  5  6]  [(5 1)  (6 1)  (1 3)  (5 3)  (6 3)  (2 5)  (5 6)]),2,3.0,[1 2 6][3][5],1.4,1500,256,2,0.9880954375319148,random_mc2_n7_mid3_d1000_05_mr098_r10_149.uai,9,5,5
0,15.25,3.0,([0  1  2  3  4  5  6  7  8  9]  [(7 0)  (8 1)  (9 2)  (6 3)  (6 4)  (7 5)]),1.4,([0  1  2  3  4  5  6  7  8  9]  [(4 0)  (7 0)  (3 1)  (5 1)  (8 1)  (3 2)  (4 2)  (9 2)  (6 3)  (3 4)  (6 4)  (0 5)  (3 5)  (7 5)]),4,[7][8][9][6],([0  1  2  3  4  5]  [(4 0)  (3 1)  (5 1)  (3 2)  (4 2)  (3 4)  (0 5)  (3 5)]),1,2.0,[0 5][1][2][3 4],1.3333333333333333,4000,25,1,0.9967257667116114,random_mc2_n8_mid3_d1000_05_mr098_r10_160.uai,10,6,5
0,6.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (5 1)  (7 2)  (8 3)  (6 4)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(6 0)  (0 1)  (5 1)  (0 2)  (7 2)  (2 3)  (4 3)  (8 3)  (2 4)  (6 4)]),4,[6][5][7][8],([0  1  2  3  4]  [(0 1)  (0 2)  (2 3)  (4 3)  (2 4)]),1,2.0,[0 4][1][2][3],1.0,1000,8,1,0.997333304622262,random_mc2_n7_mid3_d1000_05_mr098_r10_95.uai,9,5,4
0,5.0,3.0,([0  1  2  3  4  5]  [(1 2)  (0 3)  (1 4)  (0 5)]),1.0,([0  1  2  3  4  5]  [(1 2)  (4 2)  (5 2)  (0 3)  (1 4)  (0 5)]),2,[0][1],([2  3  4  5]  [(4 2)  (5 2)]),1,2.0,[3 5][2 4],0.5,2500,6,1,0.9878052044189404,random_mc2_n6_mid3_d1000_05_mr098_r10_58.uai,6,4,3
0,9.0,3.0,([0  1  2  3  4  5]  [(4 0)  (1 2)  (4 3)  (1 5)]),1.3333333333333333,([0  1  2  3  4  5]  [(4 0)  (0 2)  (1 2)  (0 3)  (2 3)  (4 3)  (1 5)  (2 5)]),2,[4][1],([0  2  3  5]  [(0 2)  (0 3)  (2 3)  (2 5)]),1,2.0,[0 3][2 5],1.0,3500,12,1,0.996221892994478,random_mc2_n6_mid3_d1000_05_mr098_r10_142.uai,6,4,4
0,9.25,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15]  [(11 0)  (2 1)  (4 1)  (12 3)  (13 5)  (14 6)  (15 8)  (7 9)  (2 10)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15]  [(10 0)  (11 0)  (2 1)  (4 1)  (5 1)  (6 3)  (12 3)  (0 5)  (10 5)  (13 5)  (5 6)  (10 6)  (14 6)  (9 8)  (10 8)  (15 8)  (3 9)  (7 9)  (10 9)  (2 10)]),8,[11][2 4][12][13][14][7][15],([0  1  3  5  6  8  9  10]  [(10 0)  (5 1)  (6 3)  (0 5)  (10 5)  (5 6)  (10 6)  (9 8)  (10 8)  (3 9)  (10 9)]),2,2.0,[0][1 10][3][5][6][9][8],1.375,3500,16,2,0.9851871147712292,random_mc2_n11_mid3_d1000_05_mr098_r10_192.uai,16,8,6
0,6.0,3.0,([0  1  2  3  4  5  6  7]  [(6 0)  (7 2)  (3 4)  (1 5)]),0.875,([0  1  2  3  4  5  6  7]  [(5 0)  (6 0)  (0 2)  (4 2)  (7 2)  (3 4)  (1 5)]),4,[6][1][7][3],([0  2  4  5]  [(5 0)  (0 2)  (4 2)]),1,2.0,[0][5][2][4],0.75,2500,16,0,0.9809393708792288,random_mc2_n6_mid3_d1000_05_mr098_r10_93.uai,8,4,3
0,6.75,3.0,([0  1  2  3  4  5  6  7  8]  [(8 0)  (7 2)  (6 3)  (7 4)  (1 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (4 0)  (8 0)  (7 2)  (6 3)  (5 4)  (7 4)  (1 5)  (3 5)]),4,[8][1][7][6],([0  2  3  4  5]  [(3 0)  (4 0)  (5 4)  (3 5)]),1,2.0,[0][5][2 4][3],0.8,3000,16,1,0.9943383749758714,random_mc2_n8_mid3_d1000_05_mr098_r10_48.uai,9,5,3
0,9.6,,([0  1  2  3  4  5  6  7  8  9]  [(2 0)  (7 3)  (8 4)  (1 5)  (2 5)  (9 6)]),1.2,([0  1  2  3  4  5  6  7  8  9]  [(2 0)  (0 3)  (4 3)  (7 3)  (0 4)  (8 4)  (1 5)  (2 5)  (4 5)  (3 6)  (5 6)  (9 6)]),5,[1 2][7][8][9],([0  3  4  5  6]  [(0 3)  (4 3)  (0 4)  (4 5)  (3 6)  (5 6)]),2,2.0,[0 5][3][4][6],1.2,1000,16,2,0.9811821005083616,random_mc2_n7_mid3_d1000_05_mr098_r10_4.uai,10,5,4
0,7.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (4 2)  (8 3)  (4 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(3 0)  (5 0)  (6 0)  (5 1)  (7 1)  (4 2)  (5 2)  (1 3)  (8 3)  (4 5)]),4,[6][7][4][8],([0  1  2  3  5]  [(3 0)  (5 0)  (5 1)  (5 2)  (1 3)]),1,2.0,[0][1][2 5][3],1.0,1000,16,1,0.9993056789356204,random_mc2_n6_mid3_d1000_05_mr098_r10_51.uai,9,5,4
0,40.5,,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15]  [(11 0)  (2 4)  (12 5)  (13 6)  (1 7)  (1 8)  (3 8)  (14 9)  (15 10)]),1.375,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15]  [(4 0)  (7 0)  (9 0)  (11 0)  (2 4)  (6 4)  (7 4)  (4 5)  (6 5)  (12 5)  (7 6)  (13 6)  (1 7)  (1 8)  (3 8)  (7 8)  (4 9)  (5 9)  (14 9)  (5 10)  (9 10)  (15 10)]),8,[11][1 3][2][12][13][14][15],([0  4  5  6  7  8  9  10]  [(4 0)  (7 0)  (9 0)  (6 4)  (7 4)  (4 5)  (6 5)  (7 6)  (7 8)  (4 9)  (5 9)  (5 10)  (9 10)]),2,,[0][7 8][4][5][6][9][10],1.625,1500,256,2,0.9837680519424624,random_mc2_n11_mid3_d1000_05_mr098_r10_133.uai,16,8,6
