,N,dovar,obsvar,target,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
117,4,0,-1,1,12340,6,CVE,24.634,20.769,0.049786947746131426,0.049786947746131426,0.9502130522538685,0.9502130522538685
118,4,0,-1,1,12340,6,CCVE,589.835,59.982,0.049786947746131426,0.049786947746131426,0.9502130522538685,0.9502130522538685
119,4,0,-1,1,12340,6,CCALPeps,1044.741,990.984,0.04988378802968476,0.049883788029684815,0.9501162119703151,0.9501162119703153
120,5,0,-1,,1234,6,CVE,28.028,23.969,0.9253716881664275,0.9253716881664275,0.07462831183357253,0.07462831183357253
121,5,0,-1,,1234,6,CCVE,654.301,120.897,0.9253716881664276,0.9253716881664276,0.0746283118335725,0.0746283118335725
122,5,0,-1,,1234,6,CCALPeps,1558.282,1498.676,0.9252141456411236,0.9252141456411237,0.07478585435887633,0.07478585435887641
123,5,0,-1,,2468,6,CVE,30.21,25.554,0.9180478222395189,0.9180478222395189,0.0819521777604811,0.0819521777604811
124,5,0,-1,,2468,6,CCVE,669.832,99.0,0.9180478222395189,0.9180478222395189,0.08195217776048111,0.08195217776048111
125,5,0,-1,,2468,6,CCALPeps,1480.9,1417.666,0.9178797088693781,0.9178797088693782,0.08212029113062186,0.08212029113062196
126,5,0,-1,,3702,6,CVE,27.801,23.782,0.31764319434053184,0.31764319434053184,0.6823568056594681,0.6823568056594681
127,5,0,-1,,3702,6,CCVE,659.176,102.47,0.31764319434053184,0.31764319434053184,0.6823568056594681,0.6823568056594681
128,5,0,-1,,3702,6,CCALPeps,1633.496,1568.082,0.3176941479576187,0.3176941479576191,0.6823058520423809,0.6823058520423813
129,5,0,-1,,4936,6,CVE,28.542,24.379,0.04446269202150376,0.04446269202150376,0.9555373079784962,0.9555373079784962
130,5,0,-1,,4936,6,CCVE,653.371,104.935,0.044462692021503776,0.044462692021503776,0.9555373079784962,0.9555373079784962
131,5,0,-1,,4936,6,CCALPeps,1328.358,1273.044,0.04459615895756898,0.04459615895756908,0.9554038410424309,0.955403841042431
132,5,0,-1,,6170,6,CVE,28.994,24.01,0.3867999999999999,0.3867999999999999,0.6132,0.6132
133,5,0,-1,,6170,6,CCVE,670.413,106.243,0.3868,0.3868,0.6132,0.6132
134,5,0,-1,,6170,6,CCALPeps,1445.286,1388.182,0.38686630362681285,0.3868663036268133,0.6131336963731867,0.6131336963731872
135,5,0,-1,,7404,6,CVE,29.759,25.152,0.18419953546460327,0.18419953546460327,0.8158004645353968,0.8158004645353968
136,5,0,-1,,7404,6,CCVE,661.493,104.172,0.1841995354646032,0.1841995354646032,0.8158004645353969,0.8158004645353969
137,5,0,-1,,7404,6,CCALPeps,1428.807,1369.005,0.1843478392159577,0.18434783921595801,0.815652160784042,0.8156521607840422
138,5,0,-1,,8638,6,CVE,26.995,23.161,0.10252176393231091,0.10252176393231091,0.8974782360676891,0.8974782360676891
139,5,0,-1,,8638,6,CCVE,649.708,107.034,0.10252176393231091,0.10252176393231091,0.8974782360676891,0.8974782360676891
140,5,0,-1,,8638,6,CCALPeps,1633.177,1565.896,0.10266517791785394,0.10266517791785422,0.8973348220821458,0.8973348220821461
141,5,0,-1,,9872,6,CVE,28.454,24.29,0.05622879802553789,0.05622879802553789,0.9437712019744621,0.9437712019744621
142,5,0,-1,,9872,6,CCVE,690.624,107.352,0.05622879802553789,0.05622879802553789,0.9437712019744621,0.9437712019744621
143,5,0,-1,,9872,6,CCALPeps,1489.788,1432.148,0.05635994139078532,0.056359941390785394,0.9436400586092146,0.9436400586092146
144,5,0,-1,,11106,6,CVE,30.722,25.875,0.9250473371013334,0.9250473371013334,0.0749526628986666,0.0749526628986666
145,5,0,-1,,11106,6,CCVE,663.344,110.604,0.9250473371013335,0.9250473371013335,0.07495266289866659,0.07495266289866659
146,5,0,-1,,11106,6,CCALPeps,1456.948,1395.341,0.924894694781044,0.9248946947810441,0.07510530521895592,0.07510530521895602
147,5,0,-1,,12340,6,CVE,28.62,24.56,0.029385984416804997,0.029385984416804997,0.970614015583195,0.970614015583195
148,5,0,-1,,12340,6,CCVE,653.976,111.482,0.029385984416804997,0.029385984416804997,0.970614015583195,0.970614015583195
149,5,0,-1,,12340,6,CCALPeps,1513.39,1457.596,0.029478793679830143,0.0294787936798302,0.9705212063201698,0.9705212063201698
150,5,0,-1,1,1234,6,CVE,29.468,25.089,0.9545729312734136,0.9545729312734136,0.04542706872658636,0.04542706872658636
151,5,0,-1,1,1234,6,CCVE,660.134,126.817,0.9545729312734136,0.9545729312734136,0.04542706872658636,0.04542706872658636
152,5,0,-1,1,1234,6,CCALPeps,1736.765,1677.051,0.9544702047537513,0.9544702047537514,0.045529795246248596,0.04552979524624867
153,5,0,-1,1,2468,6,CVE,33.18,28.404,0.12047757376958038,0.12047757376958038,0.8795224262304197,0.8795224262304197
154,5,0,-1,1,2468,6,CCVE,654.282,100.168,0.12047757376958036,0.12047757376958036,0.8795224262304197,0.8795224262304197
155,5,0,-1,1,2468,6,CCALPeps,1480.887,1422.056,0.12063338836380437,0.12063338836380456,0.8793666116361954,0.8793666116361957
156,5,0,-1,1,3702,6,CVE,29.558,25.106,0.6603941557167906,0.6603941557167906,0.33960584428320933,0.33960584428320933
157,5,0,-1,1,3702,6,CCVE,705.398,110.741,0.6603941557167907,0.6603941557167907,0.3396058442832092,0.3396058442832092
158,5,0,-1,1,3702,6,CCALPeps,1567.352,1502.363,0.6604013740084758,0.6604013740084762,0.3395986259915238,0.3395986259915242
159,5,0,-1,1,4936,6,CVE,29.446,25.326,0.02447924692787607,0.02447924692787607,0.9755207530721238,0.9755207530721238
160,5,0,-1,1,4936,6,CCVE,662.763,120.571,0.02447924692787609,0.02447924692787609,0.9755207530721238,0.9755207530721238
161,5,0,-1,1,4936,6,CCALPeps,1446.634,1389.22,0.02456148973789382,0.024561489737893866,0.9754385102621062,0.9754385102621062
162,5,0,-1,1,6170,6,CVE,27.717,23.736,0.27,0.27,0.73,0.73
163,5,0,-1,1,6170,6,CCVE,660.494,118.5,0.27,0.27,0.73,0.73
164,5,0,-1,1,6170,6,CCALPeps,1403.955,1347.292,0.2700519936007597,0.27005199360076015,0.7299480063992398,0.7299480063992403
165,5,0,-1,1,7404,6,CVE,29.018,24.605,0.010334144313255715,0.010334144313255715,0.9896658556867443,0.9896658556867443
166,5,0,-1,1,7404,6,CCVE,656.5,111.912,0.010334144313255711,0.010334144313255711,0.9896658556867443,0.9896658556867443
167,5,0,-1,1,7404,6,CCALPeps,1474.337,1414.817,0.010439294859733233,0.010439294859733293,0.9895607051402667,0.9895607051402667
168,5,0,-1,1,8638,6,CVE,29.283,25.173,0.9799087185710293,0.9799087185710293,0.02009128142897061,0.02009128142897061
169,5,0,-1,1,8638,6,CCVE,699.195,110.844,0.9799087185710293,0.9799087185710293,0.020091281428970622,0.020091281428970622
170,5,0,-1,1,8638,6,CCALPeps,1492.743,1432.749,0.9798013001045676,0.9798013001045677,0.020198699895432326,0.02019869989543243
171,5,0,-1,1,9872,6,CVE,28.001,23.876,1.0,1.0,0.0,0.0
172,5,0,-1,1,9872,6,CCVE,711.739,114.107,1.0,1.0,0.0,0.0
173,5,0,-1,1,9872,6,CCALPeps,1489.637,1430.493,0.999899346538987,0.999899346538987,0.00010065346101292723,0.00010065346101295614
174,5,0,-1,1,11106,6,CVE,28.857,24.566,0.11982723914091876,0.11982723914091876,0.8801727608590812,0.8801727608590812
175,5,0,-1,1,11106,6,CCVE,678.952,115.368,0.11982723914091874,0.11982723914091874,0.8801727608590812,0.8801727608590812
176,5,0,-1,1,11106,6,CCALPeps,1450.034,1392.383,0.11997513043006099,0.11997513043006108,0.880024869569939,0.880024869569939
177,5,0,-1,1,12340,6,CVE,27.509,23.635,0.05000189164774467,0.05000189164774467,0.9499981083522553,0.9499981083522553
178,5,0,-1,1,12340,6,CCVE,711.421,116.877,0.05000189164774466,0.05000189164774466,0.9499981083522553,0.9499981083522553
179,5,0,-1,1,12340,6,CCALPeps,1589.463,1530.67,0.050098883027932466,0.05009888302793255,0.9499011169720675,0.9499011169720676
180,6,0,-1,,1234,6,CVE,38.723,36.002,0.9511876167902436,0.9511876167902436,0.048812383209756394,0.048812383209756394
181,6,0,-1,,1234,6,CCVE,976.661,372.638,0.9511876167902436,0.9511876167902436,0.04881238320975639,0.04881238320975639
182,6,0,-1,,1234,6,CCALPeps,1936.495,1874.688,0.9509917207388194,0.9509917207388195,0.0490082792611805,0.049008279261180565
183,6,0,-1,,2468,6,CVE,41.045,38.069,0.518645001339168,0.518645001339168,0.481354998660832,0.481354998660832
184,6,0,-1,,2468,6,CCVE,863.093,291.329,0.5186450013391679,0.5186450013391679,0.4813549986608321,0.4813549986608321
185,6,0,-1,,2468,6,CCALPeps,1858.032,1796.253,0.5186801760640873,0.5186801760640879,0.4813198239359121,0.48131982393591266
186,6,0,-1,,3702,6,CVE,36.838,34.42,0.45967899999999995,0.45967899999999995,0.5403209999999999,0.5403209999999999
187,6,0,-1,,3702,6,CCVE,897.876,317.951,0.45967900000000006,0.45967900000000006,0.5403209999999999,0.5403209999999999
188,6,0,-1,,3702,6,CCALPeps,2235.839,2172.851,0.45966748017373465,0.4596674801737352,0.5403325198262647,0.5403325198262654
189,6,0,-1,,4936,6,CVE,40.466,37.526,0.8146726915686384,0.8146726915686384,0.18532730843136153,0.18532730843136153
190,6,0,-1,,4936,6,CCVE,932.606,331.506,0.8146726915686384,0.8146726915686384,0.18532730843136155,0.18532730843136155
191,6,0,-1,,4936,6,CCALPeps,1944.956,1887.515,0.8145115400776699,0.8145115400776702,0.18548845992232976,0.18548845992233007
192,6,0,-1,,6170,6,CVE,37.514,34.689,0.03066000000000001,0.03066000000000001,0.96934,0.96934
193,6,0,-1,,6170,6,CCVE,966.143,315.147,0.030660000000000003,0.030660000000000003,0.96934,0.96934
194,6,0,-1,,6170,6,CCALPeps,2013.816,1951.921,0.03075054409576787,0.030750544095767926,0.9692494559042321,0.9692494559042322
195,6,0,-1,,7404,6,CVE,36.944,34.683,0.8386085768056524,0.8386085768056524,0.16139142319434766,0.16139142319434766
196,6,0,-1,,7404,6,CCVE,895.513,299.572,0.8386085768056525,0.8386085768056525,0.16139142319434754,0.16139142319434754
197,6,0,-1,,7404,6,CCALPeps,1916.631,1858.682,0.8384841884378644,0.8384841884378648,0.16151581156213535,0.16151581156213557
198,6,0,-1,,8638,6,CVE,36.29,33.889,0.7969899554765976,0.7969899554765976,0.20301004452340252,0.20301004452340252
199,6,0,-1,,8638,6,CCVE,922.058,330.791,0.7969899554765975,0.7969899554765975,0.2030100445234025,0.2030100445234025
200,6,0,-1,,8638,6,CCALPeps,2116.924,2059.92,0.7968215676513416,0.7968215676513418,0.20317843234865818,0.20317843234865837
201,6,0,-1,,9872,6,CVE,37.775,35.176,0.9635272800282334,0.9635272800282334,0.036472719971766605,0.036472719971766605
202,6,0,-1,,9872,6,CCVE,903.346,333.061,0.9635272800282334,0.9635272800282334,0.03647271997176659,0.03647271997176659
203,6,0,-1,,9872,6,CCALPeps,2132.031,2074.859,0.9634186013236576,0.9634186013236579,0.03658139867634218,0.03658139867634236
204,6,0,-1,,11106,6,CVE,36.822,34.331,0.9987208880737768,0.9987208880737768,0.0012791119262231781,0.0012791119262231781
205,6,0,-1,,11106,6,CCVE,908.984,327.859,0.9987208880737768,0.9987208880737768,0.0012791119262231785,0.0012791119262231785
206,6,0,-1,,11106,6,CCALPeps,2164.831,2107.582,0.9986333752998747,0.9986333752998747,0.0013666247001252688,0.001366624700125274
207,6,0,-1,,12340,6,CVE,37.979,35.136,0.10390661015624428,0.10390661015624428,0.8960933898437557,0.8960933898437557
208,6,0,-1,,12340,6,CCVE,941.508,339.664,0.10390661015624429,0.10390661015624429,0.8960933898437556,0.8960933898437556
209,6,0,-1,,12340,6,CCALPeps,2224.75,2161.378,0.10398607761830683,0.10398607761830712,0.8960139223816929,0.8960139223816932
210,6,0,-1,1,1234,6,CVE,38.012,35.334,0.9609809711497438,0.9609809711497438,0.039019028850256265,0.039019028850256265
211,6,0,-1,1,1234,6,CCVE,938.576,336.709,0.9609809711497438,0.9609809711497438,0.03901902885025627,0.03901902885025627
212,6,0,-1,1,1234,6,CCALPeps,2011.98,1952.56,0.9608884170226535,0.9608884170226535,0.039111582977346515,0.039111582977346515
213,6,0,-1,1,2468,6,CVE,36.597,34.296,0.10967404319399411,0.10967404319399411,0.8903259568060059,0.8903259568060059
214,6,0,-1,1,2468,6,CCVE,906.62,310.292,0.10967404319399414,0.10967404319399414,0.8903259568060059,0.8903259568060059
215,6,0,-1,1,2468,6,CCALPeps,1896.39,1837.414,0.10983082834564382,0.10983082834564396,0.890169171654356,0.8901691716543562
216,6,0,-1,1,3702,6,CVE,37.593,35.079,0.7099999999999999,0.7099999999999999,0.29000000000000004,0.29000000000000004
217,6,0,-1,1,3702,6,CCVE,917.539,329.041,0.7100000000000001,0.7100000000000001,0.29,0.29
