,N,dovar,obsvar,target,endovarsize,exovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
53,5,0,-1,,2,6,3702,CCALPeps,1181.316,1122.511,0.8775167713913844,0.959573841338124,0.040426158661876044,0.1224832286086156
54,5,0,-1,,2,7,1234,CCALPeps,1211.757,1157.622,0.781153052190379,0.7811609188372721,0.21883908116272788,0.218846947809621
55,5,0,-1,,2,7,2468,CCALPeps,1447.498,1392.735,0.7010900708568447,0.7192609533016878,0.2807390466983122,0.2989099291431553
56,5,0,-1,,2,7,3702,CCALPeps,1449.193,1393.368,0.025599737812196915,0.047887888750764086,0.9521121112492359,0.9744002621878031
57,5,0,-1,,2,8,1234,CCALPeps,1963.625,1906.281,0.5274179887914391,0.527471149071769,0.47252885092823105,0.4725820112085609
58,5,0,-1,,2,8,2468,CCALPeps,1874.031,1818.039,0.10786440555209811,0.11043820719776357,0.8895617928022365,0.8921355944479019
59,5,0,-1,,2,8,3702,CCALPeps,2062.633,2000.475,0.17429132347307197,0.2945348729291981,0.7054651270708019,0.825708676526928
60,7,0,-1,1,2,4,1234,CCALPeps,1042.38,984.165,0.6595041657956056,0.9396627311627735,0.06033726883722645,0.3404958342043944
61,7,0,-1,1,2,4,2468,CCALPeps,902.729,842.243,0.9997991640553114,0.9997991640553114,0.00020083594468855477,0.00020083594468855992
62,7,0,-1,1,2,4,3702,CCALPeps,1110.697,1054.003,0.25003001099650046,0.25005498350374955,0.7499450164962504,0.7499699890034995
63,7,0,-1,1,2,5,1234,CCALPeps,1550.377,1489.057,0.9454908959564651,0.9455766145109532,0.0544233854890468,0.05450910404353489
64,7,0,-1,1,2,5,2468,CCALPeps,1416.188,1355.282,0.2500639908011998,0.2500639908012,0.7499360091988,0.7499360091988002
65,7,0,-1,1,2,5,3702,CCALPeps,1374.697,1311.416,0.009893767065846982,0.00989376706584699,0.990106232934153,0.990106232934153
66,7,0,-1,1,2,6,1234,CCALPeps,2002.003,1944.348,0.145239823053611,0.14525517086078601,0.854744829139214,0.8547601769463891
67,7,0,-1,1,2,6,2468,CCALPeps,2119.398,2059.137,0.911544216090336,0.9115754406018286,0.0884245593981714,0.08845578390966402
68,7,0,-1,1,2,6,3702,CCALPeps,2038.956,1982.06,0.01038724065077474,0.979692986451369,0.02030701354863096,0.9896127593492252
69,7,0,-1,1,2,7,1234,CCALPeps,2175.759,2113.042,0.9447643901337,0.9447913418334389,0.055208658166561064,0.05523560986630005
70,7,0,-1,1,2,7,2468,CCALPeps,2372.615,2314.425,0.14049951753419412,0.2004714168025334,0.7995285831974667,0.8595004824658059
71,7,0,-1,1,2,7,3702,CCALPeps,2207.374,2148.15,0.15856342378604665,0.9895552447130096,0.010444755286990435,0.8414365762139533
72,7,0,-1,1,2,8,1234,CCALPeps,3048.633,2991.837,0.6337871384507947,0.6338442498550525,0.3661557501449475,0.3662128615492053
73,7,0,-1,1,2,8,2468,CCALPeps,3240.827,3183.279,0.040376905315167876,0.13994703029447095,0.860052969705529,0.9596230946848321
74,7,0,-1,1,2,8,3702,CCALPeps,3181.798,3119.419,0.04021508019024497,0.4797447433154268,0.5202552566845732,0.959784919809755
75,7,0,-1,,2,4,1234,CCALPeps,1063.917,1004.678,0.04303999596694451,0.242086907896089,0.757913092103911,0.9569600040330555
76,7,0,-1,,2,4,2468,CCALPeps,1021.118,957.362,0.19310391305857202,0.19310391305857222,0.8068960869414278,0.806896086941428
77,7,0,-1,,2,4,3702,CCALPeps,1193.187,1133.042,0.7698920315937609,0.7699689885036096,0.23003101149639044,0.23010796840623918
78,7,0,-1,,2,5,1234,CCALPeps,1438.925,1377.214,0.2930786223050382,0.29309389728054785,0.7069061027194521,0.7069213776949619
79,7,0,-1,,2,5,2468,CCALPeps,1384.467,1324.822,0.969846037393061,0.9699059994020596,0.03009400059794043,0.030153962606939
80,7,0,-1,,2,5,3702,CCALPeps,1458.997,1397.176,0.3370720841472925,0.33707208414729284,0.6629279158527072,0.6629279158527075
81,7,0,-1,,2,6,1234,CCALPeps,1799.947,1741.59,0.037959315831526896,0.03800815027918388,0.9619918497208161,0.9620406841684731
82,7,0,-1,,2,6,2468,CCALPeps,1972.091,1912.102,0.7192025553876764,0.7192238255779502,0.28077617442204983,0.2807974446123236
83,7,0,-1,,2,6,3702,CCALPeps,2003.376,1945.384,0.7770210410893557,0.7965985183852065,0.2034014816147936,0.22297895891064434
84,7,0,-1,,2,7,1234,CCALPeps,2230.548,2166.453,0.16399846994431455,0.16401727267976682,0.8359827273202332,0.8360015300556854
85,7,0,-1,,2,7,2468,CCALPeps,2310.541,2248.181,0.24375337237866626,0.25683492038040473,0.7431650796195952,0.7562466276213338
86,7,0,-1,,2,7,3702,CCALPeps,2210.64,2151.05,0.12290197837386552,0.13276126085608575,0.8672387391439143,0.8770980216261345
87,7,0,-1,,2,8,1234,CCALPeps,3043.868,2985.419,0.5658879687222984,0.5659221394457226,0.4340778605542775,0.4341120312777016
88,7,0,-1,,2,8,2468,CCALPeps,3032.216,2970.942,0.3091554197525998,0.30929260501376327,0.6907073949862368,0.6908445802474001
89,7,0,-1,,2,8,3702,CCALPeps,3310.007,3250.842,0.8143272310971091,0.8716639187416697,0.1283360812583303,0.18567276890289086
