,N,dovar,obsvar,target,endovarsize,exovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
14,3,0,-1,,2,7,2468,CCVE,791.75,363.73,0.18347151644824816,0.25654450261780104,0.743455497382199,0.8165284835517518
15,3,0,-1,,2,7,2468,CCALPeps,651.977,598.123,0.18366972763362902,0.25656808748263893,0.7434319125173611,0.816330272366371
16,3,0,-1,,2,7,3702,CCVE,517.766,47.358,0.07079646017699115,0.9753694581280788,0.02463054187192118,0.9292035398230089
17,3,0,-1,,2,7,3702,CCALPeps,712.041,657.264,0.07115189898762674,0.9746915512918208,0.025308448708179165,0.9288481010123733
18,3,0,-1,,2,8,1234,CCVE,501.328,40.527,0.01800232288037166,0.01800232288037166,0.9819976771196284,0.9819976771196284
19,3,0,-1,,2,8,1234,CCALPeps,865.509,809.608,0.01817345237708908,0.01817784185640143,0.9818221581435985,0.9818265476229109
20,3,0,-1,,2,8,2468,CCVE,539.253,85.777,0.04761904761904762,0.1634241245136187,0.8365758754863815,0.9523809523809524
21,3,0,-1,,2,8,2468,CCALPeps,855.686,799.643,0.04805653118242913,0.1633412162013912,0.8366587837986088,0.9519434688175709
22,3,0,-1,,2,8,3702,CCVE,875.797,423.786,0.0019801980198019802,0.04210526315789473,0.9578947368421052,0.998019801980198
23,3,0,-1,,2,8,3702,CCALPeps,824.597,769.227,0.002011533781622239,0.042474744426927356,0.9575252555730727,0.9979884662183778
24,5,0,-1,1,2,7,1234,CCVE,559.23,62.971,0.8820116054158607,0.8820116054158607,0.11798839458413926,0.11798839458413926
25,5,0,-1,1,2,7,1234,CCALPeps,1321.411,1262.137,0.8817907828607487,0.8818420774695708,0.11815792253042924,0.11820921713925125
26,5,0,-1,1,2,7,2468,CCVE,10407.471,9931.258,0.13305643582812934,0.1907406324896241,0.8092593675103759,0.8669435641718707
27,5,0,-1,1,2,7,2468,CCALPeps,1378.622,1322.936,0.13321752536819242,0.19077102814156016,0.8092289718584398,0.8667824746318076
28,5,0,-1,1,2,7,3702,CCVE,inf,inf,,,,
29,5,0,-1,1,2,7,3702,CCALPeps,inf,inf,,,,
30,5,0,-1,1,2,8,1234,CCVE,inf,inf,,,,
31,5,0,-1,1,2,8,1234,CCALPeps,inf,inf,,,,
32,5,0,-1,1,2,8,2468,CCVE,inf,inf,,,,
33,5,0,-1,1,2,8,2468,CCALPeps,inf,inf,,,,
34,5,0,-1,1,2,8,3702,CCVE,inf,inf,,,,
35,5,0,-1,1,2,8,3702,CCALPeps,inf,inf,,,,
36,5,0,-1,,2,7,1234,CCVE,inf,inf,,,,
37,5,0,-1,,2,7,1234,CCALPeps,inf,inf,,,,
38,5,0,-1,,2,7,2468,CCVE,inf,inf,,,,
39,5,0,-1,,2,7,2468,CCALPeps,inf,inf,,,,
40,5,0,-1,,2,7,3702,CCVE,inf,inf,,,,
41,5,0,-1,,2,7,3702,CCALPeps,inf,inf,,,,
42,5,0,-1,,2,8,1234,CCVE,inf,inf,,,,
43,5,0,-1,,2,8,1234,CCALPeps,inf,inf,,,,
44,5,0,-1,,2,8,2468,CCVE,inf,inf,,,,
45,5,0,-1,,2,8,2468,CCALPeps,inf,inf,,,,
46,5,0,-1,,2,8,3702,CCVE,inf,inf,,,,
47,5,0,-1,,2,8,3702,CCALPeps,inf,inf,,,,
48,7,0,-1,1,2,7,1234,CCVE,inf,inf,,,,
49,7,0,-1,1,2,7,1234,CCALPeps,inf,inf,,,,
50,7,0,-1,1,2,7,2468,CCVE,inf,inf,,,,
51,7,0,-1,1,2,7,2468,CCALPeps,inf,inf,,,,
52,7,0,-1,1,2,7,3702,CCVE,,,,,,
53,7,0,-1,1,2,7,3702,CCALPeps,,,,,,
54,7,0,-1,1,2,8,1234,CCVE,,,,,,
55,7,0,-1,1,2,8,1234,CCALPeps,,,,,,
56,7,0,-1,1,2,8,2468,CCVE,,,,,,
57,7,0,-1,1,2,8,2468,CCALPeps,,,,,,
58,7,0,-1,1,2,8,3702,CCVE,,,,,,
59,7,0,-1,1,2,8,3702,CCALPeps,,,,,,
60,7,0,-1,,2,7,1234,CCVE,,,,,,
61,7,0,-1,,2,7,1234,CCALPeps,,,,,,
62,7,0,-1,,2,7,2468,CCVE,,,,,,
63,7,0,-1,,2,7,2468,CCALPeps,,,,,,
64,7,0,-1,,2,7,3702,CCVE,,,,,,
65,7,0,-1,,2,7,3702,CCALPeps,,,,,,
66,7,0,-1,,2,8,1234,CCVE,,,,,,
67,7,0,-1,,2,8,1234,CCALPeps,,,,,,
68,7,0,-1,,2,8,2468,CCVE,,,,,,
69,7,0,-1,,2,8,2468,CCALPeps,,,,,,
70,7,0,-1,,2,8,3702,CCVE,,,,,,
71,7,0,-1,,2,8,3702,CCALPeps,,,,,,
