,N,dovar,obsvar,target,endovarsize,exovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
34,5,0,-1,1,2,,3702,CCVE,497.991,46.405,0.004890535253475402,0.004890535253475402,0.9951094647465245,0.9951094647465245
35,5,0,-1,1,2,,3702,CCALPeps,949.155,891.776,0.004990174084024147,0.004990174084024156,0.9950098259159759,0.9950098259159759
36,5,0,-1,,2,5,1234,CCVE,524.942,57.069,0.4938838510515146,0.4938838510515146,0.5061161489484854,0.5061161489484854
37,5,0,-1,,2,5,1234,CCALPeps,874.424,814.897,0.49388018081276436,0.49390540018468215,0.5060945998153179,0.5061198191872356
38,5,0,-1,,2,5,2468,CCVE,526.805,47.539,0.3681567546278062,0.3681567546278062,0.6318432453721938,0.6318432453721938
39,5,0,-1,,2,5,2468,CCALPeps,1005.39,948.082,0.3681874459661882,0.36820683808776195,0.6317931619122381,0.6318125540338118
40,5,0,-1,,2,5,3702,CCVE,501.141,46.92,0.3641263631066345,0.3641263631066345,0.6358736368933655,0.6358736368933655
41,5,0,-1,,2,5,3702,CCALPeps,938.657,879.695,0.364092340338614,0.3640923403386143,0.6359076596613857,0.635907659661386
42,5,0,-1,,2,,1234,CCVE,504.279,51.922,0.4938838510515146,0.4938838510515146,0.5061161489484854,0.5061161489484854
43,5,0,-1,,2,,1234,CCALPeps,889.685,831.578,0.49388018081276436,0.49390540018468215,0.5060945998153179,0.5061198191872356
44,5,0,-1,,2,,2468,CCVE,512.492,49.721,0.3681567546278062,0.3681567546278062,0.6318432453721938,0.6318432453721938
45,5,0,-1,,2,,2468,CCALPeps,961.024,904.573,0.3681874459661882,0.368206838087762,0.631793161912238,0.6318125540338118
46,5,0,-1,,2,,3702,CCVE,514.993,51.728,0.3641263631066345,0.3641263631066345,0.6358736368933655,0.6358736368933655
47,5,0,-1,,2,,3702,CCALPeps,999.028,945.897,0.364092340338614,0.3640923403386143,0.6359076596613857,0.635907659661386
48,7,0,-1,1,2,5,1234,CCVE,602.229,72.566,0.9456567989787855,0.9456567989787855,0.05434320102121451,0.05434320102121451
49,7,0,-1,1,2,5,1234,CCALPeps,1447.013,1388.43,0.9454908959564651,0.9455766145109532,0.0544233854890468,0.054509104043534914
50,7,0,-1,1,2,5,2468,CCVE,578.229,74.889,0.25,0.25,0.7499999999999999,0.7499999999999999
51,7,0,-1,1,2,5,2468,CCALPeps,1369.661,1310.019,0.2500639908011998,0.25006399080119995,0.7499360091988001,0.7499360091988002
52,7,0,-1,1,2,5,3702,CCVE,573.566,74.734,0.009704227022894727,0.009704227022894727,0.9902957729771054,0.9902957729771054
53,7,0,-1,1,2,5,3702,CCALPeps,1423.335,1365.086,0.009893767065846982,0.00989376706584699,0.990106232934153,0.990106232934153
54,7,0,-1,1,2,,1234,CCVE,606.774,77.026,0.9456567989787855,0.9456567989787855,0.05434320102121451,0.05434320102121451
55,7,0,-1,1,2,,1234,CCALPeps,1412.174,1352.191,0.9454908959564651,0.9455766145109532,0.0544233854890468,0.05450910404353489
56,7,0,-1,1,2,,2468,CCVE,553.022,74.731,0.25,0.25,0.7499999999999999,0.7499999999999999
57,7,0,-1,1,2,,2468,CCALPeps,1370.039,1311.624,0.2500639908011998,0.2500639908012,0.7499360091988,0.7499360091988002
58,7,0,-1,1,2,,3702,CCVE,601.11,74.023,0.009704227022894727,0.009704227022894727,0.9902957729771054,0.9902957729771054
59,7,0,-1,1,2,,3702,CCALPeps,1425.042,1364.73,0.00989376706584698,0.00989376706584699,0.990106232934153,0.990106232934153
60,7,0,-1,,2,5,1234,CCVE,589.953,77.343,0.292960914230138,0.292960914230138,0.707039085769862,0.707039085769862
61,7,0,-1,,2,5,1234,CCALPeps,1446.06,1384.007,0.2930786223050382,0.29309389728054785,0.7069061027194521,0.7069213776949619
62,7,0,-1,,2,5,2468,CCVE,536.685,73.611,0.9699999999999999,0.9699999999999999,0.03,0.03
63,7,0,-1,,2,5,2468,CCALPeps,1498.928,1440.959,0.969846037393061,0.9699059994020596,0.03009400059794043,0.030153962606939
64,7,0,-1,,2,5,3702,CCVE,540.813,71.303,0.33691955871304485,0.33691955871304485,0.6630804412869552,0.6630804412869552
65,7,0,-1,,2,5,3702,CCALPeps,1511.327,1451.332,0.3370720841472925,0.33707208414729284,0.6629279158527072,0.6629279158527075
66,7,0,-1,,2,,1234,CCVE,584.543,81.031,0.292960914230138,0.292960914230138,0.707039085769862,0.707039085769862
67,7,0,-1,,2,,1234,CCALPeps,1370.183,1307.145,0.2930786223050381,0.29309389728054785,0.7069061027194521,0.7069213776949619
68,7,0,-1,,2,,2468,CCVE,567.082,77.305,0.9699999999999999,0.9699999999999999,0.03,0.03
69,7,0,-1,,2,,2468,CCALPeps,1395.597,1340.706,0.969846037393061,0.9699059994020596,0.03009400059794043,0.030153962606939
70,7,0,-1,,2,,3702,CCVE,553.884,72.0,0.33691955871304485,0.33691955871304485,0.6630804412869552,0.6630804412869552
71,7,0,-1,,2,,3702,CCALPeps,1401.932,1345.077,0.3370720841472925,0.33707208414729284,0.6629279158527072,0.6629279158527075
