,N,dovar,obsvar,target,endovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
38,9,0,-1,1,2,2468,CCVE,707.621,191.839,0.24999999999999997,0.24999999999999997,0.75,0.75
39,9,0,-1,1,2,2468,CCALPeps,1996.459,1937.068,0.2500639908011997,0.2500639908012,0.7499360091988,0.7499360091988003
40,9,0,-1,1,2,3702,CCVE,672.677,169.31,0.010029067869884731,0.010029067869884731,0.9899709321301152,0.9899709321301152
41,9,0,-1,1,2,3702,CCALPeps,1832.244,1770.803,0.010224552447876149,0.010224552447876156,0.9897754475521239,0.9897754475521239
42,9,0,-1,,2,1234,CCVE,693.492,165.13,0.6221209203271266,0.6221209203271266,0.3778790796728734,0.3778790796728734
43,9,0,-1,,2,1234,CCALPeps,1889.293,1830.496,0.6221081886594282,0.6221144603061666,0.3778855396938334,0.3778918113405718
44,9,0,-1,,2,2468,CCVE,700.486,177.291,0.5105361705168748,0.5105361705168748,0.48946382948312517,0.48946382948312517
45,9,0,-1,,2,2468,CCALPeps,1964.588,1898.431,0.510554804845285,0.5105700939053243,0.48942990609467574,0.48944519515471496
46,9,0,-1,,2,3702,CCVE,690.743,161.987,0.23660829285165189,0.23660829285165189,0.7633917071483481,0.7633917071483481
47,9,0,-1,,2,3702,CCALPeps,1954.408,1889.543,0.23661723730337322,0.23661723730337342,0.7633827626966266,0.7633827626966267
