,n,value
167,20,0.01007394581507114
168,20,0.0003956078632835778
169,20,0.0003956078632835778
170,20,0.0003956078632835778
171,20,0.00019729014379613958
172,20,0.0011774685577741791
173,20,0.18408214264568393
174,20,0.14481626227465277
175,20,0.0015937036435212477
176,20,0.022704486930625423
177,20,0.017137390708378216
178,20,0.05489882863865262
179,20,0.014797334652160227
180,20,0.030322733561903938
181,20,0.1451307330805033
182,20,0.04632831066299045
183,20,0.019548204213668215
184,20,0.0
185,20,0.01713675679509242
186,20,0.02412581488114927
187,20,0.023878681062985366
188,20,0.023254482996341398
189,20,0.03146144857645758
190,20,0.07945720648166682
191,20,0.06360704633906955
192,20,0.09215450435780126
193,20,0.07440159589772066
194,20,0.048855439127593915
195,20,0.1551113891354925
196,20,0.039257414476046096
197,20,0.03925741447604548
198,20,7.624955094839351e-06
199,20,1.21735344694561e-05
200,20,1.2016249228559353e-05
201,20,1.0330809590434993e-06
202,20,6.912606978943268e-05
203,20,0.006984332089574737
204,20,0.0051760507642650885
205,20,0.0014274369620323783
206,20,0.0013208227507588435
207,20,0.43270665376057327
208,20,0.36911163505292727
209,20,0.29480649142458343
210,20,0.03026626909769633
211,20,0.13857457749648402
212,20,0.02011768466425785
213,20,0.00974659398154889
214,20,0.009100438594254329
215,20,0.008230919083266793
216,20,0.322664886575638
217,20,0.14402003275714623
218,20,0.0020722299545664264
219,20,0.0
220,20,0.05452324857786339
221,20,0.09763708944972789
222,20,0.02204186523817291
223,20,0.05432834677564408
224,20,0.05436601861887871
225,20,0.051468598470742866
226,20,0.03673761195677328
227,20,0.30822691066951835
228,20,0.23665414544881555
229,20,0.19136970713828003
230,20,0.05548480905959873
231,20,0.01697404667884803
232,20,0.020635624997151016
233,20,0.0013255703725352595
234,20,0.25644863259387385
235,20,0.02011031923309151
236,20,0.004716129799547904
237,20,0.0019156629246756603
238,20,0.2686408846215776
239,20,0.04215054277493787
240,20,0.04380352645183501
241,20,0.062918524894684
242,20,0.10837113369102519
243,20,0.4242995088590795
244,20,0.21196338379521582
245,20,0.035968310657829745
246,20,0.15818963433829836
247,20,0.12504208306883274
248,20,0.1584315239596358
249,20,0.17217262225980864
250,20,0.16324910846765484
251,20,0.17007082154053327
252,20,0.4698906253008073
253,20,0.3828761399017711
254,20,0.34515293723932056
255,20,0.19167604560556428
256,20,0.21269115153586313
257,20,0.26170136190346494
258,20,0.02579227281880995
259,20,0.009584804573340964
260,20,0.009356270503496368
261,20,0.034524973389140394
262,20,0.10557636588731775
263,20,0.09889606574789139
264,20,0.008294908104582695
265,20,0.020501270663007214
266,20,0.14982597784654822
267,20,0.15204975147835337
268,20,0.1592374417114315
269,20,0.1508418716906289
270,20,0.0
271,20,0.11999336825489022
272,20,0.07945097297398203
273,20,0.03597386913807142
274,20,0.13360539187906253
275,20,0.01891527284593262
276,20,0.01987207275810874
277,20,0.019683886459275993
278,20,0.019690418593288336
279,20,0.4092865853814047
280,20,0.16661779109218133
281,20,0.06407557381453002
282,20,0.1239919558735578
283,20,0.060710846892053576
284,20,0.056317361089232666
285,20,0.05754770878571076
286,20,0.056344901162657966
287,20,0.04490249166454987
288,20,0.0873058117910859
289,20,0.20392989889130847
290,20,0.26282000395760813
291,20,0.13659170186338312
292,20,6.28950053951232e-05
293,20,0.0
294,20,0.0
295,20,0.0
296,20,0.0
297,20,0.07773702611281423
298,20,0.005226779656725991
299,20,0.41141428623925647
300,20,0.03865307241404464
301,20,0.006530564746184731
302,20,0.012609481195736011
303,20,0.0
304,20,0.0017996855727221406
305,20,0.0017963939661857318
306,20,0.22225009904416837
307,20,0.18814740085680826
308,20,0.2425728746918572
309,20,0.0
310,20,0.04264216606880175
311,20,0.06046504038289906
312,20,0.025828905171155526
313,20,0.0005575279938887935
314,20,0.014265577721552835
315,20,0.3036587548606845
316,20,0.28106987012815215
317,20,0.268061795347814
318,20,0.397185498214144
319,20,0.08660221843743733
320,20,0.006085743985948457
321,20,0.007601503561717876
322,20,0.0
323,20,0.0
324,20,0.0008421754262554347
325,20,0.0004188490752673669
326,20,0.0004188490752673669
327,20,0.0
328,20,0.0
329,20,0.0
330,20,0.010490076263428667
331,20,0.0059014298622852256
332,20,0.006911443765156896
333,20,0.0009582706220552776
334,20,0.03503130841866947
335,20,0.03470968720358275
336,20,0.04275331412168772
337,20,0.04180059169124567
338,20,0.07450169704183174
339,20,0.07147499863531052
340,20,0.080204877930614
341,20,0.08404491789198898
342,20,0.1976980691266014
343,20,0.10834389456271545
344,20,0.07269287560479766
345,20,0.12429217384563244
346,20,0.11301134424252854
347,20,0.053000525045677746
348,20,0.13766874353863026
349,20,0.20664536150725202
350,20,0.17175358881099684
351,20,0.0
352,20,0.025281119721971747
353,20,0.3250336070337773
354,20,0.21233783389225677
355,20,0.0
356,20,0.0
357,20,0.0013583527184926306
358,20,0.0
359,20,0.0
360,20,0.00016520199145083324
361,20,0.0
362,20,0.007011215602508415
363,20,1.741417795231643e-08
364,20,0.0012359894057143593
365,20,0.053100587519140034
366,20,0.053100587519140034
367,20,0.052594447148612805
368,20,0.052594447148612805
369,20,0.0038838957419488197
370,20,0.11399769870730292
371,20,0.04483056469219025
372,20,0.1512777422795245
373,20,0.019312266417751165
374,20,0.12028595003898468
375,20,0.04560789662323697
376,20,0.0
377,20,0.05809612832440401
378,20,0.00140527092807531
379,20,0.21033919135826107
380,20,0.30727056593779245
381,20,0.16629600762316638
382,20,0.011522776030495199
383,20,0.09749323673195981
384,20,0.07991828294295528
385,20,0.08851709001037057
386,20,0.0324483180225459
387,20,0.05027625120744869
388,20,0.12420163945538319
389,20,0.05470948761334982
390,20,0.06789959891143924
391,20,0.08001029519560582
392,20,0.006033366962616092
393,20,0.0026112192493130877
394,20,0.0063216049072168925
395,20,0.009248445990278433
396,20,0.5698730256717661
397,20,0.4428131143919738
398,20,0.33947533368557886
399,20,0.2998387439557176
400,20,0.15106974712992927
401,20,0.14661863945348844
402,20,0.14963777313542623
403,20,0.14367971950516106
404,20,0.14367971950516126
405,20,0.09920859178343666
406,20,0.2770248334379306
407,20,0.15973831368749047
408,20,0.03572393888784169
409,20,0.10917036530169001
410,20,0.07336286673011394
411,20,0.020433667972645408
412,20,7.967526310606681e-05
413,20,7.967526311007904e-05
414,20,0.0
415,20,0.2444518477942085
416,20,0.1619706551321088
417,20,0.4699520815908223
418,20,0.0012170977158034492
419,20,0.0063068881160080695
420,20,0.013722914921574488
421,20,0.012203735911876117
422,20,0.018813550144679274
423,20,0.27228081807783305
424,20,0.37156248745433257
425,20,0.09067827249894996
426,20,0.01339822837114905
427,20,0.08996729790365468
428,20,0.3015961222900664
429,20,0.010793258088054055
430,20,0.03873622356096596
431,20,0.038758612463321226
432,20,0.111258254191796
433,20,0.20476408171921526
434,20,0.08788222067133789
435,20,0.04729998441198276
436,20,0.10549091195400723
437,20,0.1253371428467127
438,20,0.11902391613483972
439,20,0.039942881711411
440,20,0.04224577044621498
441,20,0.01229065977423899
442,20,0.035515087081016916
443,20,0.014149945670329633
444,20,0.03804858924302102
445,20,0.07488983268077197
446,20,0.1796198620666176
447,20,0.16750546811692926
448,20,0.016404991340523898
449,20,0.0165463177541226
450,20,0.13765173041465822
451,20,0.23557965601073455
452,20,0.15698167251248368
453,20,0.06608421420220555
454,20,0.11514781813527175
455,20,0.3454972536296484
456,20,0.12360913163968384
457,20,0.11941485737776572
458,20,0.15126660411609996
459,20,0.0015322104469234516
460,20,0.0042508874171061205
461,20,0.09109561593900496
462,20,0.17774647624984702
463,20,0.1182598742288013
464,20,0.07075710580710068
465,20,0.05556253580822467
466,20,0.04916946828434167
467,20,0.04752390891230528
468,20,0.12033988112567512
469,20,0.25428893465965513
470,20,0.01932671014217961
471,20,0.18758899645224383
472,20,0.08754599968128388
473,20,0.22865616497161528
474,20,0.14659236629311664
475,20,0.2050089988800291
476,20,0.21368916174846816
477,20,0.09660012047741715
478,20,0.20509644814262704
479,20,0.004266788301222171
480,20,0.09179402498890539
481,20,0.05128867646230334
482,20,0.02751394126185843
483,20,0.17874995446768807
484,20,0.17927107999099698
485,20,0.17802108501904626
486,20,0.030400610211153378
487,20,0.024332725320583243
488,20,0.019536080388477498
489,20,0.0
490,20,0.0
491,20,0.0
492,20,0.0
493,20,0.0
494,20,0.0
495,20,0.21742244700635108
496,20,0.48770947618929367
497,20,0.5454855632138335
498,20,0.0017569281732108585
499,20,0.6340111192929014
500,20,0.6422018904743643
501,20,0.6422018904743643
502,20,0.09728028815162615
503,20,0.0974089501077178
504,20,0.3313133496885835
505,20,0.13140042640959984
506,20,0.12658854019395968
507,20,0.01936132702935422
508,20,0.08338987820186756
509,20,0.007870614988334596
510,20,0.007740942603174674
511,20,0.0
512,20,0.0
513,20,0.1405351842363279
514,20,0.12498365188663078
515,20,0.19828542627743653
516,20,0.1885892489451558
517,20,0.0888789626476211
518,20,0.07304619043092184
519,20,0.0
520,20,0.0
521,20,0.0037928075042741364
522,40,0.0
523,40,0.0
524,40,0.013189363591023684
525,40,0.08854170265397425
526,40,0.0
527,40,0.0
528,40,0.0
529,40,0.0
530,40,0.0
531,40,0.0005544834838380053
532,40,0.02568681170799784
533,40,0.0
534,40,0.0
535,40,0.007107538830097353
536,40,0.14789097193212833
537,40,0.0
538,40,0.0
539,40,0.0
540,40,0.0
541,40,7.588063717061262e-05
542,40,8.617291863946096e-05
543,40,0.0
544,40,0.004458007440423721
545,40,0.0
546,40,0.029939903864204115
547,40,0.07020008963598408
548,40,0.05445436763113286
549,40,0.0008801391432896557
550,40,0.0003610376704160797
551,40,0.007169014684189137
552,40,0.0
553,40,0.01043475964838976
554,40,0.18891639242789365
555,40,0.0
556,40,0.0
557,40,0.0
558,40,0.0
559,40,0.002196991115525129
560,40,0.0031942752003269385
561,40,0.0
562,40,0.013855610911898988
563,40,0.005491984071496211
564,40,0.06221234209491165
565,40,0.07236477521989429
566,40,0.06350670804562256
567,40,0.001913365044326933
568,40,0.004908437090560844
569,40,0.006710434112056786
570,40,0.0012637829584446342
571,40,0.013558254178354202
572,40,0.0
573,40,0.0
574,40,0.001848487863929694
575,40,0.0025181374433564463
576,40,0.002346175234714837
577,40,0.028723258835390942
578,40,0.03679783723032146
579,40,0.0004494840228964503
580,40,0.0
581,40,0.0
582,40,0.0
583,40,0.0
584,40,0.0
585,40,0.35435996763168753
586,40,0.0021824717465867456
587,40,0.0008336683078541591
588,40,0.0561066851894402
589,40,0.05881118168641164
590,40,0.021566482058547696
591,40,0.12923016522125907
592,40,0.1447344747890439
593,40,0.15416185133496554
594,40,0.0
595,40,0.00014527846116660966
596,40,0.0
597,40,0.028126239066575395
598,40,0.026998077501593727
599,40,0.034590944501489966
600,40,0.03644406721504102
601,40,0.055592254529420126
602,40,0.07359489616261194
603,40,0.19981607839710186
604,40,0.2281450776623898
605,40,0.1344332949823465
606,40,0.13288775145816845
607,40,0.0021722652844240737
608,40,0.0021722652844240737
609,40,0.004228966358038118
610,40,0.0005430361090335288
611,40,0.0005430361090335288
612,40,0.34479117163789785
613,40,0.3110892490741892
614,40,0.33118917286691996
615,40,3.176843308193592e-09
616,40,0.053933843764501846
617,40,0.012793536234824637
618,40,0.03147012201918264
619,40,0.007310502515007606
620,40,0.00962142522099396
621,40,0.05852191136076787
622,40,0.0005646332939410208
623,40,0.0
624,40,0.0
625,40,0.0
626,40,0.0
627,40,0.0
628,40,0.05726644755157035
629,40,0.05726644755157038
630,40,0.01890974213027228
631,40,0.04780980521005181
632,40,0.0013520199653636279
633,40,0.048786835128462776
634,40,0.004624278014159571
635,40,0.022290695913695372
636,40,0.0036855196403722703
637,40,0.08221794090679897
638,40,0.08221794090679897
639,40,0.11307807620736292
640,40,0.024388302312185976
641,40,0.23182637884028903
642,40,0.0
643,40,0.12437492946492304
644,40,0.0391676038112243
645,40,0.0
646,40,0.05448103477259899
647,40,0.0046103083171556425
648,40,0.0898892150287128
649,40,0.12071260422246638
650,40,0.007035465615554906
651,40,0.015058055204862034
652,40,0.04263228635618028
653,40,0.0
654,40,0.0
655,40,0.0
656,40,0.0
657,40,0.040088717401260784
658,40,0.0
659,40,0.02634254542133144
660,40,0.0014975748379212348
661,40,0.05939310062530437
662,40,0.05939310062530437
663,40,0.05939310062530437
664,40,0.06619491649267127
665,40,0.06619491649267127
666,40,0.0
667,40,0.2749280176631804
668,40,0.06673959887734272
669,40,0.019937574904268084
670,40,0.0
671,40,0.14180677723597993
672,40,0.1636743405259429
673,40,0.20699391770997647
674,40,0.16877381304661587
675,40,0.0
676,40,0.003911601279317418
677,40,0.014867133186413115
678,40,0.06389992678784114
679,40,0.06140040469958101
680,40,0.06764912631712694
681,40,0.05973760469535297
682,40,0.04527620777597184
683,40,0.0421928969146753
684,40,0.0
685,40,0.0
686,40,0.00012606824472016613
687,40,0.004616192506399682
688,40,0.06754625464640243
689,40,0.0004788136489048222
690,40,0.0003956073693815725
691,40,0.0003956073693815725
692,40,0.0003956073693815725
693,40,0.0
694,40,0.0
695,40,0.1840786205450014
696,40,0.14481295429192786
697,40,0.0
698,40,0.0
699,40,0.0
700,40,0.0
701,40,0.0005352564952919201
702,40,0.030317965433653567
703,40,0.055570685960715474
704,40,0.03971031422849741
705,40,0.019548204213668215
706,40,0.0
707,40,0.015131188901799632
708,40,0.015078141236753474
709,40,0.014745972924223808
710,40,0.014652741942409618
711,40,0.0
712,40,0.0
713,40,0.010938207029659827
714,40,0.022317186736527668
715,40,0.0
716,40,0.0
717,40,0.05671541338330317
718,40,0.0031786040412743045
719,40,0.0031786040412743045
720,40,0.0
721,40,0.0
722,40,0.0
723,40,3.252653733955685e-08
724,40,1.3114119889996745e-07
725,40,0.006421465094904212
726,40,0.0018187509319565081
727,40,8.27430527305866e-09
728,40,8.361862787795291e-09
729,40,0.43270665376057327
730,40,0.2603829530989241
731,40,0.2069293909201765
732,40,0.02872224684313873
733,40,0.10766568836616405
734,40,0.02011768466425785
735,40,0.006588118495216479
736,40,0.008350876181168282
737,40,0.008230919083266793
738,40,1.8253770500461824e-07
739,40,7.25222577553383e-07
740,40,4.6584227265561565e-06
741,40,0.0
742,40,0.05452324857704476
743,40,0.0
744,40,0.02204185949543903
745,40,0.013539554304335875
746,40,0.013471944589270975
747,40,0.051468598470742866
748,40,0.03673761195677328
749,40,0.28710548847663275
750,40,0.21242848884482798
751,40,0.18329065152120017
752,40,0.05548480905959873
753,40,0.0
754,40,0.0
755,40,0.0
756,40,0.0761085262259958
757,40,0.02011031923309151
758,40,0.004716129799547904
759,40,0.0019156629246756603
760,40,0.26831358468364164
761,40,0.0
762,40,0.0
763,40,0.0
764,40,0.04056058989472555
765,40,0.0002448127652449528
766,40,0.008139607600248655
767,40,0.028073815957876634
768,40,0.15183090830072563
769,40,0.11219224342910068
770,40,0.01688212576517561
771,40,0.020973024239218905
772,40,0.024654168308581928
773,40,0.01349754739988028
774,40,0.0
775,40,0.0
776,40,0.1170024102791929
777,40,0.04228240725710715
778,40,0.18716018265807624
779,40,0.26136824093456945
780,40,0.0
781,40,0.0029552786691311944
782,40,0.0038741962794767576
783,40,0.0
784,40,0.0
785,40,0.0002982867155218904
786,40,0.0
787,40,0.0
788,40,0.0
789,40,0.003532500394654802
790,40,0.020976445143528713
791,40,0.012696941841321906
792,40,0.0
793,40,0.0
794,40,0.0
795,40,0.010912529467258153
796,40,0.0
797,40,0.01891527284593262
798,40,0.01987207275810874
799,40,0.019683886459275993
800,40,0.019690418593288336
801,40,0.00013830504101551553
802,40,0.10906679326432595
803,40,0.0038352954663751675
804,40,0.04632262638482484
805,40,0.05735371560325011
806,40,0.05290626280920457
807,40,0.04592324335478659
808,40,0.05450829831483196
809,40,0.043244987476459676
810,40,0.0861539957941273
811,40,0.1536799768733395
812,40,0.15517505170710702
813,40,0.07301313615117956
814,40,2.4229559370053496e-05
815,40,0.0
816,40,0.0
817,40,0.0
818,40,0.0
819,40,0.07773702611281423
820,40,0.005226779656725991
821,40,0.2845037555414182
822,40,0.03865307241404464
823,40,0.006530564746184731
824,40,0.012609481195736011
825,40,0.0
826,40,0.0017996855727221406
827,40,0.0017963939661857318
828,40,0.0010887884368845375
829,40,0.0
830,40,0.0
831,40,0.0
832,40,0.009260802457618848
833,40,0.05218591437167626
834,40,0.018093565182278296
835,40,0.0005575279938887935
836,40,0.0
837,40,0.2514007864982235
838,40,0.21525125240744405
839,40,0.2075794006946667
840,40,0.397185498214144
841,40,0.08645098570075224
842,40,0.006085743985948457
843,40,0.007601503561717876
844,40,0.0
845,40,0.0
846,40,0.0008421754262554347
847,40,0.0004188490752673669
848,40,0.0004188490752673669
849,40,0.0
850,40,0.0
851,40,0.0
852,40,0.0
853,40,0.0059014298622852256
854,40,0.006911443765156896
855,40,0.0009582706220552776
856,40,0.006250309000205683
857,40,0.006402186473949629
858,40,0.01317633595507765
859,40,0.012830607252443395
860,40,0.010475272251731315
861,40,0.005608454418485886
862,40,0.009183868122799248
863,40,0.01183141257563571
864,40,0.1976980691266014
865,40,0.10834389456271545
866,40,0.07269287560479766
867,40,0.12429217384563244
868,40,0.0789294815686954
869,40,0.027439036568286786
870,40,0.12941546186783393
871,40,0.1748351931976437
872,40,0.0463968160694766
873,40,0.0
874,40,0.0
875,40,0.16343381310713273
876,40,0.14330844362759876
877,40,0.0
878,40,0.0
879,40,7.186999657506338e-05
880,40,0.0
881,40,0.0
882,40,0.00016520199145083324
883,40,0.0
884,40,1.1723144314092065e-05
885,40,1.741417795231643e-08
886,40,0.0006705922210474336
887,40,0.053100587519140034
888,40,0.053100587519140034
889,40,0.04992891057364245
890,40,0.04992891057364245
891,40,0.0005691156139827982
892,40,0.007599680098752516
893,40,0.038494749778375296
894,40,0.007599574199863644
895,40,0.019312266417751165
896,40,0.12028595003898468
897,40,0.04560789662323697
898,40,0.0
899,40,0.04474780282793848
900,40,0.00140527092807531
901,40,0.1914720308261029
902,40,0.2828253052964188
903,40,0.1658114886171871
904,40,0.010741214376880331
905,40,0.09749323673195981
906,40,0.07991828294295528
907,40,0.06913199920327516
908,40,0.015017955189305638
909,40,0.0005074337421521149
910,40,0.038422449902608166
911,40,0.002291857329442383
912,40,0.011162937879655041
913,40,0.0
914,40,0.006033366962616092
915,40,0.0026112192493130877
916,40,0.0063216049072168925
917,40,0.009248445990278433
918,40,0.20813804598469848
919,40,0.17712592454529597
920,40,0.013885733789655191
921,40,0.0
922,40,0.01794541412156344
923,40,0.06306405406330126
924,40,0.06682254996212039
925,40,0.06245032672458352
926,40,0.06245032672458393
927,40,0.07500151133989225
928,40,1.5608473303502995e-05
929,40,0.00012061387153027325
930,40,0.03572393888784169
931,40,0.06409797336810749
932,40,0.0600643370961091
933,40,0.020433667972645408
934,40,1.7299250159832802e-05
935,40,1.7299250164989616e-05
936,40,0.0
937,40,0.24445101829782875
938,40,0.01659402495564816
939,40,0.29581662175222845
940,40,0.0012170977158034492
941,40,0.0063068881160080695
942,40,0.013722914921574488
943,40,0.012203735911876117
944,40,0.018813550144679274
945,40,0.0005281101940299287
946,40,0.37156248745433257
947,40,0.0
948,40,0.0
949,40,0.020594646782371037
950,40,0.02202213396046487
951,40,0.0015897232804611319
952,40,0.03141714909234565
953,40,0.0314342982503935
954,40,0.03723428088118486
955,40,0.06362634472595839
956,40,0.0022018746748592695
957,40,0.0015906537387406453
958,40,0.048774873350653176
959,40,0.020165187344214457
960,40,0.0228828128307052
961,40,0.01817381202427527
962,40,0.02669363007798105
963,40,0.012108610226036827
964,40,0.03140362382766973
965,40,0.004720362283314443
966,40,0.006707560577273694
967,40,0.00936333216562198
968,40,0.06525895018513438
969,40,0.053266828417463184
970,40,0.004245977398735048
971,40,0.004429629889919288
972,40,0.13765173041465822
973,40,0.08916838066327308
974,40,0.15698167251248368
975,40,0.062049446964350004
976,40,0.0630519787717365
977,40,0.1686592800213767
978,40,0.12242920584906826
979,40,0.11941485737776572
980,40,0.04386993259931577
981,40,0.0015322104469234516
982,40,0.0042508874171061205
983,40,0.07885404595026516
984,40,0.08869608648035529
985,40,0.04930256978188429
986,40,0.03215226515387598
987,40,0.026073110594331227
988,40,0.04015812462825887
989,40,0.027310074294422955
990,40,0.12028287920919574
991,40,0.19893685389727755
992,40,0.01932671014217961
993,40,0.09354868640845844
994,40,0.048829168823861624
995,40,0.07674230210939167
996,40,0.0937218181685536
997,40,0.1879456883291969
998,40,0.1715285403330754
999,40,0.09658667597396547
1000,40,0.07725549677647303
1001,40,0.004266788301222171
1002,40,0.03506650389414884
1003,40,0.04820479702521003
1004,40,0.006953580514299677
1005,40,0.12003467870754636
1006,40,0.09682091330168108
1007,40,0.10163441433045865
1008,40,0.030400610211153378
1009,40,0.024332725320583243
1010,40,0.019536080388477498
1011,40,0.0
1012,40,0.0
1013,40,0.0
1014,40,0.0
1015,40,0.0
1016,40,0.0
1017,40,0.0
1018,40,0.0
1019,40,0.06334291379574715
1020,40,0.0017569281732108585
1021,40,0.6276496050347214
1022,40,0.6422018904743643
1023,40,0.6422018904743643
1024,40,0.02336603873450523
1025,40,0.023510216397230534
1026,40,0.0
1027,40,0.0014500547317789277
1028,40,0.009521555413586609
1029,40,0.011770166031882379
1030,40,0.030580451218071104
1031,40,0.0
1032,40,0.004075515134971678
1033,40,0.0
1034,40,0.0
1035,40,0.02865748564647302
1036,40,0.12498365188663078
1037,40,0.19828238672612425
1038,40,0.18856638490081729
1039,40,0.08874454717908949
1040,40,0.06897686059394971
1041,40,0.0
1042,40,0.0
1043,40,0.0037928075042741364
1044,60,0.0
1045,60,0.0
1046,60,0.0
1047,60,0.0
1048,60,0.0
1049,60,0.0
1050,60,0.0
1051,60,0.0
1052,60,0.0
1053,60,0.0
1054,60,0.02568191083129623
1055,60,0.0
1056,60,0.0
1057,60,0.005172498892786582
1058,60,0.0070281007080643465
1059,60,0.0
1060,60,0.0
1061,60,0.0
1062,60,0.0
1063,60,0.0
1064,60,0.0
1065,60,0.0
1066,60,0.0027558362023177574
1067,60,0.0
1068,60,0.0
1069,60,0.024135778201739653
1070,60,0.0
1071,60,0.0
1072,60,0.0003610376704160797
1073,60,0.003091535561480975
1074,60,0.0
1075,60,0.0
1076,60,0.0
1077,60,0.0
1078,60,0.0
1079,60,0.0
1080,60,0.0
1081,60,0.0
1082,60,0.0
1083,60,0.0
1084,60,0.0
1085,60,0.0
1086,60,0.0
1087,60,0.0
1088,60,0.0
1089,60,0.0017455203630689015
1090,60,0.0
1091,60,0.0
1092,60,0.0
1093,60,0.0
1094,60,0.0
1095,60,0.0
1096,60,0.001848487863929694
1097,60,0.0013387440265309278
1098,60,0.002346175234714837
1099,60,0.028723258835390942
1100,60,0.0
1101,60,0.0004494840228964503
1102,60,0.0
1103,60,0.0
1104,60,0.0
1105,60,0.0
1106,60,0.0
1107,60,0.0
1108,60,0.0008022252374197879
1109,60,0.0
1110,60,0.0
1111,60,0.0
1112,60,0.021566482058547696
1113,60,0.01905463538697916
1114,60,0.015278313682323817
1115,60,0.020203660094602515
1116,60,0.0
1117,60,0.00014527846116660966
1118,60,0.0
1119,60,0.020698208133512933
1120,60,0.026998077501593727
1121,60,0.034590944501489966
1122,60,0.03644406721504102
1123,60,0.055592254529420126
1124,60,0.07359489616261194
1125,60,0.0
1126,60,0.0
1127,60,0.0
1128,60,0.0
1129,60,0.0
1130,60,0.0
1131,60,0.0
1132,60,0.0
1133,60,0.0
1134,60,0.11581953975089558
1135,60,0.12866817949004714
1136,60,0.18981535898459176
1137,60,3.176843308193592e-09
1138,60,0.05393383806178378
1139,60,0.0
