,treewidth,variable,value,n
144,3.0,error_r_20,0.05027625120744869,20
145,3.0,error_r_20,0.12420163945538319,20
146,3.0,error_r_20,0.05470948761334982,20
147,3.0,error_r_20,0.06789959891143924,20
148,3.0,error_r_20,0.08001029519560582,20
149,3.0,error_r_20,0.006033366962616092,20
150,3.0,error_r_20,0.0026112192493130877,20
151,3.0,error_r_20,0.0063216049072168925,20
152,3.0,error_r_20,0.009248445990278433,20
153,2.0,error_r_20,0.09920859178343666,20
154,2.0,error_r_20,0.2770248334379306,20
155,2.0,error_r_20,0.15973831368749047,20
156,2.0,error_r_20,0.03572393888784169,20
157,2.0,error_r_20,0.10917036530169001,20
158,2.0,error_r_20,0.07336286673011394,20
159,2.0,error_r_20,0.020433667972645408,20
160,2.0,error_r_20,7.967526310606681e-05,20
161,2.0,error_r_20,7.967526311007904e-05,20
162,2.0,error_r_20,0.27228081807783305,20
163,2.0,error_r_20,0.37156248745433257,20
164,2.0,error_r_20,0.09067827249894996,20
165,2.0,error_r_20,0.01339822837114905,20
166,2.0,error_r_20,0.08996729790365468,20
167,2.0,error_r_20,0.3015961222900664,20
168,2.0,error_r_20,0.010793258088054055,20
169,2.0,error_r_20,0.03873622356096596,20
170,2.0,error_r_20,0.038758612463321226,20
171,3.0,error_r_20,0.01229065977423899,20
172,3.0,error_r_20,0.035515087081016916,20
173,3.0,error_r_20,0.014149945670329633,20
174,3.0,error_r_20,0.03804858924302102,20
175,3.0,error_r_20,0.07488983268077197,20
176,3.0,error_r_20,0.1796198620666176,20
177,3.0,error_r_20,0.16750546811692926,20
178,3.0,error_r_20,0.016404991340523898,20
179,3.0,error_r_20,0.0165463177541226,20
180,3.0,error_r_20,0.0015322104469234516,20
181,3.0,error_r_20,0.0042508874171061205,20
182,3.0,error_r_20,0.09109561593900496,20
183,3.0,error_r_20,0.17774647624984702,20
184,3.0,error_r_20,0.1182598742288013,20
185,3.0,error_r_20,0.07075710580710068,20
186,3.0,error_r_20,0.05556253580822467,20
187,3.0,error_r_20,0.04916946828434167,20
188,3.0,error_r_20,0.04752390891230528,20
189,2.0,error_r_20,0.030400610211153378,20
190,2.0,error_r_20,0.024332725320583243,20
191,2.0,error_r_20,0.019536080388477498,20
192,2.0,error_r_20,0.0,20
193,2.0,error_r_20,0.0,20
194,2.0,error_r_20,0.0,20
195,2.0,error_r_20,0.0,20
196,2.0,error_r_20,0.0,20
197,2.0,error_r_20,0.0,20
198,3.0,error_r_20,0.21742244700635108,20
199,3.0,error_r_20,0.48770947618929367,20
200,3.0,error_r_20,0.5454855632138335,20
201,3.0,error_r_20,0.0017569281732108585,20
202,3.0,error_r_20,0.6340111192929014,20
203,3.0,error_r_20,0.6422018904743643,20
204,3.0,error_r_20,0.6422018904743643,20
205,3.0,error_r_20,0.09728028815162615,20
206,3.0,error_r_20,0.0974089501077178,20
207,2.0,error_r_40,0.0005544834838380053,40
208,2.0,error_r_40,0.02568681170799784,40
209,2.0,error_r_40,0.0,40
210,2.0,error_r_40,0.0,40
211,2.0,error_r_40,0.007107538830097353,40
212,2.0,error_r_40,0.14789097193212833,40
213,2.0,error_r_40,0.0,40
214,2.0,error_r_40,0.0,40
215,2.0,error_r_40,0.0,40
216,3.0,error_r_40,0.0,40
217,3.0,error_r_40,0.002196991115525129,40
218,3.0,error_r_40,0.0031942752003269385,40
219,3.0,error_r_40,0.0,40
220,3.0,error_r_40,0.013855610911898988,40
221,3.0,error_r_40,0.005491984071496211,40
222,3.0,error_r_40,0.06221234209491165,40
223,3.0,error_r_40,0.07236477521989429,40
224,3.0,error_r_40,0.06350670804562256,40
225,2.0,error_r_40,0.001913365044326933,40
226,2.0,error_r_40,0.004908437090560844,40
227,2.0,error_r_40,0.006710434112056786,40
228,2.0,error_r_40,0.0012637829584446342,40
229,2.0,error_r_40,0.013558254178354202,40
230,2.0,error_r_40,0.0,40
231,2.0,error_r_40,0.0,40
232,2.0,error_r_40,0.001848487863929694,40
233,2.0,error_r_40,0.0025181374433564463,40
234,2.0,error_r_40,0.002346175234714837,40
235,2.0,error_r_40,0.028723258835390942,40
236,2.0,error_r_40,0.03679783723032146,40
237,2.0,error_r_40,0.0004494840228964503,40
238,2.0,error_r_40,0.0,40
239,2.0,error_r_40,0.0,40
240,2.0,error_r_40,0.0,40
241,2.0,error_r_40,0.0,40
242,2.0,error_r_40,0.0,40
243,2.0,error_r_40,0.19981607839710186,40
244,2.0,error_r_40,0.2281450776623898,40
245,2.0,error_r_40,0.1344332949823465,40
246,2.0,error_r_40,0.13288775145816845,40
247,2.0,error_r_40,0.0021722652844240737,40
248,2.0,error_r_40,0.0021722652844240737,40
249,2.0,error_r_40,0.004228966358038118,40
250,2.0,error_r_40,0.0005430361090335288,40
251,2.0,error_r_40,0.0005430361090335288,40
252,2.0,error_r_40,0.34479117163789785,40
253,2.0,error_r_40,0.3110892490741892,40
254,2.0,error_r_40,0.33118917286691996,40
255,2.0,error_r_40,3.176843308193592e-09,40
256,2.0,error_r_40,0.053933843764501846,40
257,2.0,error_r_40,0.012793536234824637,40
258,2.0,error_r_40,0.03147012201918264,40
259,2.0,error_r_40,0.007310502515007606,40
260,2.0,error_r_40,0.00962142522099396,40
261,2.0,error_r_40,0.040088717401260784,40
262,2.0,error_r_40,0.0,40
263,2.0,error_r_40,0.02634254542133144,40
264,2.0,error_r_40,0.0014975748379212348,40
265,2.0,error_r_40,0.05939310062530437,40
266,2.0,error_r_40,0.05939310062530437,40
267,2.0,error_r_40,0.05939310062530437,40
268,2.0,error_r_40,0.06619491649267127,40
269,2.0,error_r_40,0.06619491649267127,40
270,2.0,error_r_40,0.0,40
271,2.0,error_r_40,0.0,40
272,2.0,error_r_40,0.00012606824472016613,40
273,2.0,error_r_40,0.004616192506399682,40
274,2.0,error_r_40,0.06754625464640243,40
275,2.0,error_r_40,0.0004788136489048222,40
276,2.0,error_r_40,0.0003956073693815725,40
277,2.0,error_r_40,0.0003956073693815725,40
278,2.0,error_r_40,0.0003956073693815725,40
279,2.0,error_r_40,0.030317965433653567,40
280,2.0,error_r_40,0.055570685960715474,40
281,2.0,error_r_40,0.03971031422849741,40
282,2.0,error_r_40,0.019548204213668215,40
283,2.0,error_r_40,0.0,40
284,2.0,error_r_40,0.015131188901799632,40
285,2.0,error_r_40,0.015078141236753474,40
286,2.0,error_r_40,0.014745972924223808,40
287,2.0,error_r_40,0.014652741942409618,40
288,2.0,error_r_40,0.0,40
289,2.0,error_r_40,0.0,40
290,2.0,error_r_40,0.0,40
291,2.0,error_r_40,3.252653733955685e-08,40
292,2.0,error_r_40,1.3114119889996745e-07,40
293,2.0,error_r_40,0.006421465094904212,40
294,2.0,error_r_40,0.0018187509319565081,40
295,2.0,error_r_40,8.27430527305866e-09,40
296,2.0,error_r_40,8.361862787795291e-09,40
297,2.0,error_r_40,1.8253770500461824e-07,40
298,2.0,error_r_40,7.25222577553383e-07,40
299,2.0,error_r_40,4.6584227265561565e-06,40
300,2.0,error_r_40,0.0,40
301,2.0,error_r_40,0.05452324857704476,40
302,2.0,error_r_40,0.0,40
303,2.0,error_r_40,0.02204185949543903,40
304,2.0,error_r_40,0.013539554304335875,40
305,2.0,error_r_40,0.013471944589270975,40
306,2.0,error_r_40,0.0,40
307,2.0,error_r_40,0.0,40
308,2.0,error_r_40,0.0002982867155218904,40
309,2.0,error_r_40,0.0,40
310,2.0,error_r_40,0.0,40
311,2.0,error_r_40,0.0,40
312,2.0,error_r_40,0.003532500394654802,40
313,2.0,error_r_40,0.020976445143528713,40
314,2.0,error_r_40,0.012696941841321906,40
315,2.0,error_r_40,0.0,40
316,2.0,error_r_40,0.0,40
317,2.0,error_r_40,0.0,40
318,2.0,error_r_40,0.010912529467258153,40
319,2.0,error_r_40,0.0,40
320,2.0,error_r_40,0.01891527284593262,40
321,2.0,error_r_40,0.01987207275810874,40
322,2.0,error_r_40,0.019683886459275993,40
323,2.0,error_r_40,0.019690418593288336,40
324,3.0,error_r_40,0.07773702611281423,40
325,3.0,error_r_40,0.005226779656725991,40
326,3.0,error_r_40,0.2845037555414182,40
327,3.0,error_r_40,0.03865307241404464,40
328,3.0,error_r_40,0.006530564746184731,40
329,3.0,error_r_40,0.012609481195736011,40
330,3.0,error_r_40,0.0,40
331,3.0,error_r_40,0.0017996855727221406,40
332,3.0,error_r_40,0.0017963939661857318,40
333,2.0,error_r_40,0.0008421754262554347,40
334,2.0,error_r_40,0.0004188490752673669,40
335,2.0,error_r_40,0.0004188490752673669,40
336,2.0,error_r_40,0.0,40
337,2.0,error_r_40,0.0,40
338,2.0,error_r_40,0.0,40
339,2.0,error_r_40,0.0,40
340,2.0,error_r_40,0.0059014298622852256,40
341,2.0,error_r_40,0.006911443765156896,40
342,2.0,error_r_40,0.00016520199145083324,40
343,2.0,error_r_40,0.0,40
344,2.0,error_r_40,1.1723144314092065e-05,40
345,2.0,error_r_40,1.741417795231643e-08,40
346,2.0,error_r_40,0.0006705922210474336,40
347,2.0,error_r_40,0.053100587519140034,40
348,2.0,error_r_40,0.053100587519140034,40
349,2.0,error_r_40,0.04992891057364245,40
350,2.0,error_r_40,0.04992891057364245,40
351,3.0,error_r_40,0.0005074337421521149,40
352,3.0,error_r_40,0.038422449902608166,40
353,3.0,error_r_40,0.002291857329442383,40
354,3.0,error_r_40,0.011162937879655041,40
355,3.0,error_r_40,0.0,40
356,3.0,error_r_40,0.006033366962616092,40
357,3.0,error_r_40,0.0026112192493130877,40
358,3.0,error_r_40,0.0063216049072168925,40
359,3.0,error_r_40,0.009248445990278433,40
360,2.0,error_r_40,0.07500151133989225,40
361,2.0,error_r_40,1.5608473303502995e-05,40
362,2.0,error_r_40,0.00012061387153027325,40
363,2.0,error_r_40,0.03572393888784169,40
364,2.0,error_r_40,0.06409797336810749,40
365,2.0,error_r_40,0.0600643370961091,40
366,2.0,error_r_40,0.020433667972645408,40
367,2.0,error_r_40,1.7299250159832802e-05,40
368,2.0,error_r_40,1.7299250164989616e-05,40
369,2.0,error_r_40,0.0005281101940299287,40
370,2.0,error_r_40,0.37156248745433257,40
371,2.0,error_r_40,0.0,40
372,2.0,error_r_40,0.0,40
373,2.0,error_r_40,0.020594646782371037,40
374,2.0,error_r_40,0.02202213396046487,40
375,2.0,error_r_40,0.0015897232804611319,40
376,2.0,error_r_40,0.03141714909234565,40
377,2.0,error_r_40,0.0314342982503935,40
378,3.0,error_r_40,0.012108610226036827,40
379,3.0,error_r_40,0.03140362382766973,40
380,3.0,error_r_40,0.004720362283314443,40
381,3.0,error_r_40,0.006707560577273694,40
382,3.0,error_r_40,0.00936333216562198,40
383,3.0,error_r_40,0.06525895018513438,40
384,3.0,error_r_40,0.053266828417463184,40
385,3.0,error_r_40,0.004245977398735048,40
386,3.0,error_r_40,0.004429629889919288,40
387,3.0,error_r_40,0.0015322104469234516,40
388,3.0,error_r_40,0.0042508874171061205,40
389,3.0,error_r_40,0.07885404595026516,40
390,3.0,error_r_40,0.08869608648035529,40
391,3.0,error_r_40,0.04930256978188429,40
392,3.0,error_r_40,0.03215226515387598,40
393,3.0,error_r_40,0.026073110594331227,40
394,3.0,error_r_40,0.04015812462825887,40
395,3.0,error_r_40,0.027310074294422955,40
396,2.0,error_r_40,0.030400610211153378,40
397,2.0,error_r_40,0.024332725320583243,40
398,2.0,error_r_40,0.019536080388477498,40
399,2.0,error_r_40,0.0,40
400,2.0,error_r_40,0.0,40
401,2.0,error_r_40,0.0,40
402,2.0,error_r_40,0.0,40
403,2.0,error_r_40,0.0,40
404,2.0,error_r_40,0.0,40
405,3.0,error_r_40,0.0,40
406,3.0,error_r_40,0.0,40
407,3.0,error_r_40,0.06334291379574715,40
408,3.0,error_r_40,0.0017569281732108585,40
409,3.0,error_r_40,0.6276496050347214,40
410,3.0,error_r_40,0.6422018904743643,40
411,3.0,error_r_40,0.6422018904743643,40
412,3.0,error_r_40,0.02336603873450523,40
413,3.0,error_r_40,0.023510216397230534,40
414,2.0,error_r_60,0.0,60
415,2.0,error_r_60,0.02568191083129623,60
416,2.0,error_r_60,0.0,60
417,2.0,error_r_60,0.0,60
418,2.0,error_r_60,0.005172498892786582,60
419,2.0,error_r_60,0.0070281007080643465,60
420,2.0,error_r_60,0.0,60
421,2.0,error_r_60,0.0,60
422,2.0,error_r_60,0.0,60
423,3.0,error_r_60,0.0,60
424,3.0,error_r_60,0.0,60
425,3.0,error_r_60,0.0,60
426,3.0,error_r_60,0.0,60
427,3.0,error_r_60,0.0,60
428,3.0,error_r_60,0.0,60
429,3.0,error_r_60,0.0,60
430,3.0,error_r_60,0.0,60
431,3.0,error_r_60,0.0,60
432,2.0,error_r_60,0.0017455203630689015,60
433,2.0,error_r_60,0.0,60
434,2.0,error_r_60,0.0,60
435,2.0,error_r_60,0.0,60
436,2.0,error_r_60,0.0,60
437,2.0,error_r_60,0.0,60
438,2.0,error_r_60,0.0,60
439,2.0,error_r_60,0.001848487863929694,60
440,2.0,error_r_60,0.0013387440265309278,60
441,2.0,error_r_60,0.002346175234714837,60
442,2.0,error_r_60,0.028723258835390942,60
443,2.0,error_r_60,0.0,60
444,2.0,error_r_60,0.0004494840228964503,60
445,2.0,error_r_60,0.0,60
446,2.0,error_r_60,0.0,60
447,2.0,error_r_60,0.0,60
448,2.0,error_r_60,0.0,60
449,2.0,error_r_60,0.0,60
450,2.0,error_r_60,0.0,60
451,2.0,error_r_60,0.0,60
452,2.0,error_r_60,0.0,60
453,2.0,error_r_60,0.0,60
454,2.0,error_r_60,0.0,60
455,2.0,error_r_60,0.0,60
456,2.0,error_r_60,0.0,60
457,2.0,error_r_60,0.0,60
458,2.0,error_r_60,0.0,60
459,2.0,error_r_60,0.11581953975089558,60
460,2.0,error_r_60,0.12866817949004714,60
461,2.0,error_r_60,0.18981535898459176,60
462,2.0,error_r_60,3.176843308193592e-09,60
463,2.0,error_r_60,0.05393383806178378,60
464,2.0,error_r_60,0.0,60
465,2.0,error_r_60,0.020517728805904124,60
466,2.0,error_r_60,0.007310225821448076,60
467,2.0,error_r_60,0.009621329785329955,60
468,2.0,error_r_60,0.040088717401260784,60
469,2.0,error_r_60,0.0,60
470,2.0,error_r_60,0.026342347827874108,60
471,2.0,error_r_60,0.0007707944767257348,60
472,2.0,error_r_60,0.01539206630348882,60
473,2.0,error_r_60,0.01539206630348882,60
474,2.0,error_r_60,0.01539206630348882,60
475,2.0,error_r_60,0.0,60
476,2.0,error_r_60,0.0,60
477,2.0,error_r_60,0.0,60
478,2.0,error_r_60,0.0,60
479,2.0,error_r_60,0.0,60
480,2.0,error_r_60,0.004616192506399682,60
481,2.0,error_r_60,0.0,60
482,2.0,error_r_60,0.0,60
483,2.0,error_r_60,0.0,60
484,2.0,error_r_60,0.0,60
485,2.0,error_r_60,0.0,60
486,2.0,error_r_60,0.03031600113091852,60
487,2.0,error_r_60,0.055443158037659576,60
488,2.0,error_r_60,0.023830344212188624,60
489,2.0,error_r_60,0.0,60
490,2.0,error_r_60,0.0,60
491,2.0,error_r_60,0.007898373614207515,60
492,2.0,error_r_60,0.01507814117167478,60
493,2.0,error_r_60,0.014745972924223808,60
494,2.0,error_r_60,0.014652741942409618,60
495,2.0,error_r_60,0.0,60
496,2.0,error_r_60,0.0,60
497,2.0,error_r_60,0.0,60
498,2.0,error_r_60,0.0,60
499,2.0,error_r_60,0.0,60
500,2.0,error_r_60,0.005830558972821607,60
501,2.0,error_r_60,0.0018187509319361004,60
502,2.0,error_r_60,0.0,60
503,2.0,error_r_60,0.0,60
504,2.0,error_r_60,1.8253770500461824e-07,60
505,2.0,error_r_60,7.25222577553383e-07,60
506,2.0,error_r_60,4.6584227265561565e-06,60
507,2.0,error_r_60,0.0,60
508,2.0,error_r_60,0.0,60
509,2.0,error_r_60,0.0,60
510,2.0,error_r_60,0.0,60
511,2.0,error_r_60,0.005297398867526136,60
512,2.0,error_r_60,0.005493690171560112,60
513,2.0,error_r_60,0.0,60
514,2.0,error_r_60,0.0,60
515,2.0,error_r_60,0.0002982867155218904,60
516,2.0,error_r_60,0.0,60
517,2.0,error_r_60,0.0,60
518,2.0,error_r_60,0.0,60
519,2.0,error_r_60,0.003532500394654802,60
520,2.0,error_r_60,0.020976445143528713,60
521,2.0,error_r_60,0.012696941841321906,60
522,2.0,error_r_60,0.0,60
523,2.0,error_r_60,0.0,60
524,2.0,error_r_60,0.0,60
525,2.0,error_r_60,0.010912529467258153,60
526,2.0,error_r_60,0.0,60
527,2.0,error_r_60,0.014597013156867388,60
528,2.0,error_r_60,0.015050169162004372,60
529,2.0,error_r_60,0.014960503763163782,60
530,2.0,error_r_60,0.014732938867070465,60
531,3.0,error_r_60,0.0,60
532,3.0,error_r_60,0.0,60
533,3.0,error_r_60,0.2843958644649996,60
534,3.0,error_r_60,0.0,60
535,3.0,error_r_60,0.0,60
536,3.0,error_r_60,0.0,60
537,3.0,error_r_60,0.0,60
538,3.0,error_r_60,0.0,60
539,3.0,error_r_60,0.0,60
540,2.0,error_r_60,0.0,60
541,2.0,error_r_60,0.0003795602176651915,60
542,2.0,error_r_60,0.0003795602176651915,60
543,2.0,error_r_60,0.0,60
544,2.0,error_r_60,0.0,60
545,2.0,error_r_60,0.0,60
546,2.0,error_r_60,0.0,60
547,2.0,error_r_60,0.0059014298622852256,60
548,2.0,error_r_60,0.006911443765156896,60
549,2.0,error_r_60,0.0,60
550,2.0,error_r_60,0.0,60
551,2.0,error_r_60,1.965923774995369e-06,60
552,2.0,error_r_60,0.0,60
553,2.0,error_r_60,0.0,60
554,2.0,error_r_60,0.0,60
555,2.0,error_r_60,0.0,60
556,2.0,error_r_60,0.0,60
557,2.0,error_r_60,0.0,60
558,3.0,error_r_60,0.0,60
559,3.0,error_r_60,0.0,60
560,3.0,error_r_60,0.0,60
561,3.0,error_r_60,0.0,60
562,3.0,error_r_60,0.0,60
563,3.0,error_r_60,0.006033366962616092,60
564,3.0,error_r_60,0.0026112192493130877,60
565,3.0,error_r_60,0.0063216049072168925,60
566,3.0,error_r_60,0.009248445990278433,60
567,2.0,error_r_60,0.0,60
568,2.0,error_r_60,0.0,60
569,2.0,error_r_60,0.0,60
570,2.0,error_r_60,0.001695931378883976,60
571,2.0,error_r_60,0.04475190967401014,60
572,2.0,error_r_60,0.049108664971482516,60
573,2.0,error_r_60,0.015294234756991865,60
574,2.0,error_r_60,0.0,60
575,2.0,error_r_60,0.0,60
576,2.0,error_r_60,0.0005281101940299287,60
577,2.0,error_r_60,0.0,60
578,2.0,error_r_60,0.0,60
579,2.0,error_r_60,0.0,60
580,2.0,error_r_60,0.020594646782371037,60
581,2.0,error_r_60,0.02202213396046487,60
582,2.0,error_r_60,0.0,60
583,2.0,error_r_60,0.0,60
584,2.0,error_r_60,0.0,60
585,3.0,error_r_60,0.0008058057979529051,60
586,3.0,error_r_60,0.005909219784176215,60
587,3.0,error_r_60,0.004720362283314443,60
588,3.0,error_r_60,0.006707560577273694,60
589,3.0,error_r_60,0.0,60
590,3.0,error_r_60,0.06525895018513438,60
591,3.0,error_r_60,0.053266828417463184,60
592,3.0,error_r_60,0.004245977398735048,60
593,3.0,error_r_60,0.004429629889919288,60
594,3.0,error_r_60,0.0,60
595,3.0,error_r_60,0.0,60
596,3.0,error_r_60,0.0029655644151068907,60
597,3.0,error_r_60,0.03058658950975976,60
598,3.0,error_r_60,0.015501214716623536,60
599,3.0,error_r_60,0.0,60
600,3.0,error_r_60,0.02231876887206678,60
601,3.0,error_r_60,0.030860543203787495,60
602,3.0,error_r_60,0.019539027701590928,60
603,2.0,error_r_60,0.030400610211153378,60
604,2.0,error_r_60,0.024332725320583243,60
605,2.0,error_r_60,0.019536080360610112,60
606,2.0,error_r_60,0.0,60
607,2.0,error_r_60,0.0,60
608,2.0,error_r_60,0.0,60
609,2.0,error_r_60,0.0,60
610,2.0,error_r_60,0.0,60
611,2.0,error_r_60,0.0,60
612,3.0,error_r_60,0.0,60
613,3.0,error_r_60,0.0,60
614,3.0,error_r_60,0.06334291379574715,60
615,3.0,error_r_60,0.0,60
616,3.0,error_r_60,0.6276436016716911,60
617,3.0,error_r_60,0.00021295464472072137,60
618,3.0,error_r_60,0.00021295464472072137,60
619,3.0,error_r_60,0.0,60
620,3.0,error_r_60,0.0,60
